readcode,medcode,term,symptom_code
1B1B200,4597,Late insomnia,Insomnia
1BX0.00,42847,Delayed onset of sleep,Insomnia
1BX3.00,22465,Early morning waking,Insomnia
8G9B.00,96037,Sleep hygiene behaviour education,Insomnia
E274.00,7819,Non-organic sleep disorders,Insomnia
E274.12,26546,Insomnia due to nonorganic sleep disorder,Insomnia
E274000,16434,Unspecified non-organic sleep disorder,Insomnia
E274100,15515,Transient insomnia,Insomnia
E274111,4023,Insomnia NOS,Insomnia
E274200,16115,Persistent insomnia,Insomnia
E274D11,19514,Restless sleep,Insomnia
E274E00,32987,'Short-sleeper',Insomnia
E274y00,43098,Other non-organic sleep disorder,Insomnia
E274z00,27649,Non-organic sleep disorder NOS,Insomnia
Eu51.00,24894,[X]Nonorganic sleep disorders,Insomnia
Eu51000,30626,[X]Nonorganic insomnia,Insomnia
Eu51y00,62925,[X]Other nonorganic sleep disorders,Insomnia
Eu51z00,22819,"[X]Nonorganic sleep disorder, unspecified",Insomnia
Eu51z11,21032,[X]Emotional sleep disorder NOS,Insomnia
Fy00.00,5921,Disorders of initiating and maintaining sleep,Insomnia
R005.00,8084,[D]Sleep disturbances,Insomnia
R005.11,10349,[D]Insomnia - symptom,Insomnia
R005000,1244,"[D]Sleep disturbance, unspecified",Insomnia
R005100,48539,[D]Insomnia with sleep apnoea,Insomnia
R005200,750,[D]Insomnia NOS,Insomnia
Z1M1.00,101913,Disturbing sleep,Insomnia
1B86.00,6385,Has an itchy eye,Itchy_eyes
1B86.11,4984,Itchy eye symptom,Itchy_eyes
1M02.00,108855,Shoulder joint painful on movement,Joint_pain
1M03.00,109347,Shoulder joint painful on external rotation,Joint_pain
1M10.00,9517,Knee pain,Joint_pain
2H45.00,36132,O/E - joint movement painful,Joint_pain
N014800,57894,Arthropathy in Whipple's disease,Joint_pain
N031200,42865,Arthropathy in Whipple's disease,Joint_pain
N094.00,5864,Pain in joint - arthralgia,Joint_pain
N094.11,6058,Ache in joint,Joint_pain
N094000,202,Arthralgia of unspecified site,Joint_pain
N094100,15842,Arthralgia of the shoulder region,Joint_pain
N094111,2397,Shoulder joint pain,Joint_pain
N094200,16029,Arthralgia of the upper arm,Joint_pain
N094211,1646,Elbow joint pain,Joint_pain
N094300,7495,Arthralgia of the forearm,Joint_pain
N094311,2521,Wrist joint pain,Joint_pain
N094400,6459,Arthralgia of the hand,Joint_pain
N094411,29402,Hand joint pain,Joint_pain
N094500,15146,Arthralgia of the pelvic region and thigh,Joint_pain
N094511,63664,Coxalgia,Joint_pain
N094512,1330,Hip joint pain,Joint_pain
N094600,3812,Arthralgia of the lower leg,Joint_pain
N094611,554,Knee joint pain,Joint_pain
N094700,8365,Arthralgia of the ankle and foot,Joint_pain
N094711,14886,Ankle joint pain,Joint_pain
N094800,36091,Arthralgia of other specified site,Joint_pain
N094900,1418,Arthralgia of multiple joints,Joint_pain
N094A00,17659,Arthralgia of shoulder,Joint_pain
N094B00,8952,Arthralgia of sternoclavicular joint,Joint_pain
N094C00,36367,Arthralgia of acromioclavicular joint,Joint_pain
N094D00,6523,Arthralgia of elbow,Joint_pain
N094D11,54791,Elbow joint pain,Joint_pain
N094E00,67170,Arthralgia of distal radio-ulnar joint,Joint_pain
N094F00,5999,Arthralgia of wrist,Joint_pain
N094G00,22445,Arthralgia of MCP joint,Joint_pain
N094H00,29540,Arthralgia of PIP joint of finger,Joint_pain
N094J00,7676,Arthralgia of DIP joint of finger,Joint_pain
N094K00,33407,Arthralgia of hip,Joint_pain
N094K11,8736,Coxalgia,Joint_pain
N094K12,286,Hip pain,Joint_pain
N094L00,9883,Arthralgia of sacro-iliac joint,Joint_pain
N094M00,6044,Arthralgia of knee,Joint_pain
N094N00,61245,Arthralgia of tibio-fibular joint,Joint_pain
N094P00,33885,Arthralgia of ankle,Joint_pain
N094Q00,63058,Arthralgia of subtalar joint,Joint_pain
N094R00,41510,Arthralgia of talonavicular joint,Joint_pain
N094S00,59586,Arthralgia of other tarsal joint,Joint_pain
N094T00,38465,Arthralgia of 1st MTP joint,Joint_pain
N094U00,45456,Arthralgia of lesser MTP joint,Joint_pain
N094V00,37136,Arthralgia of IP joint of toe,Joint_pain
N094z00,29775,Arthralgia NOS,Joint_pain
N096.12,8309,Musculoskeletal pain - joints,Joint_pain
N096000,64439,Other joint symptoms of unspecified site,Joint_pain
N096100,14806,Other joint symptoms of the shoulder region,Joint_pain
N096700,15897,Other joint symptoms of the ankle and foot,Joint_pain
N096D00,61902,Other symptoms - elbow,Joint_pain
N096K00,67331,Other symptoms - hip,Joint_pain
N14y.11,537,Facet joint syndrome,Joint_pain
2H6..00,6500,O/E - joint stiffness,Joint_stiffmess
2H62.00,37257,O/E - joint stiff,Joint_stiffmess
2H6Z.00,42413,O/E - joint stiffness NOS,Joint_stiffmess
9mM..00,107340,Rheumatoid arthritis monitoring invitation,Joint_stiffmess
9mM0.00,107435,Rheumatoid arthritis monitoring invitation first letter,Joint_stiffmess
9mM1.00,107575,Rheumatoid arthritis monitoring invitation second letter,Joint_stiffmess
9mM2.00,107676,Rheumatoid arthritis monitoring invitation third letter,Joint_stiffmess
9mM3.00,107606,Rheumatoid arthritis monitoring verbal invitation,Joint_stiffmess
9mM4.00,107797,Rheumatoid arthritis monitoring telephone invitation,Joint_stiffmess
J046011,46311,Stiff temporomandibular joint,Joint_stiffmess
N095.00,6528,Joint stiffness NEC,Joint_stiffmess
N095000,44414,"Stiff joint NEC, of unspecified site",Joint_stiffmess
N095100,10749,"Stiff joint NEC, of the shoulder region",Joint_stiffmess
N095111,5031,Shoulder stiff,Joint_stiffmess
N095200,15320,"Stiff joint NEC, of the upper arm",Joint_stiffmess
N095211,27282,Elbow stiff,Joint_stiffmess
N095300,56269,"Stiff joint NEC, of the forearm",Joint_stiffmess
N095311,14859,Wrist stiff,Joint_stiffmess
N095400,14933,"Stiff joint NEC, of the hand",Joint_stiffmess
N095411,17055,Hand joint stiff,Joint_stiffmess
N095500,36520,"Stiff joint NEC, of the pelvic region and thigh",Joint_stiffmess
N095511,4460,Hip stiff,Joint_stiffmess
N095600,41620,"Stiff joint NEC, of the lower leg",Joint_stiffmess
N095611,15060,Knee stiff,Joint_stiffmess
N095700,42709,"Stiff joint NEC, of the ankle and foot",Joint_stiffmess
N095711,2499,Ankle stiff,Joint_stiffmess
N095800,41960,"Stiff joint NEC, of other specified site",Joint_stiffmess
N095900,20449,Multiple stiff joints,Joint_stiffmess
N095A00,42108,Stiff shoulder NEC,Joint_stiffmess
N095B00,57119,Stiff sternoclavicular joint NEC,Joint_stiffmess
N095C00,72584,Stiff acromioclavicular joint NEC,Joint_stiffmess
N095D00,39947,Stiff elbow NEC,Joint_stiffmess
N095E00,1007560,Stiff distal radio-ulnar joint NEC,Joint_stiffmess
N095F00,48799,Stiff wrist NEC,Joint_stiffmess
N095G00,27885,Stiff MCP joint NEC,Joint_stiffmess
N095H00,54626,Stiff PIP joint of finger NEC,Joint_stiffmess
N095J00,58712,Stiff DIP joint of finger NEC,Joint_stiffmess
N095K00,42080,Stiff hip NEC,Joint_stiffmess
N095L00,34851,Stiff sacro-iliac joint NEC,Joint_stiffmess
N095M00,27535,Stiff knee NEC,Joint_stiffmess
N095N00,1007561,Stiff tibio-fibular joint NEC,Joint_stiffmess
N095P00,53837,Stiff ankle NEC,Joint_stiffmess
N095Q00,52839,Stiff subtalar joint NEC,Joint_stiffmess
N095R00,111002,Stiff talonavicular joint NEC,Joint_stiffmess
N095S00,100255,Stiff other tarsal joint NEC,Joint_stiffmess
N095T00,104694,Stiff 1st MTP joint NEC,Joint_stiffmess
N095U00,105158,Stiff lesser MTP joint NEC,Joint_stiffmess
N095V00,63399,Stiff IP joint of toe NEC,Joint_stiffmess
N095W00,9486,Stiff finger,Joint_stiffmess
N095z00,44118,"Joint stiffness NEC, NOS",Joint_stiffmess
SyuKE13,28389,[X] Stiffness following joint replacement,Joint_stiffmess
16J0.00,12248,Swollen calf,Limb_swelling
16J7.00,9896,Swollen foot,Limb_swelling
1832.00,7122,Ankle swelling,Limb_swelling
1832.11,5889,Ankle swelling symptom,Limb_swelling
1833.00,15047,Leg swelling,Limb_swelling
1833.11,5919,Leg swelling symptom,Limb_swelling
1839.00,98612,Oedema of calf,Limb_swelling
183A.00,102720,Worsening peripheral oedema,Limb_swelling
183C.00,103579,Reduction in peripheral oedema,Limb_swelling
22C2.00,20553,O/E - oedema of ankles,Limb_swelling
22C2.11,1906,O/E - ankle oedema,Limb_swelling
22C3.00,1284,O/E - oedema of feet,Limb_swelling
22C3.11,7106,O/E - foot oedema,Limb_swelling
22C4.00,19358,O/E - oedema of legs,Limb_swelling
22C4.11,6585,O/E - leg oedema,Limb_swelling
22C4000,29264,Unilateral leg oedema,Limb_swelling
N247000,5601,Swelling of limb,Limb_swelling
N247011,2033,Swelling of calf,Limb_swelling
N247012,6199,Swollen lower leg,Limb_swelling
N247013,387,Swollen legs,Limb_swelling
R023400,11396,[D]Peripheral oedema,Limb_swelling
ZR3R.11,47344,CLASP ankle swelling score,Limb_swelling
1B1K.00,17333,Lonely,Loneliness
1B1K.11,1693,Loneliness,Loneliness
1573.00,10531,H/O: menorrhagia,Menorrhagia
1573.11,6238,H/O: heavy periods,Menorrhagia
K592.00,23935,Excessive or frequent menstruation,Menorrhagia
K592.11,20674,Frequent menses,Menorrhagia
K592.12,35691,Hypermenorrhoea,Menorrhagia
K592000,128,Menorrhagia,Menorrhagia
K592011,812,Heavy periods,Menorrhagia
K592012,100998,Heavy menstrual bleeding,Menorrhagia
K592z00,20190,Excessive or frequent menstruation NOS,Menorrhagia
K593.11,8544,Pubertal bleeding and menorrhagia,Menorrhagia
K598.00,30753,Menometrorrhagia,Menorrhagia
K5A0.00,15022,Premenopausal menorrhagia,Menorrhagia
K5A0.11,20795,Climacteric menorrhagia,Menorrhagia
K5A6.00,93526,Perimenopausal menorrhagia,Menorrhagia
1BO..00,6021,Mood swings,Mood_swings
E11z100,3489,Rebound mood swings,Mood_swings
E215200,3709,Emotionally unstable personality,Mood_swings
E216.13,19931,Labile personality,Mood_swings
Eu60300,7745,[X]Emotionally unstable personality disorder,Mood_swings
Eu60311,20839,[X]Aggressive personality disorder,Mood_swings
Eu60313,58693,[X]Explosive personality disorder,Mood_swings
2533.00,9609,O/E - mouth ulcer present,Mouth_ulcer
2533.11,9434,O/E - mouth ulcer,Mouth_ulcer
J082.00,3904,Oral aphthae,Mouth_ulcer
J082.11,1538,Mouth ulcer,Mouth_ulcer
J082000,17729,Minor aphthous ulceration,Mouth_ulcer
J082100,37398,Major aphthous ulceration,Mouth_ulcer
J082200,25569,Recurrent aphthous ulceration,Mouth_ulcer
J082211,33831,Recurrent mouth ulcers,Mouth_ulcer
J082300,39702,Herpetic aphthous ulceration,Mouth_ulcer
J082400,5003,Aphthous stomatitis,Mouth_ulcer
J082500,64653,Periadenitis mucosa necrotica recurrens,Mouth_ulcer
J082z00,16580,Oral aphthae NOS,Mouth_ulcer
1962.00,7812,Colicky abdominal pain,Muscle_cramps
1B25.00,42434,Has 'spasms',Muscle_cramps
1B25.11,12657,Spasms - symptom,Muscle_cramps
1DCG.00,108998,Cramping pain,Muscle_cramps
22B2.00,23967,O/E - carpopedal spasm,Muscle_cramps
2974.00,49867,O/E - spasm/tic,Muscle_cramps
2974.11,12885,O/E - spasm,Muscle_cramps
2974.12,6081,O/E - tic,Muscle_cramps
F138000,2829,Blepharospasm,Muscle_cramps
F138200,2005,Spasmodic torticollis,Muscle_cramps
F138300,21268,Organic writers' cramp,Muscle_cramps
F312.00,3342,Clonic hemifacial spasm,Muscle_cramps
F475200,31314,Spasm of accommodation,Muscle_cramps
F4Jy100,1006093,Conjugate gaze spasm,Muscle_cramps
F4Jy500,65404,Convergence spasm,Muscle_cramps
F4Jy911,4658,Oculogyric crisis,Muscle_cramps
H1y7311,94535,Laryngismus,Muscle_cramps
H1y7400,4585,Laryngeal spasm,Muscle_cramps
H1y7C00,16246,Laryngismus,Muscle_cramps
J526.00,8240,Anal spasm,Muscle_cramps
J526000,1644,Proctalgia fugax,Muscle_cramps
J526z00,15281,Anal spasm NOS,Muscle_cramps
N23y400,3144,Spasm of muscle,Muscle_cramps
N23yE00,4680,Spasm of back muscles,Muscle_cramps
N247100,2043,Leg cramps,Muscle_cramps
N247111,4766,Night cramps,Muscle_cramps
N247200,7735,Cramp,Muscle_cramps
N247z11,17495,Hand cramps,Muscle_cramps
PH02.11,40816,Meige's disease,Muscle_cramps
R010200,3684,[D]Spasms NOS,Muscle_cramps
R017000,16782,[D]Carpopedal spasm,Muscle_cramps
R090100,2056,[D]Abdominal colic,Muscle_cramps
R090200,1239,[D]Colic NOS,Muscle_cramps
R090400,716,[D]Abdominal cramps,Muscle_cramps
ZS26.00,18490,Spasmodic dysphonia,Muscle_cramps
ZS26100,46563,Adductor spasmodic dysphonia,Muscle_cramps
ZS26200,54751,Abductor spasmodic dysphonia,Muscle_cramps
1DCC.00,12475,Aching muscles,Muscle_pain
N239.00,4657,Fibromyalgia,Muscle_pain
N240200,17085,Muscular rheumatism,Muscle_pain
N241.00,27512,Myalgia and myositis unspecified,Muscle_pain
N241000,1338,Myalgia unspecified,Muscle_pain
N241011,14969,Intercostal myalgia,Muscle_pain
N241012,5440,Muscle pain,Muscle_pain
N241300,2919,Viral myalgia,Muscle_pain
N241z00,3649,Myalgia or myositis NOS,Muscle_pain
N248.00,717,Fibromyalgia,Muscle_pain
1B22.00,31695,Has a tremor,Muscle_twitch
1B22.11,5912,Tremor symptom,Muscle_twitch
1B22.12,2778,Shaking,Muscle_twitch
2BJ6.00,4886,O/E - twitching eyes,Muscle_twitch
F131.00,6948,Essential and other specified forms of tremor,Muscle_twitch
F131z00,34349,Essential and other specified forms of tremor NOS,Muscle_twitch
F31y000,9001,Facial myokymia,Muscle_twitch
R010100,10925,[D]Fasciculation,Muscle_twitch
R010300,2508,[D]Tremor NOS,Muscle_twitch
1G3..00,108112,Concerned about appearance of fingernails,Nail_changes
1G4..00,108077,Concerned about appearance of toenails,Nail_changes
2G28.00,51048,O/E - hands - finger clubbing,Nail_changes
2G28.11,7575,O/E - finger clubbing,Nail_changes
2G3..00,7779,O/E - nails,Nail_changes
2G31.00,31146,O/E - nails - NAD,Nail_changes
2G32.00,30341,O/E - nails ridged,Nail_changes
2G33.00,44587,O/E - nails brittle,Nail_changes
2G34.00,59760,O/E - nails - koilonychia,Nail_changes
2G34.11,8534,O/E - koilonychia,Nail_changes
2G35.00,6965,O/E - nails - pitting,Nail_changes
2G36.00,17445,O/E - nails-splinter haemorrh.,Nail_changes
2G37.00,40037,Splitting toenail,Nail_changes
2G38.00,104119,Toenail thickened,Nail_changes
2G3Z.00,31967,O/E - nails - NOS,Nail_changes
7L19900,34267,Injection of triamcinolone into nail bed,Nail_changes
AB01.00,366,Dermatophytosis of nail,Nail_changes
AB01.12,6927,Tinea unguium,Nail_changes
M23..00,4120,Diseases of nail,Nail_changes
M230.00,821,Ingrowing nail,Nail_changes
M230.11,46109,Unguis incarnatus,Nail_changes
M230000,5926,Ingrowing great toe nail,Nail_changes
M230100,16865,Ingrowing toe nail (excluding great toe),Nail_changes
M230200,17274,Ingrowing thumb nail,Nail_changes
M230300,27710,Ingrowing finger nail (excluding thumb),Nail_changes
M230400,20551,Ingrowing nail with infection,Nail_changes
M230z00,7599,Ingrowing nail NOS,Nail_changes
M231.00,3021,Nail deformity,Nail_changes
M232.00,109293,Involuted toenail,Nail_changes
M23y.00,44806,Other specified nail disease,Nail_changes
M23y000,4290,Dystrophia unguium,Nail_changes
M23y100,11278,Hypertrophy of nail,Nail_changes
M23y111,25162,Horn nail,Nail_changes
M23y200,5162,Koilonychia,Nail_changes
M23y300,4100,Eggshell nail,Nail_changes
M23y400,36014,Hippocratic nail,Nail_changes
M23y500,33864,Parrot-beak nail,Nail_changes
M23y600,65540,Racket nail,Nail_changes
M23y700,39056,Reedy nail,Nail_changes
M23y800,56501,Turtleback nail,Nail_changes
M23yB00,20804,Onychauxis,Nail_changes
M23yC00,3210,Onychogryphosis,Nail_changes
M23yD00,4913,Onycholysis,Nail_changes
M23yD11,22667,Separation of nail plate,Nail_changes
M23yE00,28618,Yellow nail syndrome,Nail_changes
M23yF00,12488,Beau's lines,Nail_changes
M23yG00,30453,Clubbed nail pachydermoperiostosis,Nail_changes
M23yH00,18495,Splitting nail,Nail_changes
M23yJ00,19331,Nail changes,Nail_changes
M23yz00,21967,Other specified nail disease NOS,Nail_changes
M23yz11,8368,Nail(s) brittle,Nail_changes
M23z.00,3022,Nail disease NOS,Nail_changes
M245.00,18069,Other specified follicular disorders,Nail_changes
Myu6.00,51300,[X]Disorders of skin appendages,Nail_changes
Myu6000,53740,[X]Other nail disorders,Nail_changes
Myu6100,52908,[X]Nail disorders in other diseases classified elsewhere,Nail_changes
Myu6500,1007339,[X]Other cicatricial alopecia,Nail_changes
Myu6600,110649,[X]Other hair colour and hair shaft abnormalities,Nail_changes
Myu6700,104027,[X]Other hypertrichosis,Nail_changes
Myu6B00,95801,[X]Other specified follicular disorders,Nail_changes
Myu6C00,100067,[X]Other eccrine sweat disorders,Nail_changes
Myu6D00,1007340,[X]Other apocrine sweat disorders,Nail_changes
PGy3.00,45644,Nail-patella syndrome,Nail_changes
PGy3.11,16735,Osteo-onychodysostosis,Nail_changes
PGy3.12,43876,Onycho-osteodysplasia,Nail_changes
PH5..00,10427,Specified anomalies of nails,Nail_changes
PH54.11,89466,Enlarged nails,Nail_changes
PH55.11,38522,Hypertrophic nails,Nail_changes
PH5z.00,22547,Specified nail anomalies NOS,Nail_changes
R015.00,14752,[D]Clubbing of fingers,Nail_changes
SE43.11,7144,Toenail bruise,Nail_changes
176..00,5765,C/O - catarrh,Nasal_congestion_sneezing
1C5..00,8520,Sneezing symptoms,Nasal_congestion_sneezing
1C52.00,15757,Sneezes,Nasal_congestion_sneezing
1C5Z.00,29456,Sneezing symptom NOS,Nasal_congestion_sneezing
1C82.00,1824,Nasal obstruction present,Nasal_congestion_sneezing
1C82.11,6450,C/O nasal congestion,Nasal_congestion_sneezing
1C83.00,3492,Nasal discharge present,Nasal_congestion_sneezing
1C83.11,16986,Nose running,Nasal_congestion_sneezing
1C83.12,25364,Nose dripping,Nasal_congestion_sneezing
1C83.13,550,Rhinorrhoea,Nasal_congestion_sneezing
1C84.00,4016,C/O - post nasal drip,Nasal_congestion_sneezing
1C86.00,11139,Blocked nose,Nasal_congestion_sneezing
2D2..00,5935,O/E - nasal discharge,Nasal_congestion_sneezing
2D2..11,20618,O/E - nose discharge,Nasal_congestion_sneezing
2D21.00,25827,O/E - no nasal discharge,Nasal_congestion_sneezing
2D22.00,8570,O/E - rhinorrhoea,Nasal_congestion_sneezing
2D23.00,29637,O/E-nasal discharge-foul smell,Nasal_congestion_sneezing
2D24.00,25179,O/E -nasal disch.-mucopurulent,Nasal_congestion_sneezing
2D26.00,21639,Postnasal discharge,Nasal_congestion_sneezing
2D2Z.00,35633,O/E - nasal discharge NOS,Nasal_congestion_sneezing
2D36.00,37413,O/E - nasal mucosa oedematous,Nasal_congestion_sneezing
2D37.00,25674,O/E - nasal mucosa wet/boggy,Nasal_congestion_sneezing
2D39.00,25929,O/E - nasal mucosa hyperaemic,Nasal_congestion_sneezing
2DF0.00,37411,O/E - oedema of turbinates,Nasal_congestion_sneezing
2FH2000,16660,O/E - nose crusting,Nasal_congestion_sneezing
H00..00,3260,Acute nasopharyngitis,Nasal_congestion_sneezing
H00..11,368,Common cold,Nasal_congestion_sneezing
H00..12,1246,Coryza - acute,Nasal_congestion_sneezing
H00..13,6620,Febrile cold,Nasal_congestion_sneezing
H00..14,896,Nasal catarrh - acute,Nasal_congestion_sneezing
H00..15,9093,Pyrexial cold,Nasal_congestion_sneezing
H00..16,3821,Rhinitis - acute,Nasal_congestion_sneezing
H033.00,37409,Acute catarrhal tonsillitis,Nasal_congestion_sneezing
H120100,805,Chronic catarrhal rhinitis,Nasal_congestion_sneezing
H120111,2769,Catarrhal child,Nasal_congestion_sneezing
H1y1600,6257,Nasal obstruction,Nasal_congestion_sneezing
H1y1z11,1401,Nasal obstruction,Nasal_congestion_sneezing
H1y1z12,3110,Nasal congestion,Nasal_congestion_sneezing
H1y1z13,9483,Sinus congestion,Nasal_congestion_sneezing
Hyu2000,72490,[X]Other seasonal allergic rhinitis,Nasal_congestion_sneezing
R04z300,2256,[D]Sneezing,Nasal_congestion_sneezing
R04z400,16610,[D]Nasal obstruction,Nasal_congestion_sneezing
14C8.00,5409,H/O: haematemesis,Nausea_vomiting
198..00,491,Nausea,Nausea_vomiting
198..11,28493,C/O - nausea,Nausea_vomiting
198..12,6402,Nausea symptoms,Nausea_vomiting
1982.00,5843,Nausea present,Nausea_vomiting
1983.00,7616,Morning nausea,Nausea_vomiting
198Z.00,9579,Nausea NOS,Nausea_vomiting
199..00,5881,Vomiting,Nausea_vomiting
199..11,12772,C/O - vomiting,Nausea_vomiting
199..12,22161,Emesis,Nausea_vomiting
199..14,3992,Vomiting symptoms,Nausea_vomiting
1992.00,176,Vomiting,Nausea_vomiting
1992.11,33809,Throwing up,Nausea_vomiting
1992.12,20168,Bilious attack,Nausea_vomiting
1993.00,3380,Projectile vomiting,Nausea_vomiting
1994.00,44489,Vomiting blood - fresh,Nausea_vomiting
1994.11,16617,Blood in vomit - symptom,Nausea_vomiting
1995.00,44691,Vomiting blood - coffee ground,Nausea_vomiting
1996.00,24284,Vomiting - bile stained,Nausea_vomiting
1997.00,7566,Retching,Nausea_vomiting
1999.00,107255,Frequency of vomiting,Nausea_vomiting
199A.00,110268,Time since last episode of vomiting,Nausea_vomiting
199Z.00,37602,Vomiting NOS,Nausea_vomiting
4A...00,16621,Vomit examination,Nausea_vomiting
4A1..00,57038,Vomit examination - general,Nausea_vomiting
4A1..11,16604,"Vomit - O/E, general",Nausea_vomiting
4A11.00,92271,Vomit sent for examination,Nausea_vomiting
4A12.00,55756,Vomit examination normal,Nausea_vomiting
4A13.00,100905,Vomit examination abnormal,Nausea_vomiting
4A1Z.00,72676,Vomit exam. general NOS,Nausea_vomiting
4A2..00,15951,Vomit appearance,Nausea_vomiting
4A21.00,58104,Vomit appearance - normal,Nausea_vomiting
4A22.00,15964,Vomit appearance - abnormal,Nausea_vomiting
4A23.00,53643,Vomit: frank blood present,Nausea_vomiting
4A23.11,43534,Blood in vomit O/E,Nausea_vomiting
4A24.00,43288,Vomit: coffee ground,Nausea_vomiting
4A24.11,8344,Coffee ground vomit,Nausea_vomiting
4A25.00,40410,Vomit: bilious,Nausea_vomiting
4A25.11,17600,Bilious vomit O/E,Nausea_vomiting
4A26.00,28305,Vomit: faeculant,Nausea_vomiting
4A26.11,30862,Faeculant vomit O/E,Nausea_vomiting
4A27.00,98827,Vomit: mucous present,Nausea_vomiting
4A28.00,1001503,Vomit: pus present,Nausea_vomiting
4A28.11,1001504,Pus in vomit O/E,Nausea_vomiting
4A29.00,109451,Vomit: undigested food present,Nausea_vomiting
4A2Z.00,72861,Vomit: appearance NOS,Nausea_vomiting
4A3..00,58105,Vomit odour,Nausea_vomiting
4A31.00,1001508,Vomit odour normal,Nausea_vomiting
4A32.00,1001509,Vomit odour offensive,Nausea_vomiting
4A33.00,1001510,Vomit odour faeculant,Nausea_vomiting
4A3Z.00,1001511,Vomit odour NOS,Nausea_vomiting
4A4..00,57728,Vomit pH,Nausea_vomiting
4A4..11,48509,pH of vomit,Nausea_vomiting
4A41.00,1001512,Vomit pH normal,Nausea_vomiting
4A42.00,37436,Vomit: excessive acidity,Nausea_vomiting
4A43.00,1001513,Vomit: excessive alkaninity,Nausea_vomiting
4A4Z.00,35626,Vomit pH NOS,Nausea_vomiting
4A5..00,60151,Vomit occult blood,Nausea_vomiting
4A5..11,40165,Occult blood in vomit,Nausea_vomiting
4A51.00,63244,Vomit occult blood positive,Nausea_vomiting
4A52.00,101965,Vomit occult blood negative,Nausea_vomiting
4A5Z.00,71101,Vomit occult blood NOS,Nausea_vomiting
4A6..00,49507,Vomit toxicology,Nausea_vomiting
4A61.00,1001514,Vomit sent for toxicology,Nausea_vomiting
4A62.00,1001515,Vomit toxicology: nil found,Nausea_vomiting
4A63.00,1001516,Vomit toxicology: positive,Nausea_vomiting
4A6Z.00,1001517,Vomit toxicology NOS,Nausea_vomiting
4AZ..00,71930,Vomit examination NOS,Nausea_vomiting
A0...13,24368,Vomiting - infective,Nausea_vomiting
E264200,2871,Cyclical vomiting - psychogenic,Nausea_vomiting
E275400,3422,Psychogenic vomiting NOS,Nausea_vomiting
Eu50500,16622,[X]Vomiting associated with other psychological disturbances,Nausea_vomiting
Eu50511,6796,[X]Psychogenic vomiting,Nausea_vomiting
H470.00,3847,Pneumonitis due to inhalation of food or vomitus,Nausea_vomiting
H470300,45948,Pneumonitis due to inhalation of vomitus,Nausea_vomiting
H470311,56385,Vomit inhalation pneumonitis,Nausea_vomiting
H470312,25054,Aspiration pneumonia due to vomit,Nausea_vomiting
H470z00,33837,Pneumonitis due to inhalation of food or vomitus NOS,Nausea_vomiting
J013100,71275,Teeth erosion due to vomiting,Nausea_vomiting
J162.00,6752,Persistent vomiting,Nausea_vomiting
J162.11,52239,Emesis - persistent,Nausea_vomiting
J162000,12383,Cyclical vomiting NOS,Nausea_vomiting
J162100,49061,Habit vomiting,Nausea_vomiting
J162z00,35707,Persistent vomiting NOS,Nausea_vomiting
J16y500,25834,Functional vomiting,Nausea_vomiting
J680.00,1188,Haematemesis,Nausea_vomiting
J680.11,2712,Vomiting of blood,Nausea_vomiting
L130.11,5832,Morning sickness,Nausea_vomiting
R070.00,3416,[D]Nausea and vomiting,Nausea_vomiting
R070000,1890,[D]Nausea,Nausea_vomiting
R070100,5164,[D]Vomiting,Nausea_vomiting
R070200,15825,[D]Emesis,Nausea_vomiting
R070400,6101,[D]Projectile vomiting,Nausea_vomiting
R070z00,15018,[D]Nausea and vomiting NOS,Nausea_vomiting
R070z12,20434,[D]Retching,Nausea_vomiting
U143.00,34908,[X]Inhalation of gastric contents,Nausea_vomiting
U143000,53567,"[X]Inhalation of gastric contents, occurrence at home",Nausea_vomiting
U143100,72716,[X]Inhalation of gastric contents occurrn resident instit'n,Nausea_vomiting
U143200,60757,[X]Inhalation gastric content occ sch oth inst/pub adm area,Nausea_vomiting
U143300,1013693,[X]Inhalation gastric content occurrn at sport/athlet area,Nausea_vomiting
U143400,1013694,[X]Inhalation of gastric contents occurrn on street/highway,Nausea_vomiting
U143500,1013695,[X]Inhalation of gastric content occurrn at trade/serv area,Nausea_vomiting
U143600,105595,[X]Inhalation gastric content occurrn at indust/constr area,Nausea_vomiting
U143700,1013696,"[X]Inhalation of gastric contents, occurrence on farm",Nausea_vomiting
U143y00,1013697,[X]Inhalation of gastric content occurrn at oth specif plce,Nausea_vomiting
U143z00,1013698,[X]Inhalation of gastric contents occurrn at unspecif place,Nausea_vomiting
1475.00,16481,H/O: trigeminal neuralgia,Neuropathic_pain
1DC1.00,7254,Burning pain,Neuropathic_pain
1DCC.00,12475,Aching muscles,Neuropathic_pain
1M8..00,109760,Diabetic peripheral neuropathic pain,Neuropathic_pain
A531300,31709,Postherpetic polyneuropathy,Neuropathic_pain
B7Fy100,3743,Morton neuroma,Neuropathic_pain
F262000,2554,Cluster headache,Neuropathic_pain
F262100,33362,Horton's (histamine) neuralgia,Neuropathic_pain
F262500,321,Periodic migrainous neuralgia,Neuropathic_pain
F301.00,1541,Other specified trigeminal neuralgia,Neuropathic_pain
F301000,4912,Tic douloureux,Neuropathic_pain
F301z00,6581,Trigeminal neuralgia NOS,Neuropathic_pain
F321.00,16932,Glossopharyngeal neuralgia,Neuropathic_pain
F356000,2219,Morton's metatarsalgia,Neuropathic_pain
