conceptId,term
767722000,Mediator of immune response and inflammation (substance)
767724004,Ferric ion (substance)
767724004,Ferric ion (substance)
767725003,Fluoride ion (substance)
767775001,Europium (substance)
767776000,Niobium (substance)
767776000,Niobium (substance)
767841007,Antigen of Salmonella enterica subspecies enterica serovar Typhi capsular polysaccharide Vi (substance)
767841007,Salmonella typhi Vi capsular polysaccharide (substance)
767841007,Antigen of Salmonella enterica subspecies enterica serovar Typhi capsular polysaccharide Vi (substance)
767841007,Salmonella typhi Vi capsular polysaccharide (substance)
767841007,Antigen of Salmonella enterica subspecies enterica serovar Typhi capsular polysaccharide Vi (substance)
767841007,Salmonella typhi Vi capsular polysaccharide (substance)
767841007,Antigen of Salmonella enterica subspecies enterica serovar Typhi capsular polysaccharide Vi (substance)
767841007,Salmonella typhi Vi capsular polysaccharide (substance)
767841007,Antigen of Salmonella enterica subspecies enterica serovar Typhi capsular polysaccharide Vi (substance)
767841007,Salmonella typhi Vi capsular polysaccharide (substance)
767841007,Antigen of Salmonella enterica subspecies enterica serovar Typhi capsular polysaccharide Vi (substance)
767841007,Salmonella typhi Vi capsular polysaccharide (substance)
767844004,Organic cyclic compound (substance)
767846002,Ferrous ion (substance)
767846002,Ferrous ion (substance)
767928009,Difenoxin (substance)
768004007,Mercury vapor (substance)
768004007,Mercury vapor (substance)
768005008,Vapor (substance)
768005008,Vapor (substance)
768009002,Peptide hormone (substance)
768043006,Methyldopa anhydrous (substance)
768043006,Methyldopa anhydrous (substance)
768075009,Pyrethroid (substance)
768145002,Zoledronate (substance)
768226000,Fatty acid ethyl ester (substance)
768281007,Technetium (99m-Tc) tilmanocept (substance)
768343004,Eseridine (substance)
768343004,Eseridine (substance)
768346007,Flavodate disodium (substance)
768347003,Flavodate (substance)
768355005,Fumaria (substance)
768356006,Fumaria officinalis extract (substance)
768356006,Fumaria officinalis extract (substance)
768368002,Sodium dihydrogen phosphate dodecahydrate (substance)
768369005,Retinol oleate (substance)
768369005,Retinol oleate (substance)
768370006,Polygala (substance)
768377009,Hedera (substance)
768386004,Hedera leaf (substance)
768386004,Hedera leaf (substance)
768489007,Fluprednidene acetate (substance)
768490003,Sulfadiazine sodium (substance)
768492006,Levomenol (substance)
768493001,Telavancin hydrochloride (substance)
768495008,Dexamethasone isonicotinate (substance)
768496009,Meptazinol hydrochloride (substance)
768539002,Risedronic acid (substance)
768546006,Senna fruit (substance)
768547002,Anhydrous glucose (substance)
768548007,Senna pod (substance)
768549004,Anhydrous morphine (substance)
768549004,Anhydrous morphine (substance)
768550004,Sodium folinate (substance)
768550004,Sodium folinate (substance)
768551000,Dimeticone 1000 (substance)
768557001,Aluminium hydroxide gel (substance)
768557001,Aluminium hydroxide gel (substance)
768558006,Dried aluminium hydroxide gel (substance)
768558006,Dried aluminium hydroxide gel (substance)
768559003,Anhydrous colestyramine (substance)
768559003,Anhydrous colestyramine (substance)
768631009,Substance with Cytomegalovirus terminase complex inhibitor mechanism of action (substance)
768631009,Substance with Cytomegalovirus terminase complex inhibitor mechanism of action (substance)
768645003,Light magnesium carbonate (substance)
768650009,Equine derived substance (substance)
768651008,Antithymocyte immunoglobulin (substance)
768652001,Equine antithymocyte immunoglobulin (substance)
768662008,Human follicle stimulating hormone (substance)
768664009,Amphotericin B phospholipid complex (substance)
768675008,Substance with isocitrate dehydrogenase-2 inhibitor mechanism of action (substance)
768675008,Substance with isocitrate dehydrogenase-2 inhibitor mechanism of action (substance)
768725000,Lanthanum and lanthanum compound (substance)
768791000,Delmadinone (substance)
768838000,Acetic acid and acetic acid derivative (substance)
768838000,Acetic acid and acetic acid derivative (substance)
768844001,Purine and purine derivative (substance)
768844001,Purine and purine derivative (substance)
768845000,Xanthine and xanthine derivative (substance)
768845000,Xanthine and xanthine derivative (substance)
768885006,Technetium (99m-Tc) labeled granulocytes (substance)
768885006,Technetium (99m-Tc) labeled granulocytes (substance)
768969002,Monobasic sodium phosphate dihydrate (substance)
768969002,Monobasic sodium phosphate dihydrate (substance)
768970001,Technetium (99m-Tc) pentetic acid (substance)
768971002,Monobasic sodium phosphate anhydrous (substance)
768971002,Monobasic sodium phosphate anhydrous (substance)
768973004,Rifamycin (substance)
768974005,Rifamycin sodium (substance)
769039004,Bicyclic compound (substance)
769047004,Tilia (substance)
769047004,Tilia (substance)
769048009,Tilia sapwood extract (substance)
769048009,Tilia sapwood extract (substance)
769069006,Crystal (substance)
769088004,Mebrofenin (substance)
769089007,Hymecromone (substance)
769089007,Hymecromone (substance)
769090003,Ioxaglic acid (substance)
769091004,Meglumine (substance)
769091004,Meglumine (substance)
769092006,Meglumine benzoate (substance)
769093001,Loflazepic acid (substance)
769095008,Ethylenedicysteine (substance)
769095008,Ethylenedicysteine (substance)
769096009,Guaietolin (substance)
769096009,Guaietolin (substance)
769097000,Glycopyrronium (substance)
769098005,Medrogestone (substance)
769099002,Lopobutan (substance)
769099002,Lopobutan (substance)
769100005,Hexaminolevulinate hydrochloride (substance)
769101009,Galactan polysulfate (substance)
769102002,Human anti-D immunoglobulin (substance)
769102002,Human anti-D immunoglobulin (substance)
769102002,Human anti-D immunoglobulin (substance)
769105000,Ioxitalamic acid (substance)
769105000,Ioxitalamic acid (substance)
769106004,Mefenidramium metilsulfate (substance)
769106004,Mefenidramium metilsulfate (substance)
769157000,Cyclic lipopeptide (substance)
769166001,Hydrazine and hydrazine derivative (substance)
769207003,Guanidine and guanidine derivative (substance)
769208008,Dehydroascorbic acid (substance)
769350006,Ginger ale (substance)
769351005,Cold water (substance)
769352003,Non-carbonated drink (substance)
770325003,Mycoprotein (substance)
770326002,Mollusk (substance)
770326002,Mollusk (substance)
770352008,Cerium compound (substance)
770360009,Ethyl glucuronide (substance)
770365004,2-hydroxybutyrate dehydrogenase (substance)
770717002,Avatrombopag (substance)
770718007,Sodium zirconium cyclosilicate (substance)
770949007,Pyrazole and pyrazole derivative (substance)
770963001,Ibalizumab (substance)
770965008,Pegvaliase (substance)
771270004,Radioisotope labeled flumazenil (substance)
771270004,Radioisotope labeled flumazenil (substance)
771290008,Pentetic acid and pentetic acid derivative (substance)
771317008,Tarantula venom (substance)
771325005,Antigen of Neisseria meningitidis E (substance)
771325005,Antigen of Neisseria meningitidis E (substance)
771325005,Antigen of Neisseria meningitidis E (substance)
771325005,Antigen of Neisseria meningitidis E (substance)
771325005,Antigen of Neisseria meningitidis E (substance)
771351007,Substance with adrenergic receptor antagonist mechanism of action (substance)
771355003,Substance with cannabinoid receptor agonist mechanism of action (substance)
771356002,Substance with cellular transport activator mechanism of action (substance)
771357006,Substance with cellular transport inhibitor mechanism of action (substance)
771360004,Substance with cytochrome P450 17A1 inhibitor mechanism of action (substance)
771362007,Substance with cytochrome P450 2D6 inhibitor mechanism of action (substance)
771363002,Substance with dehydrogenase inhibitor mechanism of action (substance)
771366005,Substance with enzyme activator mechanism of action (substance)
771369003,Substance with enzyme reactivator mechanism of action (substance)
771370002,Substance with glucosyltransferase mechanism of action (substance)
771371003,Substance with Human immunodeficiency virus entry inhibitor mechanism of action (substance)
771372005,Substance with insulin antagonist mechanism of action (substance)
771373000,Substance with norepinephrine uptake inhibitor mechanism of action (substance)
771373000,Substance with norepinephrine uptake inhibitor mechanism of action (substance)
771374006,Substance with opioid receptor partial antagonist mechanism of action (substance)
771375007,Substance with phosphodiesterase mechanism of action (substance)
771376008,Substance with potassium channel activator mechanism of action (substance)
771378009,Substance with prostacyclin receptor agonist mechanism of action (substance)
771379001,Substance with receptor activator mechanism of action (substance)
771380003,Substance with receptor agonist mechanism of action (substance)
771382006,Substance with receptor antagonist mechanism of action (substance)
771383001,Substance with synaptic vesicular amine transporter inhibitor mechanism of action (substance)
771384007,Substance with acetylcholinesterase inhibitor mechanism of action (substance)
771384007,Substance with acetylcholinesterase inhibitor mechanism of action (substance)
771387000,Substance with effector mechanism of action (substance)
771388005,Substance with molecular messenger mechanism of action (substance)
771389002,Substance with etiopathic disposition mechanism of action (substance)
771452004,Substance with platelet aggregation inhibitor mechanism of action (substance)
771456001,Piperazine and piperazine derivative (substance)
771518004,Stone fruit of genus Prunus (substance)
771518004,Stone fruit of genus Prunus (substance)
771566006,Polyethylene terephthalate (substance)
771566006,Polyethylene terephthalate (substance)
771566006,Polyethylene terephthalate (substance)
771577000,Lactam (substance)
771581000,Chokecherry (substance)
771582007,Sloe (substance)
771582007,Sloe (substance)
771590007,Erenumab (substance)
771591006,Tildrakizumab (substance)
771592004,Substance with interleukin 23 receptor antagonist mechanism of action (substance)
771595002,Substance with calcitonin gene-related peptide receptor antagonist mechanism of action (substance)
771595002,Substance with calcitonin gene-related peptide receptor antagonist mechanism of action (substance)
771596001,Tezacaftor (substance)
771599008,Benzhydrocodone (substance)
771697003,Ioflupane (substance)
771699000,Hydride (substance)
771700004,Oxygen hydride (substance)
771701000,Technetium (99m-Tc) human immunoglobulin G (substance)
771875003,Mespiperone (substance)
771875003,Mespiperone (substance)
771875003,Mespiperone (substance)
772032008,Burosumab (substance)
772033003,Fostamatinib (substance)
772043000,Technetium (99m-Tc) rhenium sulfide colloid (substance)
772060005,Arsenic acid (substance)
772062002,Melarsomine (substance)
772063007,Oxophenarsine (substance)
772118008,Doxorubicin hydrochloride pegylated liposome (substance)
772185003,Borate (substance)
772193003,Bictegravir (substance)
772194009,Bictegravir sodium (substance)
772195005,Binimetinib (substance)
772201002,Encorafenib (substance)
772202009,Substance with mitogen-activated protein kinase kinase 2 inhibitor mechanism of action (substance)
772204005,Substance with mitogen-activated protein kinase kinase 1 inhibitor mechanism of action (substance)
772205006,Substance with mitogen-activated protein kinase kinase inhibitor mechanism of action (substance)
772213007,Collagenase (substance)
772226006,Polyketide (substance)
772245002,Wool alcohol (substance)
772246001,Lauromacrogol (substance)
772334003,Mertiatide (substance)
772344001,Metopimazine (substance)
772627008,Mizoribine (substance)
772777000,Pimethixene (substance)
772778005,Acetamide and acetamide derivative (substance)
772816009,p-methylaminophenol (substance)
772816009,p-methylaminophenol (substance)
772834008,Tetrofosmin (substance)
772836005,Ruscogenin (substance)
772837001,Oxomemazine (substance)
772986003,Amidotrizoic acid (substance)
772991002,Tecovirimat (substance)
773232006,Ivosidenib (substance)
773233001,Substance with isocitrate dehydrogenase-1 inhibitor mechanism of action (substance)
773234007,Elagolix (substance)
773235008,Elagolix sodium (substance)
773236009,Tafenoquine (substance)
773237000,Tafenoquine succinate (substance)
773265003,Lusutrombopag (substance)
773471007,Morniflumate (substance)
773522000,Mogamulizumab (substance)
773601004,Segesterone (substance)
773603001,Substance with progesterone receptor agonist mechanism of action (substance)
773603001,Substance with progesterone receptor agonist mechanism of action (substance)
773604007,Segesterone acetate (substance)
773605008,Patisiran (substance)
773757000,Ant venom (substance)
773758005,Mollusk venom (substance)
773758005,Mollusk venom (substance)
773765002,Harvester ant venom (substance)
773953005,Substance with nerve growth factor agonist mechanism of action (substance)
773954004,Cenegermin (substance)
773956002,Lanadelumab (substance)
773999007,Benzazocine (substance)
774085002,Lutetium and lutetium compound (substance)
774100006,Oxygen and oxygen compound (substance)
774104002,Argon and argon compound (substance)
774105001,Krypton and krypton compound (substance)
774106000,Helium and helium compound (substance)
774107009,Neon and neon compound (substance)
774108004,Xenon and xenon compound (substance)
774109007,Radon and radon compound (substance)
774112005,Eravacycline (substance)
774172002,Helium radioisotope (substance)
774298000,Substance with sodium/potassium adenosine triphosphatase enzyme inhibitor mechanism of action (substance)
774298000,Substance with sodium/potassium adenosine triphosphatase enzyme inhibitor mechanism of action (substance)
774302008,Substance with microsomal triglyceride transfer protein inhibitor mechanism of action (substance)
774302008,Substance with microsomal triglyceride transfer protein inhibitor mechanism of action (substance)
780831000,Metamizole (substance)
780833002,Substance with prostaglandin-endoperoxide synthase isoform 3 inhibitor mechanism of action (substance)
780833002,Substance with prostaglandin-endoperoxide synthase isoform 3 inhibitor mechanism of action (substance)
780833002,Substance with prostaglandin-endoperoxide synthase isoform 3 inhibitor mechanism of action (substance)
780833002,Substance with prostaglandin-endoperoxide synthase isoform 3 inhibitor mechanism of action (substance)
780846007,Tissue engineered blood vessel (substance)
780846007,Tissue engineered blood vessel (substance)
781053005,Cholecystokinin analog (substance)
781053005,Cholecystokinin analog (substance)
781063002,Substance with cyclopropane structure (substance)
781096000,Recombinant antihemophilic factor pegylated liposome (substance)
781096000,Recombinant antihemophilic factor pegylated liposome (substance)
781124007,Moxetumomab pasudotox (substance)
781125008,Fremanezumab (substance)
781197007,Chloral (substance)
781202000,Chloral and chloral derivative (substance)
781246008,Macimorelin (substance)
781247004,Macimorelin acetate (substance)
781251002,Substance with growth hormone secretagogue receptor agonist mechanism of action (substance)
781251002,Substance with growth hormone secretagogue receptor agonist mechanism of action (substance)
781253004,Netarsudil (substance)
781256007,Substance with Rho-associated protein kinase inhibitor mechanism of action (substance)
781256007,Substance with Rho-associated protein kinase inhibitor mechanism of action (substance)
781257003,Moxidectin (substance)
781258008,Fosnetupitant (substance)
781259000,Lutetium (177-Lu) dotatate (substance)
781306004,Substance with azepane structure (substance)
781336008,Entsufon (substance)
781340004,Substance with polybrominated diphenyl ether structure (substance)
781354007,Duvelisib (substance)
781491002,Substance with adenosine receptor antagonist mechanism of action (substance)
781492009,Dacomitinib (substance)
781493004,Doravirine (substance)
781555007,Cemiplimab (substance)
781566000,Substance with programmed cell death protein 1 inhibitor mechanism of action (substance)
781566000,Substance with programmed cell death protein 1 inhibitor mechanism of action (substance)
781583009,Metanephrine and metanephrine derivative (substance)
781584003,Vitamin B12 and vitamin B12 derivative (substance)
781585002,Dioxin and dioxin derivative (substance)
781586001,Hemoglobin J-Nyanza (substance)
781586001,Hemoglobin J-Nyanza (substance)
781586001,Hemoglobin J-Nyanza (substance)
781587005,Hemoglobin J-Kaohsiung (substance)
781587005,Hemoglobin J-Kaohsiung (substance)
781587005,Hemoglobin J-Kaohsiung (substance)
781587005,Hemoglobin J-Kaohsiung (substance)
781628006,Radioisotope labeled vitamin B12 (substance)
781628006,Radioisotope labeled vitamin B12 (substance)
781631007,"2,5-dioxovalerate dehydrogenase (substance)"
781632000,"2,3-diaminopropionate N-oxalyltransferase (substance)"
781632000,"2,3-diaminopropionate N-oxalyltransferase (substance)"
781633005,N-methyl coproporphyrin (substance)
781635003,3-methylfentanyl (substance)
781636002,"2-sulfanylidene-1,3-thiazolidine-4-carboxylic acid (substance)"
781636002,"2-sulfanylidene-1,3-thiazolidine-4-carboxylic acid (substance)"
781643008,Sarecycline (substance)
781644002,Omadacycline (substance)
781763006,Disodium phosphate (substance)
782142004,Metoserpate (substance)
782143009,Alatrofloxacin (substance)
782144003,Carphenazine (substance)
782145002,Piperocaine hydrochloride (substance)
782146001,Pirlimycin (substance)
782147005,Elapegademase (substance)
782150008,Dibasic sodium phosphate (substance)
782150008,Dibasic sodium phosphate (substance)
782150008,Dibasic sodium phosphate (substance)
782151007,Potassium glycerophosphate (substance)
782157006,Tiletamine (substance)
782158001,Medetomidine (substance)
782159009,Detomidine (substance)
782160004,Dichlorophenarsine (substance)
782163002,Mecysteine (substance)
782174006,p-Aminodiphenylamine (substance)
782175007,"2,4-diaminophenol (substance)"
782176008,Amylocaine (substance)
782177004,Xylazine (substance)
782178009,Robenidine (substance)
782179001,Zolazepam (substance)
782180003,Protokylol hydrochloride (substance)
782181004,Methyldopate (substance)
782199007,Talazoparib (substance)
782207008,Substance with histamine receptor agonist mechanism of action (substance)
782218008,"N-methyl-1-(1,3-benzodioxol-5-yl)-2-butanamine (substance)"
782218008,"N-methyl-1-(1,3-benzodioxol-5-yl)-2-butanamine (substance)"
782218008,"N-methyl-1-(1,3-benzodioxol-5-yl)-2-butanamine (substance)"
782218008,"N-methyl-1-(1,3-benzodioxol-5-yl)-2-butanamine (substance)"
782296006,Substance with prostaglandin-endoperoxide synthase isoform 1 inhibitor mechanism of action (substance)
782296006,Substance with prostaglandin-endoperoxide synthase isoform 1 inhibitor mechanism of action (substance)
782296006,Substance with prostaglandin-endoperoxide synthase isoform 1 inhibitor mechanism of action (substance)
782296006,Substance with prostaglandin-endoperoxide synthase isoform 1 inhibitor mechanism of action (substance)
782371005,Galcanezumab (substance)
782373008,Amikacin liposome (substance)
782376000,Substance with prostaglandin-endoperoxide synthase inhibitor mechanism of action (substance)
782376000,Substance with prostaglandin-endoperoxide synthase inhibitor mechanism of action (substance)
782376000,Substance with prostaglandin-endoperoxide synthase inhibitor mechanism of action (substance)
782376000,Substance with prostaglandin-endoperoxide synthase inhibitor mechanism of action (substance)
782382002,Iotroxic acid (substance)
782384001,Antimonic acid (substance)
782426003,"N,N-dimethylformamide (substance)"
782434009,Substance with adenosine deaminase inhibitor mechanism of action (substance)
782434009,Substance with adenosine deaminase inhibitor mechanism of action (substance)
782436006,Substance with sodium channel blocker mechanism of action (substance)
782439004,Substance with cytochrome P450 2C19 inhibitor mechanism of action (substance)
782441003,Substance with glutathione transferase inhibitor mechanism of action (substance)
782473009,Substance with ribonucleoside-diphosphate reductase inhibitor mechanism of action (substance)
782490003,"Substance with 3',5'-cyclic-nucleotide phosphodiesterase inhibitor mechanism of action (substance)"
782492006,Substance with tyrosine 3-monooxygenase inhibitor mechanism of action (substance)
782493001,Substance with prolyl oligopeptidase inhibitor mechanism of action (substance)
782497000,Substance with non-chaperonin molecular chaperone ATPase inhibitor mechanism of action (substance)
782498005,Substance with NAD(P)H dehydrogenase (quinone) inhibitor mechanism of action (substance)
782499002,Staphylococcus aureus toxin (substance)
782500006,Baloxavir marboxil (substance)
782509007,Substance with serotonin uptake inhibitor mechanism of action (substance)
782514006,Substance with alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor antagonist mechanism of action (substance)
782514006,Substance with alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor antagonist mechanism of action (substance)
782533001,Substance with adrenergic uptake inhibitor mechanism of action (substance)
782540000,Substance with gamma-hydroxybutyrate receptor agonist mechanism of action (substance)
782540000,Substance with gamma-hydroxybutyrate receptor agonist mechanism of action (substance)
782544009,Thioxanthene (substance)
782553002,Substance with pantothenate kinase inhibitor mechanism of action (substance)
782556005,Substance with arachidonate 5-lipoxygenase inhibitor mechanism of action (substance)
782570005,4-hydroxybutyric acid (substance)
782570005,4-hydroxybutyric acid (substance)
782571009,Phenylbutyrate (substance)
782572002,Phenylbutyric acid (substance)
782573007,Glycerol phenylbutyrate (substance)
782576004,Tree pollen (substance)
782577008,Shrub pollen (substance)
782578003,Acridine derivative azo (substance)
782578003,Acridine derivative azo (substance)
782581008,Inotersen (substance)
782583006,Inotersen sodium (substance)
782584000,Substance with transthyretin synthesis inhibitor mechanism of action (substance)
782601003,Piperidolate hydrochloride (substance)
782603000,Diarylmethane (substance)
782604006,Terodiline hydrochloride (substance)
782605007,Phenothiazine derivative (substance)
782612003,Aminobenzoic acid (substance)
782765001,Hair bearing graft of skin (substance)
782766000,Strip graft of skin (substance)
782769007,Pinch graft of skin (substance)
782787005,Split thickness graft of skin (substance)
782787005,Split thickness graft of skin (substance)
782787005,Split thickness graft of skin (substance)
782787005,Split thickness graft of skin (substance)
782787005,Split thickness graft of skin (substance)
782788000,Free carbamazepine (substance)
782789008,Thin split thickness graft of skin (substance)
782790004,Intermediate split thickness graft of skin (substance)
782791000,Thick split thickness graft of skin (substance)
782792007,Full thickness graft of skin (substance)
782792007,Full thickness graft of skin (substance)
782792007,Full thickness graft of skin (substance)
782794008,Xenograft of skin (substance)
782794008,Xenograft of skin (substance)
782794008,Xenograft of skin (substance)
782794008,Xenograft of skin (substance)
782798006,Isograft of skin (substance)
782798006,Isograft of skin (substance)
782798006,Isograft of skin (substance)
782798006,Isograft of skin (substance)
782798006,Isograft of skin (substance)
782801000,Synthetic graft of skin (substance)
782801000,Synthetic graft of skin (substance)
782801000,Synthetic graft of skin (substance)
782807001,Bioengineered graft of skin (substance)
782807001,Bioengineered graft of skin (substance)
782807001,Bioengineered graft of skin (substance)
782807001,Bioengineered graft of skin (substance)
782807001,Bioengineered graft of skin (substance)
782811007,Porcine xenograft of skin (substance)
782811007,Porcine xenograft of skin (substance)
782811007,Porcine xenograft of skin (substance)
782814004,Cultured autograft of skin (substance)
782814004,Cultured autograft of skin (substance)
782814004,Cultured autograft of skin (substance)
782830007,Composite graft of skin and soft tissues (substance)
782831006,Punch graft of skin (substance)
782855001,Bis-(p-chlorophenoxy) methane (substance)
782876006,Cadaver allograft of peripheral nerve (substance)
782974005,Gilteritinib (substance)
782975006,Revefenacin (substance)
782976007,Lorlatinib (substance)
782977003,Larotrectinib (substance)
782978008,Glasdegib (substance)
782980002,Emapalumab (substance)
782982005,Substance with interferon gamma inhibitor mechanism of action (substance)
783086004,Dapagliflozin propanediol monohydrate (substance)
783093000,Acellular processed cadaver allograft of peripheral nerve (substance)
783113003,Sibutramine hydrochloride (substance)
783117002,Hair bearing punch graft of skin (substance)
783124001,Hair bearing strip graft of skin (substance)
783132009,Bosentan hydrochloride (substance)
783271002,Eflornithine hydrochloride monohydrate (substance)
783273004,Nilotinib hydrochloride (substance)
783274005,Indometacin sodium (substance)
783274005,Indometacin sodium (substance)
783332003,Clemastine fumarate hydrochloride (substance)
783408009,Muscle flap (substance)
783431009,Ribosomal ribonucleic acid of Campylobacter (substance)
783431009,Ribosomal ribonucleic acid of Campylobacter (substance)
783432002,Ribosomal ribonucleic acid of Mobiluncus (substance)
783432002,Ribosomal ribonucleic acid of Mobiluncus (substance)
783435000,Tagraxofusp (substance)
783437008,Substance with interleukin-3 receptor alpha antagonist mechanism of action (substance)
783439006,Ravulizumab (substance)
783440008,Substance with complement 5 inhibitor mechanism of action (substance)
783557009,Ribosomal ribonucleic acid of Enterococcus (substance)
783557009,Ribosomal ribonucleic acid of Enterococcus (substance)
783568009,Reboxetine mesilate (substance)
783568009,Reboxetine mesilate (substance)
783582009,Substance with serotonin 5-hydroxytryptamine-4 receptor agonist mechanism of action (substance)
783583004,Ribosomal ribonucleic acid of Legionella (substance)
783583004,Ribosomal ribonucleic acid of Legionella (substance)
783637002,Levothyroxine sodium anhydrous (substance)
783677005,Recombinant coagulation factor Xa (substance)
783678000,Andexanet alfa (substance)
783683008,Calaspargase pegol (substance)
783725005,Ribonucleic acid of Dengue virus (substance)
783725005,Ribonucleic acid of Dengue virus (substance)
783772005,Desmethyldosulepin (substance)
783772005,Desmethyldosulepin (substance)
783775007,Norfentanyl (substance)
783776008,Rhein (substance)
783777004,Norflunitrazepam (substance)
783779001,Methadone metabolite (substance)
783784007,Substance with acetylserotonin-O-methyltransferase inhibitor mechanism of action (substance)
783803008,Morphine metabolite (substance)
783815007,Substance with cytochrome P450 inhibitor mechanism of action (substance)
783817004,Deoxyribonucleic acid of Pneumocystis carinii (substance)
783817004,Deoxyribonucleic acid of Pneumocystis carinii (substance)
783818009,Deoxyribonucleic acid of Mycobacterium (substance)
783818009,Deoxyribonucleic acid of Mycobacterium (substance)
783820007,Deoxyribonucleic acid of Legionella (substance)
783820007,Deoxyribonucleic acid of Legionella (substance)
783849004,Mangafodipir (substance)
783918008,Norcholestenol iodomethyl (131-I) (substance)
783923008,Substance with serotonin receptor agonist mechanism of action (substance)
784007004,Deoxyribonucleic acid of Candida (substance)
784007004,Deoxyribonucleic acid of Candida (substance)
784011005,Substance with pyroglutamyl-peptidase I inhibitor mechanism of action (substance)
784015001,Substance with interleukin 6 receptor antagonist mechanism of action (substance)
784019007,Substance with oxidoreductase inhibitor mechanism of action (substance)
784020001,Substance with dihydrofolate reductase inhibitor mechanism of action (substance)
784022009,Substance with phosphoribosylglycinamide formyltransferase inhibitor mechanism of action (substance)
784047006,Deoxyribonucleic acid of coagulase-negative Staphylococcus (substance)
784047006,Deoxyribonucleic acid of coagulase-negative Staphylococcus (substance)
784049009,Deoxyribonucleic acid of diarrheagenic Campylobacter (substance)
784049009,Deoxyribonucleic acid of diarrheagenic Campylobacter (substance)
784168005,Ixazomib citrate (substance)
784172009,Substance with glucagon-like peptide 2 receptor agonist mechanism of action (substance)
784172009,Substance with glucagon-like peptide 2 receptor agonist mechanism of action (substance)
784174005,Substance with orotate phosphoribosyltransferase inhibitor mechanism of action (substance)
784176007,Substance with human epidermal growth factor receptor 2 inhibitor mechanism of action (substance)
784176007,Substance with human epidermal growth factor receptor 2 inhibitor mechanism of action (substance)
784324003,Phenylephrine tannate (substance)
784335008,Succinylated gelatin (substance)
784354008,Aminolevulinic acid hydrochloride (substance)
784354008,Aminolevulinic acid hydrochloride (substance)
784398008,Porcine heparin sodium (substance)
784400007,Bovine hyaluronidase (substance)
784406001,Human protein C (substance)
784411004,Caplacizumab (substance)
785283003,"Fibroblast growth factor 23, C-terminal (substance)"
785287002,Ecadotril (substance)
785344003,Sisal dust (substance)
785654008,Cerium dust (substance)
785674001,Turoctocog alfa pegol (substance)
785686003,Amoxicillin anhydrous (substance)
785687007,Azithromycin anhydrous (substance)
785688002,Carbidopa anhydrous (substance)
785689005,Cefaclor anhydrous (substance)
785690001,Cefalexin anhydrous (substance)
785690001,Cefalexin anhydrous (substance)
785691002,Ceftazidime anhydrous (substance)
785692009,Doxycycline anhydrous (substance)
785693004,Imipenem anhydrous (substance)
785694005,Piperacillin anhydrous (substance)
785695006,Levofloxacin anhydrous (substance)
785697003,Cefixime anhydrous (substance)
785761003,Poly-L-lactic acid (substance)
785761003,Poly-L-lactic acid (substance)
785815005,Substance with 4-hydroxyphenylpyruvate dioxygenase inhibitor mechanism of action (substance)
785816006,Esketamine (substance)
785816006,Esketamine (substance)
785822002,Substance with alkaline phosphatase inhibitor mechanism of action (substance)
785896005,L-carnitine CoA-transferase (substance)
785897001,Crotonobetainyl-CoA hydratase (substance)
785904004,Tesamorelin acetate (substance)
786882006,Ethylamfetamine (substance)
786882006,Ethylamfetamine (substance)
786886009,Substance with neprilysin inhibitor mechanism of action (substance)
786910006,Substance with vascular endothelial growth factor receptor antagonist mechanism of action (substance)
786910006,Substance with vascular endothelial growth factor receptor antagonist mechanism of action (substance)
786913008,Substance with protein synthase inhibitor mechanism of action (substance)
786958002,Substance with alpha1 proteinase inhibitor mechanism of action (substance)
786995002,Substance with sphingosine 1-phosphate receptor agonist mechanism of action (substance)
786997005,Siponimod (substance)
787053002,Solriamfetol (substance)
787054008,Brexanolone (substance)
787057001,Solriamfetol hydrochloride (substance)
787359005,Romosozumab (substance)
787362008,Substance with sclerostin inhibitor mechanism of action (substance)
787731007,Erdafitinib (substance)
787732000,Risankizumab (substance)
787733005,Immunoglobulin A autoantibody (substance)
787733005,Immunoglobulin A autoantibody (substance)
787905004,Benzopteridine (substance)
787920005,Vitamin B2 and vitamin B2 derivative (substance)
787921009,Vitamin K3 and vitamin K3 derivative (substance)
787948005,Vitamin A and vitamin A derivative (substance)
787952005,Vitamin C and vitamin C derivative (substance)
787967009,Vitamin B6 and vitamin B6 derivative (substance)
788050002,Alpelisib (substance)
788108004,Genetically modified virus (substance)
788109007,Recombinant adeno-associated virus gene (substance)
788109007,Recombinant adeno-associated virus gene (substance)
788110002,Onasemnogene abeparvovec (substance)
788111003,Recombinant deoxyribonucleic acid (substance)
788111003,Recombinant deoxyribonucleic acid (substance)
788297005,2-methyl-4-isothiazolin-3-one (substance)
788297005,2-methyl-4-isothiazolin-3-one (substance)
788298000,5-chloro-2-methyl-4-isothiazolin-3-one (substance)
788298000,5-chloro-2-methyl-4-isothiazolin-3-one (substance)
788298000,5-chloro-2-methyl-4-isothiazolin-3-one (substance)
788328006,Polatuzumab vedotin (substance)
788393007,Antigen of Human mastadenovirus F (substance)
788393007,Antigen of Human mastadenovirus F (substance)
788393007,Antigen of Human mastadenovirus F (substance)
788393007,Antigen of Human mastadenovirus F (substance)
788393007,Antigen of Human mastadenovirus F (substance)
788540007,Synthetic cannabinoid (substance)
