cui,name,ontologies,name_status
10917411000001105,stonefish venom antiserum 2000unit solution for injection vials,SNO,P
10918011000001100,funnel web spider venom antiserum 125unit powder for solution for injection vials,SNO,P
10918611000001107,black widow spider venom antiserum 6000unit powder and solvent for solution for injection vials,SNO,P
10919611000001103,epirubicin 100mg/50ml solution for infusion vials,SNO,P
10921711000001100,c1-esterase inhibitor 500unit powder and solvent for solution for injection vials,SNO,P
10922711000001107,generic beriplex p/n 250 powder and solvent for solution for injection vials,SNO,P
10923111000001100,generic beriplex p/n 500 powder and solvent for solution for injection vials,SNO,P
10924011000001104,sodium thiosulfate 5g/10ml solution for injection ampoules,SNO,P
10924411000001108,sodium thiosulfate 10g/20ml solution for injection ampoules,SNO,P
10924911000001100,sodium thiosulfate 25g/50ml solution for infusion ampoules,SNO,P
10927811000001101,european viper venom antiserum 1g/10ml solution for injection vials,SNO,P
10931011000001100,dorzolamide 20mg/ml / timolol 5mg/ml eye drops 0.2ml unit dose preservative free,SNO,P
10931111000001104,erdosteine 300mg capsules,SNO,P
10931311000001102,chlorhexidine gluconate 2% / isopropyl alcohol 70% solution 3ml applicators,SNO,P
10937011000001105,dexrazoxane 500mg powder and solvent for solution for infusion vials,SNO,P
10961311000001108,daptomycin 500mg powder for solution for infusion vials,SNO,P
10970211000001102,etanercept 50mg/1ml solution for injection pre-filled syringes,SNO,P
10970311000001105,irbesartan 300mg / hydrochlorothiazide 25mg tablets,SNO,P
10970711000001109,oxaliplatin 200mg/40ml solution for infusion vials,SNO,P
10972011000001106,fibrinogen 190mg powder for solution for irrigation vials,SNO,P
10972111000001107,fibrinogen 475mg powder for solution for irrigation vials,SNO,P
10973111000001101,"aprotinin 3,000 kallikrein inactivator units/1ml irrigation vials",SNO,P
10973511000001105,"aprotinin 6,000 kallikrein inactivator units/2ml irrigation vials",SNO,P
10973911000001103,"aprotinin 15,000 kallikrein inactivator units/5ml irrigation vials",SNO,P
10974311000001102,thrombin 500units powder for solution for irrigation vials,SNO,P
10974711000001103,"thrombin 1,000units powder for solution for irrigation vials",SNO,P
10975111000001100,"thrombin 2,500units powder for solution for irrigation vials",SNO,P
10975711000001104,calcium chloride 40micromol/1ml solution vials,SNO,P
10975811000001107,calcium chloride 80micromol/2ml solution vials,SNO,P
10976411000001101,calcium chloride 200micromol/5ml solution vials,SNO,P
10978611000001102,generic prothromplex total 600 powder and solvent for solution for injection vials,SNO,P
10984311000001109,varenicline 1mg tablets and varenicline 500microgram tablets,SNO,P
11021411000001107,"urokinase 25,000unit powder for solution for injection vials",SNO,P
11034311000001100,azithromycin 250mg tablets,SNO,P
11034511000001106,etanercept 25mg/0.5ml solution for injection pre-filled syringes,SNO,P
11055811000001106,buprenorphine 2mg / naloxone 500microgram sublingual tablets sugar free,SNO,P
11055911000001101,buprenorphine 8mg / naloxone 2mg sublingual tablets sugar free,SNO,P
11088111000001102,unithiol 250mg/5ml solution for injection ampoules,SNO,P
11089311000001106,cinnarizine 20mg / dimenhydrinate 40mg tablets,SNO,P
11089411000001104,sodium valproate 300mg/3ml solution for injection ampoules,SNO,P
11089511000001100,"timothy grass pollen allergen extract 75,000 sq-t oral lyophilisates sugar free",SNO,P
11105211000001106,unithiol 100mg capsules,SNO,P
11126311000001100,physostigmine salicylate 2mg/5ml solution for injection ampoules,SNO,P
11126811000001109,fluorescein 44.2mg/1ml solution for injection ampoules,SNO,P
11127211000001105,fluorescein 88.3mg/2ml solution for injection ampoules,SNO,P
11127711000001103,fluorescein 220.8mg/5ml solution for injection ampoules,SNO,P
11128111000001103,fluorescein 88.3mg/1ml solution for injection ampoules,SNO,P
11128511000001107,fluorescein 176.7mg/2ml solution for injection ampoules,SNO,P
11129211000001104,fluorescein 176.7mg/1ml solution for injection ampoules,SNO,P
11129611000001102,fluorescein 353.4mg/2ml solution for injection ampoules,SNO,P
11130011000001103,fluorescein 883.4mg/5ml solution for injection ampoules,SNO,P
11139411000001102,sumatriptan 6mg/0.5ml solution for injection pre-filled syringes with device,SNO,P
11139511000001103,sumatriptan 6mg/0.5ml solution for injection syringe refill,SNO,P
11139611000001104,biotin 5mg/1ml solution for injection vials,SNO,P
11140511000001107,"epoetin alfa 20,000units/0.5ml solution for injection pre-filled syringes",SNO,P
11146411000001105,glucosamine sulfate 500mg / chondroitin sulfate 400mg tablets,SNO,P
11146711000001104,valproic acid 125mg gastro-resistant capsules,SNO,P
11150611000001109,"epoetin alfa 40,000units/1ml solution for injection pre-filled syringes",SNO,P
11160111000001107,amlodipine 10mg / valsartan 160mg tablets,SNO,P
11160211000001101,amlodipine 5mg / valsartan 160mg tablets,SNO,P
11160311000001109,amlodipine 5mg / valsartan 80mg tablets,SNO,P
11169611000001105,flecainide 200mg modified-release capsules,SNO,P
11169611000001105,flecainide 200mg mr capsules,SNO,A
11170011000001100,desmopressin 240microgram oral lyophilisates sugar free,SNO,P
11236711000001100,hepatitis a hm175 strain (adsorbed) / typhoid polysaccharide vaccine suspension for injection 1ml pre-filled syringes,SNO,P
11236911000001103,adalimumab 40mg/0.8ml solution for injection pre-filled disposable devices,SNO,P
11254111000001107,prussian blue insoluble 500mg capsules,SNO,P
11257011000001103,aspirin 500mg powder and solvent for solution for injection vials,SNO,P
11266611000001104,ranibizumab 3mg/0.3ml solution for injection vials,SNO,P
11358111000001108,defibrotide 200mg/2.5ml solution for injection vials,SNO,P
11358511000001104,defibrotide 400mg capsules,SNO,P
11359411000001106,glucosamine sulfate 400mg / chondroitin sulfate 100mg tablets,SNO,P
11376111000001106,thiamine 100mg/1ml solution for injection ampoules,SNO,P
11383911000001108,primidone 125mg/5ml oral suspension,SNO,P
11388011000001102,5-methoxypsoralen 20mg tablets,SNO,P
11388911000001103,probenecid 250mg tablets,SNO,P
11391011000001107,testosterone 300micrograms/24hours transdermal patches,SNO,P
11393111000001109,generic moviprep a oral powder 112g sachets sugar free,SNO,P
11393511000001100,glucosamine sulfate 400mg / chondroitin sulfate 100mg capsules,SNO,P
11394311000001108,sitaxentan 100mg tablets,SNO,P
11396211000001105,methoxsalen 0.005% gel,SNO,P
11396611000001107,acetylcysteine 100mg/5ml oral solution,SNO,P
11411211000001107,tolazoline 25mg/1ml solution for injection ampoules,SNO,P
11416011000001109,prilocaine 54mg/1.8ml / felypressin 0.054units/1.8ml solution for injection self aspirating cartridges,SNO,P
11416611000001102,interferon beta-1a 2.4million units/0.2ml solution for injection pre-filled syringes,SNO,P
11416711000001106,interferon beta-1a 6million units/0.5ml solution for injection pre-filled syringes and interferon beta-1a 2.4million units/0.2ml solution for injection pre-filled syringes,SNO,P
11424411000001100,ketamine 100mg/2ml solution for injection ampoules,SNO,P
11424811000001103,trometamol 36.34% solution for infusion 20ml ampoules,SNO,P
11465611000001108,generic smoflipid emulsion for infusion 500ml bottles,SNO,P
11467211000001103,sodium phenylbutyrate 2g/10ml solution for infusion ampoules,SNO,P
11468811000001103,generic lipidem emulsion for infusion 100ml bottles,SNO,P
11469211000001109,generic lipidem emulsion for infusion 250ml bottles,SNO,P
11470211000001106,generic lipidem emulsion for infusion 500ml bottles,SNO,P
11475111000001108,sodium valproate 150mg modified-release capsules,SNO,P
11475111000001108,sodium valproate 150mg mr capsules,SNO,A
11475211000001102,sodium valproate 300mg modified-release capsules,SNO,P
11475211000001102,sodium valproate 300mg mr capsules,SNO,A
11475311000001105,sodium valproate 500mg modified-release granules sachets sugar free,SNO,P
11475311000001105,sodium valproate 500mg mr granules sachets sugar free,SNO,A
11494111000001102,exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices,SNO,P
11494211000001108,exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices,SNO,P
11494311000001100,cetuximab 100mg/20ml solution for infusion vials,SNO,P
11494411000001107,cetuximab 500mg/100ml solution for infusion vials,SNO,P
11498711000001109,praziquantel 500mg tablets,SNO,P
11499111000001101,praziquantel 150mg tablets,SNO,P
11499811000001108,albendazole 200mg chewable tablets,SNO,P
11501511000001104,lauromacrogol 400 5mg/2ml solution for injection ampoules,SNO,P
11501911000001106,lauromacrogol 400 10mg/2ml solution for injection ampoules,SNO,P
11502311000001101,lauromacrogol 400 20mg/2ml solution for injection ampoules,SNO,P
11502711000001102,lauromacrogol 400 40mg/2ml solution for injection ampoules,SNO,P
11503111000001109,lauromacrogol 400 60mg/2ml solution for injection ampoules,SNO,P
11503511000001100,lauromacrogol 400 80mg/2ml solution for injection ampoules,SNO,P
11504011000001105,sulfan blue 50mg/5ml solution for injection vials,SNO,P
11509311000001109,enoxaparin sodium 300mg/3ml solution for injection vials,SNO,P
11509411000001102,generic vsl#3 probiotic food supplement oral powder 4.4g sachets,SNO,P
11543611000001108,meglumine gadobenate 0.5mmol/ml solution for injection 5ml vials,SNO,P
11544011000001104,meglumine gadobenate 0.5mmol/ml solution for injection 10ml vials,SNO,P
11544411000001108,meglumine gadobenate 0.5mmol/ml solution for injection 15ml vials,SNO,P
11544811000001105,meglumine gadobenate 0.5mmol/ml solution for injection 20ml vials,SNO,P
11545211000001105,gadoteridol 0.5mmol/ml solution for injection 10ml pre-filled syringes,SNO,P
11545611000001107,gadoteridol 0.5mmol/ml solution for injection 17ml pre-filled syringes,SNO,P
11550311000001106,generic tyrosine1000 oral powder 4g sachets,SNO,P
11559211000001105,potassium chloride 0.3% (potassium 20mmol/500ml) / glucose 5% / sodium chloride 0.45% infusion 500ml bags,SNO,P
11559811000001106,potassium chloride 0.3% (potassium 20mmol/500ml) / glucose 10% infusion 500ml bags,SNO,P
11560411000001108,potassium chloride 0.6% (potassium 40mmol/500ml) / glucose 5% infusion 500ml bags,SNO,P
11561211000001103,potassium chloride 0.6% (potassium 40mmol/500ml) / sodium chloride 0.9% infusion 500ml bags,SNO,P
11561811000001102,potassium chloride 0.45% (potassium 60mmol/1litre) / sodium chloride 0.9% infusion 1litre bags,SNO,P
11562211000001105,potassium chloride 0.15% (potassium 10mmol/500ml) / glucose 10% infusion 500ml bags,SNO,P
11562611000001107,potassium chloride 3% (potassium 40mmol/100ml) / sodium chloride 0.9% infusion 100ml bags,SNO,P
11563011000001109,potassium chloride 1.5% (potassium 20mmol/100ml) / sodium chloride 0.9% infusion 100ml bags,SNO,P
11563411000001100,potassium chloride 7.5% (potassium 50mmol/50ml) / sodium chloride 0.9% infusion 50ml bags,SNO,P
11563911000001108,glucosamine sulfate 675mg capsules,SNO,P
11564011000001106,testosterone 2% gel (10mg per actuation),SNO,P
11589011000001105,generic citrafleet oral powder 16.11g sachets sugar free,SNO,P
11589111000001106,kola nut 250mg tablets,SNO,P
11589211000001100,levocarnitine 250mg capsules,SNO,P
11589411000001101,pyridoxine 100mg tablets,SNO,P
11590211000001106,fluoxetine 20mg/5ml oral solution sugar free,SNO,P
11612111000001109,dexamethasone 10mg/5ml oral solution,SNO,P
11612611000001101,milk thistle root extract 150mg tablets,SNO,P
11648311000001103,acetazolamide 10mg/5ml oral solution,SNO,P
11648411000001105,acetazolamide 10mg/5ml oral suspension,SNO,P
11648511000001109,acetazolamide 110mg/5ml oral solution,SNO,P
11648611000001108,acetazolamide 110mg/5ml oral suspension,SNO,P
11648711000001104,diclofenac 50mg/5ml oral suspension,SNO,P
11648811000001107,dihydrocodeine 15mg/5ml oral solution,SNO,P
11648911000001102,dihydrocodeine 30mg/5ml oral solution,SNO,P
11649011000001106,dihydrocodeine 90mg/5ml oral solution,SNO,P
11649611000001104,tacrolimus 500microgram modified-release capsules,SNO,P
11649611000001104,tacrolimus 500microgram mr capsules,SNO,A
11649811000001100,acetazolamide 120mg/5ml oral solution,SNO,P
11649911000001105,acetazolamide 120mg/5ml oral suspension,SNO,P
11650011000001101,digoxin 75micrograms/5ml oral solution,SNO,P
11650111000001100,digoxin 75micrograms/5ml oral suspension,SNO,P
11650211000001106,acetazolamide 145mg/5ml oral solution,SNO,P
11650311000001103,digoxin 125micrograms/5ml oral solution,SNO,P
11650411000001105,digoxin 125micrograms/5ml oral suspension,SNO,P
11650511000001109,digoxin 250micrograms/5ml oral solution,SNO,P
11650611000001108,digoxin 250micrograms/5ml oral suspension,SNO,P
11650711000001104,acetazolamide 160mg/5ml oral solution,SNO,P
11650811000001107,acetazolamide 160mg/5ml oral suspension,SNO,P
11650911000001102,diclofenac 12.5mg/5ml oral solution,SNO,P
11651011000001105,diclofenac 12.5mg/5ml oral suspension,SNO,P
11651111000001106,acetazolamide 18mg/5ml oral solution,SNO,P
11651211000001100,acetazolamide 18mg/5ml oral suspension,SNO,P
11651311000001108,diclofenac 50mg/5ml oral solution,SNO,P
11651411000001101,diclofenac 75mg/5ml oral suspension,SNO,P
11651511000001102,acetazolamide 145mg/5ml oral suspension,SNO,P
11651611000001103,acetazolamide 20mg/5ml oral solution,SNO,P
11651711000001107,acetazolamide 20mg/5ml oral suspension,SNO,P
11651811000001104,acetazolamide 275mg/5ml oral solution,SNO,P
11651911000001109,acetazolamide 275mg/5ml oral suspension,SNO,P
11652011000001102,diazoxide 12.5mg/5ml oral suspension,SNO,P
11652111000001101,diclofenac 75mg/5ml oral solution,SNO,P
11652211000001107,diazoxide 12.5mg/5ml oral solution,SNO,P
11652311000001104,acetazolamide 300mg/5ml oral solution,SNO,P
11652411000001106,acetazolamide 300mg/5ml oral suspension,SNO,P
11652511000001105,acetazolamide 350mg/5ml oral solution,SNO,P
11652611000001109,acetazolamide 350mg/5ml oral suspension,SNO,P
11652711000001100,acetazolamide 40mg/5ml oral solution,SNO,P
11652811000001108,acetazolamide 40mg/5ml oral suspension,SNO,P
11652911000001103,diazoxide 125mg/5ml oral solution,SNO,P
11653011000001106,diazoxide 125mg/5ml oral suspension,SNO,P
11653111000001107,diazoxide 13mg/5ml oral solution,SNO,P
11653211000001101,diazoxide 13mg/5ml oral suspension,SNO,P
11653311000001109,diazoxide 150mg/5ml oral solution,SNO,P
11653411000001102,diazoxide 150mg/5ml oral suspension,SNO,P
11653511000001103,diazoxide 15mg/5ml oral solution,SNO,P
11653611000001104,diazoxide 15mg/5ml oral suspension,SNO,P
11653711000001108,diazoxide 17.4mg/5ml oral solution,SNO,P
11653811000001100,diazoxide 17.4mg/5ml oral suspension,SNO,P
11653911000001105,diazoxide 20mg/5ml oral solution,SNO,P
11654011000001108,diazoxide 20mg/5ml oral suspension,SNO,P
11654111000001109,diazoxide 24mg/5ml oral solution,SNO,P
11654211000001103,diazoxide 24mg/5ml oral suspension,SNO,P
11654311000001106,diazoxide 30mg/5ml oral suspension,SNO,P
11654411000001104,acetazolamide 425mg/5ml oral solution,SNO,P
11654511000001100,acetazolamide 425mg/5ml oral suspension,SNO,P
11654611000001101,acetazolamide 50mg/5ml oral solution,SNO,P
11654711000001105,acetazolamide 50mg/5ml oral suspension,SNO,P
11654811000001102,diazoxide 30mg/5ml oral solution,SNO,P
11654911000001107,diazoxide 35mg/5ml oral solution,SNO,P
11655011000001107,diazoxide 35mg/5ml oral suspension,SNO,P
11655111000001108,acetazolamide 5mg/5ml oral solution,SNO,P
11655211000001102,acetazolamide 5mg/5ml oral suspension,SNO,P
11655411000001103,acitretin 5mg/5ml oral solution,SNO,P
11655511000001104,acitretin 5mg/5ml oral suspension,SNO,P
11655611000001100,alfacalcidol 1mg/5ml oral solution,SNO,P
11655711000001109,alfacalcidol 1mg/5ml oral suspension,SNO,P
11655811000001101,alfacalcidol 1micrograms/5ml oral solution,SNO,P
11655911000001106,alfacalcidol 1micrograms/5ml oral suspension,SNO,P
11656011000001103,alfacalcidol 625nanograms/5ml oral solution,SNO,P
11656111000001102,alfacalcidol 625nanograms/5ml oral suspension,SNO,P
11656211000001108,alimemazine 15mg/5ml oral solution,SNO,P
11656311000001100,alimemazine 5mg/5ml oral solution,SNO,P
11656411000001107,allopurinol 10mg/5ml oral solution,SNO,P
11656511000001106,allopurinol 10mg/5ml oral suspension,SNO,P
11656611000001105,allopurinol 15mg/5ml oral solution,SNO,P
11656711000001101,allopurinol 15mg/5ml oral suspension,SNO,P
11656811000001109,allopurinol 50mg/5ml oral solution,SNO,P
11656911000001104,allopurinol 50mg/5ml oral suspension,SNO,P
11706411000001105,amiloride 1.5mg/5ml oral solution,SNO,P
11706511000001109,amiloride 1.5mg/5ml oral suspension,SNO,P
11706611000001108,amiloride 1.7mg/5ml oral solution,SNO,P
11706711000001104,amiloride 1.7mg/5ml oral suspension,SNO,P
11706811000001107,amiloride 12.5mg/5ml oral solution,SNO,P
11706911000001102,amiloride 12.5mg/5ml oral suspension,SNO,P
11707011000001103,amiloride 1mg/5ml oral solution,SNO,P
11707111000001102,amiloride 1mg/5ml oral suspension,SNO,P
11707211000001108,amiloride 2.3mg/5ml oral solution,SNO,P
11707311000001100,amiloride 2.3mg/5ml oral suspension,SNO,P
11707411000001107,amiloride 2.5mg/5ml oral solution,SNO,P
11707511000001106,amiloride 2.5mg/5ml oral suspension,SNO,P
11707611000001105,amiloride 2mg/5ml oral solution,SNO,P
11707711000001101,amiloride 2mg/5ml oral suspension,SNO,P
11707811000001109,amiloride 300micrograms/5ml oral solution,SNO,P
11707911000001104,amiloride 300micrograms/5ml oral suspension,SNO,P
11708011000001102,amiloride 3mg/5ml oral solution,SNO,P
11708111000001101,amiloride 3mg/5ml oral suspension,SNO,P
11708211000001107,amiloride 400micrograms/5ml oral solution,SNO,P
11708311000001104,amiloride 400micrograms/5ml oral suspension,SNO,P
11708411000001106,amiloride 4mg/5ml oral solution,SNO,P
11708511000001105,amiloride 4mg/5ml oral suspension,SNO,P
11708611000001109,amiloride 800micrograms/5ml oral solution,SNO,P
11708711000001100,amiloride 800micrograms/5ml oral suspension,SNO,P
11708811000001108,amiodarone 10mg/5ml oral solution,SNO,P
11708911000001103,amiodarone 10mg/5ml oral suspension,SNO,P
11709011000001107,amiodarone 125mg/5ml oral solution,SNO,P
11709111000001108,amiodarone 125mg/5ml oral suspension,SNO,P
11709211000001102,amiodarone 150mg/5ml oral solution,SNO,P
11709311000001105,amiodarone 150mg/5ml oral suspension,SNO,P
11709411000001103,amiodarone 155mg/5ml oral solution,SNO,P
11709511000001104,amiodarone 155mg/5ml oral suspension,SNO,P
11709611000001100,amiodarone 15mg/5ml oral solution,SNO,P
11709711000001109,amiodarone 15mg/5ml oral suspension,SNO,P
11709811000001101,amiodarone 22mg/5ml oral solution,SNO,P
11709911000001106,amiodarone 22mg/5ml oral suspension,SNO,P
11710011000001101,amiodarone 35mg/5ml oral solution,SNO,P
11710111000001100,amiodarone 35mg/5ml oral suspension,SNO,P
11710211000001106,amiodarone 45mg/5ml oral solution,SNO,P
11710311000001103,amiodarone 45mg/5ml oral suspension,SNO,P
11710411000001105,amiodarone 500mg/5ml oral solution,SNO,P
11710511000001109,amiodarone 500mg/5ml oral suspension,SNO,P
11710611000001108,amiodarone 5mg/5ml oral solution,SNO,P
11710711000001104,amiodarone 5mg/5ml oral suspension,SNO,P
11710811000001107,amiodarone 65mg/5ml oral solution,SNO,P
11710911000001102,amiodarone 65mg/5ml oral suspension,SNO,P
11711011000001105,amiodarone 80mg/5ml oral solution,SNO,P
11711111000001106,amiodarone 80mg/5ml oral suspension,SNO,P
11711211000001100,amitriptyline 1.25mg/5ml oral solution,SNO,P
11711311000001108,amitriptyline 100mg/5ml oral solution,SNO,P
11711411000001101,amitriptyline 150mg/5ml oral solution,SNO,P
11711511000001102,amitriptyline 15mg/5ml oral solution,SNO,P
11711611000001103,amitriptyline 2.5mg/5ml oral solution,SNO,P
11711711000001107,amitriptyline 75mg/5ml oral solution,SNO,P
11711811000001104,amitriptyline 80mg/5ml oral solution,SNO,P
11711911000001109,amlodipine 4mg/5ml oral solution,SNO,P
11712011000001102,amlodipine 4mg/5ml oral suspension,SNO,P
11712111000001101,amlodipine 50mg/5ml oral solution,SNO,P
11712211000001107,amlodipine 50mg/5ml oral suspension,SNO,P
11712311000001104,arginine 1.5mg/5ml oral solution,SNO,P
11712411000001106,ascorbic acid 200mg/5ml oral solution,SNO,P
11712511000001105,ascorbic acid 250mg/5ml oral solution,SNO,P
11712611000001109,ascorbic acid 25mg/5ml oral solution,SNO,P
11712711000001100,ascorbic acid 50mg/5ml oral solution,SNO,P
11712811000001108,aspirin 100mg/5ml oral suspension,SNO,P
11712911000001103,dapsone 5mg/5ml oral solution,SNO,P
11713011000001106,dapsone 5mg/5ml oral suspension,SNO,P
11713111000001107,deferiprone 400mg/5ml oral solution,SNO,P
11713211000001101,deferiprone 400mg/5ml oral suspension,SNO,P
11713311000001109,demeclocycline 150mg/5ml oral solution,SNO,P
11713411000001102,demeclocycline 150mg/5ml oral suspension,SNO,P
11713511000001103,demeclocycline 300mg/5ml oral solution,SNO,P
11713611000001104,demeclocycline 300mg/5ml oral suspension,SNO,P
11713711000001108,demeclocycline 75mg/5ml oral solution,SNO,P
11713811000001100,demeclocycline 75mg/5ml oral suspension,SNO,P
11713911000001105,desmopressin 100micrograms/5ml oral solution,SNO,P
11714011000001108,desmopressin 100micrograms/5ml oral suspension,SNO,P
11714111000001109,desmopressin 250micrograms/5ml oral solution,SNO,P
11714211000001103,desmopressin 250micrograms/5ml oral suspension,SNO,P
11714311000001106,desmopressin 50micrograms/5ml oral solution,SNO,P
11714411000001104,desmopressin 50micrograms/5ml oral suspension,SNO,P
11714511000001100,dexamethasone 1.25mg/5ml oral solution,SNO,P
11714611000001101,dexamethasone 1.25mg/5ml oral suspension,SNO,P
11714711000001105,dexamethasone 1.5mg/5ml oral solution,SNO,P
11714811000001102,dexamethasone 1.5mg/5ml oral suspension,SNO,P
11714911000001107,dexamethasone 10mg/5ml oral suspension,SNO,P
11715011000001107,dexamethasone 14mg/5ml oral solution,SNO,P
11715111000001108,dexamethasone 14mg/5ml oral suspension,SNO,P
11715211000001102,dexamethasone 16.7mg/5ml oral solution,SNO,P
11715311000001105,dexamethasone 16.7mg/5ml oral suspension,SNO,P
11715411000001103,dexamethasone 16mg/5ml oral solution,SNO,P
11715511000001104,dexamethasone 16mg/5ml oral suspension,SNO,P
11715611000001100,dexamethasone 20mg/5ml oral solution,SNO,P
11715711000001109,dexamethasone 20mg/5ml oral suspension,SNO,P
11715811000001101,dexamethasone 250micrograms/5ml oral solution,SNO,P
11715911000001106,dexamethasone 250micrograms/5ml oral suspension,SNO,P
11716011000001103,dexamethasone 2mg/5ml oral solution,SNO,P
11716111000001102,dexamethasone 2mg/5ml oral suspension,SNO,P
11716211000001108,dexamethasone 3mg/5ml oral solution,SNO,P
11716311000001100,dexamethasone 3mg/5ml oral suspension,SNO,P
11716411000001107,dexamethasone 4mg/5ml oral solution,SNO,P
11716511000001106,dexamethasone 4mg/5ml oral suspension,SNO,P
11716611000001105,dexamethasone 6mg/5ml oral solution,SNO,P
11716711000001101,dexamethasone 6mg/5ml oral suspension,SNO,P
11716811000001109,dexamethasone 8mg/5ml oral solution,SNO,P
11716911000001104,dexamethasone 8mg/5ml oral suspension,SNO,P
11717011000001100,dexamfetamine 100mg/5ml oral solution,SNO,P
11717111000001104,dexamfetamine 100mg/5ml oral suspension,SNO,P
11717211000001105,dexamfetamine 10mg/5ml oral solution,SNO,P
11717311000001102,dexamfetamine 10mg/5ml oral suspension,SNO,P
11717411000001109,dexamfetamine 125mg/5ml oral solution,SNO,P
11717511000001108,dexamfetamine 125mg/5ml oral suspension,SNO,P
11717611000001107,dexamfetamine 2.5mg/5ml oral solution,SNO,P
11717711000001103,dexamfetamine 2.5mg/5ml oral suspension,SNO,P
11717811000001106,dexamfetamine 3mg/5ml oral solution,SNO,P
11717911000001101,dexamfetamine 3mg/5ml oral suspension,SNO,P
11718011000001104,dexamfetamine 45mg/5ml oral solution,SNO,P
11718111000001103,dexamfetamine 45mg/5ml oral suspension,SNO,P
11718211000001109,dexamfetamine 7.5mg/5ml oral solution,SNO,P
11718311000001101,dexamfetamine 7.5mg/5ml oral suspension,SNO,P
11718411000001108,dextromethorphan 10mg/5ml oral solution,SNO,P
11718511000001107,dextromethorphan 10mg/5ml oral suspension,SNO,P
11718611000001106,dextromethorphan 20mg/5ml oral solution,SNO,P
11718711000001102,dextromethorphan 20mg/5ml oral suspension,SNO,P
11718811000001105,dextromethorphan 40.5mg/5ml oral solution,SNO,P
11718911000001100,dextromethorphan 40.5mg/5ml oral suspension,SNO,P
11719011000001109,diamorphine 1.25mg/5ml oral solution,SNO,P
11719111000001105,diamorphine 100mg/5ml oral solution,SNO,P
11719211000001104,diamorphine 15mg/5ml oral solution,SNO,P
11719311000001107,diamorphine 180mg/5ml oral solution,SNO,P
11719411000001100,diamorphine 2.5mg/5ml oral solution,SNO,P
11719511000001101,diamorphine 200mg/5ml oral solution,SNO,P
11719611000001102,diamorphine 20mg/5ml oral solution,SNO,P
11719711000001106,diamorphine 240mg/5ml oral solution,SNO,P
11719811000001103,diamorphine 25mg/5ml oral solution,SNO,P
11719911000001108,diamorphine 2mg/5ml oral solution,SNO,P
11720011000001105,diamorphine 30mg/5ml oral solution,SNO,P
11720111000001106,diamorphine 3mg/5ml oral solution,SNO,P
11720211000001100,diamorphine 40mg/5ml oral solution,SNO,P
11720311000001108,diamorphine 45mg/5ml oral solution,SNO,P
11720411000001101,diamorphine 50mg/5ml oral solution,SNO,P
11720511000001102,diamorphine 6mg/5ml oral solution,SNO,P
11740611000001100,dantrolene 6mg/5ml oral solution,SNO,P
11740711000001109,dantrolene 6mg/5ml oral suspension,SNO,P
11740811000001101,dantrolene 75mg/5ml oral solution,SNO,P
11740911000001106,dantrolene 75mg/5ml oral suspension,SNO,P
11741111000001102,dantrolene 7mg/5ml oral suspension,SNO,P
11741211000001108,dantrolene 7mg/5ml oral solution,SNO,P
11741311000001100,dantrolene 833micrograms/5ml oral solution,SNO,P
11741411000001107,dantrolene 833micrograms/5ml oral suspension,SNO,P
11741511000001106,dantrolene 8mg/5ml oral suspension,SNO,P
11741611000001105,dantrolene 8mg/5ml oral solution,SNO,P
11741711000001101,dantrolene 9mg/5ml oral suspension,SNO,P
11741811000001109,dantrolene 1.25mg/5ml oral solution,SNO,P
11741911000001104,dantrolene 1.25mg/5ml oral suspension,SNO,P
11742011000001106,dantrolene 16.67mg/5ml oral solution,SNO,P
11742111000001107,dantrolene 16.67mg/5ml oral suspension,SNO,P
11742211000001101,dantrolene 2mg/5ml oral solution,SNO,P
11742311000001109,dantrolene 2mg/5ml oral suspension,SNO,P
11742411000001102,dantrolene 4.5mg/5ml oral solution,SNO,P
11742511000001103,dantrolene 4.5mg/5ml oral suspension,SNO,P
11742611000001104,dantrolene 6.5mg/5ml oral solution,SNO,P
11742711000001108,dantrolene 6.5mg/5ml oral suspension,SNO,P
11742811000001100,dantrolene 9mg/5ml oral solution,SNO,P
11750011000001109,"epoetin delta 1,000units/0.5ml solution for injection pre-filled syringes",SNO,P
11750111000001105,"epoetin delta 10,000units/0.5ml solution for injection pre-filled syringes",SNO,P
11750211000001104,"epoetin delta 2,000units/0.5ml solution for injection pre-filled syringes",SNO,P
11750311000001107,"epoetin delta 3,000units/0.3ml solution for injection pre-filled syringes",SNO,P
11750411000001100,"epoetin delta 4,000units/0.4ml solution for injection pre-filled syringes",SNO,P
11750511000001101,"epoetin delta 5,000units/0.5ml solution for injection pre-filled syringes",SNO,P
11750611000001102,"epoetin delta 6,000units/0.3ml solution for injection pre-filled syringes",SNO,P
11750711000001106,"epoetin delta 8,000units/0.4ml solution for injection pre-filled syringes",SNO,P
11750811000001103,peppermint water bp 1973,SNO,P
11762011000001101,abatacept 250mg powder for solution for infusion vials,SNO,P
11762111000001100,co-codaprin 8mg/400mg tablets,SNO,P
11762311000001103,ephedrine 3mg/5ml / ipecacuanha liquid extract 6.25mg/5ml oral solution sugar free,SNO,P
11763111000001106,levocetirizine 500micrograms/ml oral solution sugar free,SNO,P
11763511000001102,progesterone micronised 100mg capsules,SNO,P
