text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
acrokerato-elastoidosis {p familial dyskeratotic comedones} intentional radiopharmaceutical overdose,254219004 | Familial dyskeratotic comedones (disorder),Positive,Confirmed,No laterality
dx {p intraparenchymal hematoma of brain},431266005 | Intraparenchymal hematoma of brain (disorder),Positive,Confirmed,No laterality
cementum caries {p occupational asthma} oral paresthesia,57607007 | Occupational asthma (disorder),Positive,Confirmed,No laterality
transplanted organ rejection {p sedative abuse} prosthetic aortic valve regurgitation,64386003 | Sedative abuse (disorder),Positive,Confirmed,No laterality
ocular rosacea {p pure hereditary spastic paraplegia} venlafaxine adverse reaction,230260007 | Pure hereditary spastic paraplegia (disorder),Positive,Confirmed,No laterality
dx {p intractable headache following trauma},290431000119101 | Intractable headache following trauma (disorder),Positive,Confirmed,No laterality
diagnosis {p flunixin poisoning},61544007 | Flunixin poisoning (disorder),Positive,Confirmed,No laterality
perforation of tympanic membrane {p pyrethrin toxicity} acute on chronic cystitis,31141004 | Pyrethrin toxicity (disorder),Positive,Confirmed,No laterality
sialic storage disease {p acute pulmonary african histoplasmosis} centrofacial lentiginosis syndrome,240741002 | Acute pulmonary African histoplasmosis (disorder),Positive,Confirmed,No laterality
poisoning caused by amitriptyline {p poisoning caused by glibenclamide} tooth in linguoversion,241746002 | Poisoning caused by glibenclamide (disorder),Positive,Confirmed,No laterality
pigmented histiocytoma of skin {p salbutamol adverse reaction} acute-on-chronic respiratory failure,292495000 | Salbutamol adverse reaction (disorder),Positive,Confirmed,No laterality
mycosis fungoides {p familial dementia british type} disorder of pancreatic stent,783161005 | Familial dementia British type (disorder),Positive,Confirmed,No laterality
endometriosis of colon {p developmental semantic impairment} mitochondrial cardiomyopathy,229745006 | Developmental semantic impairment (disorder),Positive,Confirmed,No laterality
exanthematous disorder {p refractory celiac disease} pityriasis simplex,770593004 | Refractory celiac disease (disorder),Positive,Confirmed,No laterality
congenital posterolateral diaphragmatic hernia {p congenital anomaly of eye} pre-eclampsia,19416009 | Congenital anomaly of eye (disorder),Positive,Confirmed,No laterality
imp {p fetal rhabdomyoma},404049001 | Fetal rhabdomyoma (disorder),Positive,Confirmed,No laterality
pruritus of pregnancy {p antispasmodic adverse reaction} chronic hypoxemic respiratory failure,292146007 | Antispasmodic adverse reaction (disorder),Positive,Confirmed,No laterality
poisoning caused by pyrimethamine {p dysplastic oral leukoplakia} polyhydramnios,235030009 | Dysplastic oral leukoplakia (disorder),Positive,Confirmed,No laterality
open wound of breast {p congenital coxsackie infection} retrocecal abscess,276664005 | Congenital coxsackie infection (disorder),Positive,Confirmed,No laterality
nodular fasciitis {p cutaneous syndrome with ichthyosis} melianthus species poisoning,239057002 | Cutaneous syndrome with ichthyosis (disorder),Positive,Confirmed,No laterality
"poikilodermal cutaneous amyloid {p accidental flurazepam overdose} closed fracture fibula, neck",296059000 | Accidental flurazepam overdose (disorder),Positive,Confirmed,No laterality
isradipine adverse reaction {p congenital atresia of artery} subungual glomus tumor,31570000 | Congenital atresia of artery (disorder),Positive,Confirmed,No laterality
bullous urticaria {p turtleback nail} corneal fibrosis,201121008 | Turtleback nail (disorder),Positive,Confirmed,No laterality
chronic constitutional eczema {p atrophic spots of skin} fetal myelomeningocele causing disproportion,201070005 | Atrophic spots of skin (disorder),Positive,Confirmed,No laterality
cellulitis of lower limb {p post-viral paroxysmal cold hemoglobinuria} toxicodermatitis,35703006 | Post-viral paroxysmal cold hemoglobinuria (disorder),Positive,Confirmed,No laterality
fracture dislocation of joint {p acute mucositis} accidental heparin poisoning,109262008 | Acute mucositis (disorder),Positive,Confirmed,No laterality
monocular exotropia {p congenital fusion of testis} chronic ulcerative colitis,44964000 | Congenital fusion of testis (disorder),Positive,Confirmed,No laterality
cryptogenic pulmonary eosinophilia {p intentional piracetam poisoning} intentional lithium overdose,290941007 | Intentional piracetam poisoning (disorder),Positive,Confirmed,No laterality
nailbed deformity {p post-mastectomy chronic pain syndrome} alfentanil adverse reaction,714252004 | Post-mastectomy chronic pain syndrome (disorder),Positive,Confirmed,No laterality
metabolic alkalemia {p meningoencephalitis caused by mumps} radial polydactyly,40099009 | Meningoencephalitis caused by mumps (disorder),Positive,Confirmed,No laterality
amok {p lyme disease} acne urticata,23502006 | Lyme disease (disorder),Positive,Confirmed,No laterality
diquat causing toxic effect {p axillary nerve lesion} disseminated atypical mycobacterial infection,298117009 | Axillary nerve lesion (disorder),Positive,Confirmed,No laterality
thoracic hemivertebra - unbalanced {p haplorchiasis} intentional alprazolam overdose,240803000 | Haplorchiasis (disorder),Positive,Confirmed,No laterality
ciliary body degenerative changes {p crush injury of thumb} acute thyroiditis,283858004 | Crush injury of thumb (disorder),Positive,Confirmed,No laterality
nonbacterial thrombotic endocarditis {p palatitis} chronic folliculitis of legs,128349005 | Palatitis (disorder),Positive,Confirmed,No laterality
partial resolved traumatic cataract {p lymphocytic portal hepatitis} pineocytoma,370889009 | Lymphocytic portal hepatitis (disorder),Positive,Confirmed,No laterality
skillern's fracture {p osteomyelitis of femur} left ventricular aneurysm,1551001 | Osteomyelitis of femur (disorder),Positive,Confirmed,No laterality
benign neoplasm of bone {p trisomy 1q syndrome} low phospholipid associated cholelithiasis,768927001 | Trisomy 1q syndrome (disorder),Positive,Confirmed,No laterality
22q11.2 deletion syndrome {p accidental lomustine poisoning} familial visceral neuropathy,290628005 | Accidental lomustine poisoning (disorder),Positive,Confirmed,No laterality
fatal post-viral neurodegenerative disorder {p chronic ethmoidal sinusitis} sleep disturbance in infancy,73237007 | Chronic ethmoidal sinusitis (disorder),Positive,Confirmed,No laterality
gestational edema without hypertension {p injury whilst gardening} retraction of ileostomy,1068391000000106 | Injury whilst gardening (disorder),Positive,Confirmed,No laterality
iliac blood vessel injury {p baclofen overdose} detrusor areflexia,296491007 | Baclofen overdose (disorder),Positive,Confirmed,No laterality
round atelectasis {p accidental chlorprothixene poisoning} ebola virus disease,291207002 | Accidental chlorprothixene poisoning (disorder),Positive,Confirmed,No laterality
accidental hydralazine poisoning {p cerebral malaria} paroxysmal nodal tachycardia,53622003 | Cerebral malaria (disorder),Positive,Confirmed,No laterality
cold-induced sweating syndrome {p drug-induced pulmonary toxicity} dydrogesterone adverse reaction,846605006 | Drug-induced pulmonary toxicity (disorder),Positive,Confirmed,No laterality
impression {p secondary cerebrovascular disease},703163006 | Secondary cerebrovascular disease (disorder),Positive,Confirmed,No laterality
ketosis {p drug-induced akathisia} acquired nasolacrimal duct stenosis,230333002 | Drug-induced akathisia (disorder),Positive,Confirmed,No laterality
osmotic diuretic adverse reaction {p intestinal lymphangiectasis} accessory adrenal gland,197260007 | Intestinal lymphangiectasis (disorder),Positive,Confirmed,No laterality
congenital sacrococcygeal anomaly {p malakoplakia (involving skin)} cheilanthes sieberi poisoning,404167005 | Malakoplakia (involving skin) (disorder),Positive,Confirmed,No laterality
chromosome 3q29 duplication syndrome {p cushing ulcer of duodenum} pulmonary nematodiasis,235689001 | Cushing ulcer of duodenum (disorder),Positive,Confirmed,No laterality
nondependent hallucinogen abuse {p glyphosate toxicity} hemarthrosis of wrist,43384002 | Glyphosate toxicity (disorder),Positive,Confirmed,No laterality
dicarboxylic aminoaciduria syndrome {p disorder of tetrahydrobiopterin metabolism} open fracture dislocation midcarpal,237913008 | Disorder of tetrahydrobiopterin metabolism (disorder),Positive,Confirmed,No laterality
crushing injury of face {p columnaris disease} acquired absence of spleen,46102000 | Columnaris disease (disorder),Positive,Confirmed,No laterality
primary unilateral adrenal hyperplasia {p hypocalcemic tetany} deficiency of transacylase,190869004 | Hypocalcemic tetany (disorder),Positive,Confirmed,No laterality
indian childhood cirrhosis {p accidental clomipramine overdose} myotonia congenita,295848003 | Accidental clomipramine overdose (disorder),Positive,Confirmed,No laterality
mixed mineral dust pneumoconiosis {p paget's disease of pelvis} digital pacinian neuroma,203340003 | Paget's disease of pelvis (disorder),Positive,Confirmed,No laterality
x-linked agammaglobulinemia {p infection of tendon sheath} basilar skull invagination,240038002 | Infection of tendon sheath (disorder),Positive,Confirmed,No laterality
perimenopausal disorder {p adenocarcinoma of anorectum} superficial injury of flank,447886005 | Adenocarcinoma of anorectum (disorder),Positive,Confirmed,No laterality
formestane overdose {p hyoid myoclonus} cyclophosphamide overdose,230349000 | Hyoid myoclonus (disorder),Positive,Confirmed,No laterality
diffuse endocapillary proliferative glomerulonephritis {p sodium ironedetate adverse reaction} myelitis caused by actinomyces,293357000 | Sodium ironedetate adverse reaction (disorder),Positive,Confirmed,No laterality
herpes simplex keratitis {p subluxation of sternocostal joint} alpha trait thalassemia,263036008 | Subluxation of sternocostal joint (disorder),Positive,Confirmed,No laterality
problem list {p congenital diverticulum of gallbladder},890408008 | Congenital diverticulum of gallbladder (disorder),Positive,Confirmed,No laterality
brain stem hemorrhage {p desmopressin adverse reaction} perinatal respiratory distress,293269006 | Desmopressin adverse reaction (disorder),Positive,Confirmed,No laterality
congenital penile adhesion {p disorder of ornithine metabolism} sepsis caused by acinetobacter,237928008 | Disorder of ornithine metabolism (disorder),Positive,Confirmed,No laterality
post measles pneumonia {p perinephric hematoma} mitral sub-valve apparatus calcification,197824007 | Perinephric hematoma (disorder),Positive,Confirmed,No laterality
lamotrigine adverse reaction {p deficiency of nicotinamide phosphoribosyltransferase} secondary fibrositis,124279007 | Deficiency of nicotinamide phosphoribosyltransferase (disorder),Positive,Confirmed,No laterality
accidental methylphenobarbitone overdose {p extrapyramidal disease} 16p13.3 microduplication syndrome,76349003 | Extrapyramidal disease (disorder),Positive,Confirmed,No laterality
bile acid malabsorption syndrome {p benign neoplasm of clitoris} derangement of temporomandibular joint,92062001 | Benign neoplasm of clitoris (disorder),Positive,Confirmed,No laterality
healthcare associated infectious disease {p seed corn} toxic goiter,238461008 | Seed corn (disorder),Positive,Confirmed,No laterality
neonatal spontaneous cerebellar hemorrhage {p open injury of bronchus} panniculitis affecting back,210093002 | Open injury of bronchus (disorder),Positive,Confirmed,No laterality
injury of intercostal vein {p calcium pyrophosphate deposition disease} abscess of pulmonary valve,239832006 | Calcium pyrophosphate deposition disease (disorder),Positive,Confirmed,No laterality
impairment level of vision {p infection caused by angiostrongylus} postmastoidectomy complication,61750000 | Infection caused by Angiostrongylus (disorder),Positive,Confirmed,No laterality
dropped head syndrome {p mild alcohol dependence} juvenile spring eruption,713583005 | Mild alcohol dependence (disorder),Positive,Confirmed,No laterality
toxic nephropathy {p high grade b-cell lymphoma} congenital malposition of testis,277617004 | High grade B-cell lymphoma (disorder),Positive,Confirmed,No laterality
intentional maprotiline poisoning {p ulcer of bronchus} disorder of spermatic cord,81566007 | Ulcer of bronchus (disorder),Positive,Confirmed,No laterality
bipolar i disorder {p ganciclovir adverse reaction} compulsive neurosis,292829006 | Ganciclovir adverse reaction (disorder),Positive,Confirmed,No laterality
wood splinter in calf {p strain of neck muscle} superficial injury of axilla,360450007 | Strain of neck muscle (disorder),Positive,Confirmed,No laterality
x-linked hereditary disease {p fracture of navicular} retroversion of uterus,263248002 | Fracture of navicular (disorder),Positive,Confirmed,No laterality
diaphragmatic pleurisy {p closed fracture of hip} idiopathic detrusor overactivity,359817006 | Closed fracture of hip (disorder),Positive,Confirmed,No laterality
gemeprost adverse reaction {p acquired plantar keratoderma} atropine overdose,399901005 | Acquired plantar keratoderma (disorder),Positive,Confirmed,No laterality
hidradenoma of skin {p lipomatous hamartoma} tenosynovitis of right wrist,400111008 | Lipomatous hamartoma (disorder),Positive,Confirmed,No laterality
wound of toenail {p psychogenic vomiting} intersphincteric fistula,37224001 | Psychogenic vomiting (disorder),Positive,Confirmed,No laterality
open wound umbilical region {p malignant melanoma of palate} graft complications,698286006 | Malignant melanoma of palate (disorder),Positive,Confirmed,No laterality
intentional cefotaxime overdose {p neonatal dysrhythmia} cefixime overdose,276513001 | Neonatal dysrhythmia (disorder),Positive,Confirmed,No laterality
leiomyoma of esophagus {p iodotyrosine deiodination defect} malignant melanoma of heel,17885001 | Iodotyrosine deiodination defect (disorder),Positive,Confirmed,No laterality
diagnosis {p neoplasm of lip},126770008 | Neoplasm of lip (disorder),Positive,Confirmed,No laterality
diagnosis {p accidental ergot alkaloid overdose},297071004 | Accidental ergot alkaloid overdose (disorder),Positive,Confirmed,No laterality
neonatal ophthalmologic disorder {p hereditary spastic paraplegia} conjunctival abrasion,39912006 | Hereditary spastic paraplegia (disorder),Positive,Confirmed,No laterality
impression {p rotational deformity of finger},203557003 | Rotational deformity of finger (disorder),Positive,Confirmed,No laterality
healthcare associated pulmonary aspergillosis {p deficiency of pyruvate decarboxylase} open injury of lung,124593001 | Deficiency of pyruvate decarboxylase (disorder),Positive,Confirmed,No laterality
cleft lip {p accidental disulfiram overdose} stab wound of knee,715301007 | Accidental disulfiram overdose (disorder),Positive,Confirmed,No laterality
malignant tumor of spleen {p adenocarcinoma of liver} pathological fracture - hand,408646000 | Adenocarcinoma of liver (disorder),Positive,Confirmed,No laterality
cheilodynia {p iatrogenic neonatal hyperglycemia} phrenic nerve disorder,276559004 | Iatrogenic neonatal hyperglycemia (disorder),Positive,Confirmed,No laterality
idiopathic diabetes insipidus {p superficial injury of thumb} fanconi syndrome,274194000 | Superficial injury of thumb (disorder),Positive,Confirmed,No laterality
demodex folliculitis {p cystitis caused by candida} southern tick-associated rash illness,197849006 | Cystitis caused by Candida (disorder),Positive,Confirmed,No laterality
ketamine overdose {p trachoma} sweet's disease following infection,2576002 | Trachoma (disorder),Positive,Confirmed,No laterality
familial thrombocytosis {p aural barotrauma of ascent} parvovirus infection,242002003 | Aural barotrauma of ascent (disorder),Positive,Confirmed,No laterality
intentional chloroquine poisoning {p chronic trichobezoar formation} laceration of peroneal artery,111352008 | Chronic trichobezoar formation (disorder),Positive,Confirmed,No laterality
3-methylglutaconic aciduria type 1 {p long-term disorder of dialysis} benign neoplasm of ear,236542001 | Long-term disorder of dialysis (disorder),Positive,Confirmed,No laterality
impression {p intentional digoxin overdose},297063003 | Intentional digoxin overdose (disorder),Positive,Confirmed,No laterality
joint capsule rupture {p furuncle of hand} open bite of hip,10453005 | Furuncle of hand (disorder),Positive,Confirmed,No laterality
problem list {p oxytetracycline overdose},296762008 | Oxytetracycline overdose (disorder),Positive,Confirmed,No laterality
oral-verbal dyspraxia {p nelaton's dislocation} deficiency of prolidase,86449009 | Nelaton's dislocation (disorder),Positive,Confirmed,No laterality
acute alcoholic myopathy {p flucloxacillin poisoning} acquired myogenic ptosis,291549006 | Flucloxacillin poisoning (disorder),Positive,Confirmed,No laterality
right atrial incisional tachycardia {p polyneuropathy} borate adverse reaction,42345000 | Polyneuropathy (disorder),Positive,Confirmed,No laterality
atrophic dermatofibroma {p neoplasm of endometrium} idiopathic glomerular disease,123844007 | Neoplasm of endometrium (disorder),Positive,Confirmed,No laterality
dx {p fallopian tube infection},276882005 | Fallopian tube infection (disorder),Positive,Confirmed,No laterality
injury of optic tract {p langer mesomelic dysplasia syndrome} complete dental peri-implantitis,38494008 | Langer mesomelic dysplasia syndrome (disorder),Positive,Confirmed,No laterality
coronary steal syndrome {p spindle shaped torus palatinus} excess intake of macronutrients,699219002 | Spindle shaped torus palatinus (disorder),Positive,Confirmed,No laterality
problems {p overdose of glibenclamide},296863006 | Overdose of glibenclamide (disorder),Positive,Confirmed,No laterality
sensorineural hearing loss {p simple marginal gingivitis} central bilateral macrogyria,80034003 | Simple marginal gingivitis (disorder),Positive,Confirmed,No laterality
impression {p young onset parkinson disease},715345007 | Young onset Parkinson disease (disorder),Positive,Confirmed,No laterality
tenosynovitis of left ankle {p red blood cell disorder} infantile hydrocele,38292009 | Red blood cell disorder (disorder),Positive,Confirmed,No laterality
intentional pericyazine poisoning {p newborn thermal injury} aortopulmonary window,276528001 | Newborn thermal injury (disorder),Positive,Confirmed,No laterality
non-steroid anti-inflammatory drug-induced angioedema-urticaria {p fibroid myocarditis} deficiency of aminopeptidase,488007 | Fibroid myocarditis (disorder),Positive,Confirmed,No laterality
post-infective myelitis {p malignant tumor of uvula} recent total retinal detachment,363389001 | Malignant tumor of uvula (disorder),Positive,Confirmed,No laterality
avulsion of optic nerve {p laceration of forearm} hamartoma of muscle,283371005 | Laceration of forearm (disorder),Positive,Confirmed,No laterality
war injury {p vasopressor drug overdose} local anesthetic agent overdose,870409005 | Vasopressor drug overdose (disorder),Positive,Confirmed,No laterality
impression {p refractory angina},315025001 | Refractory angina (disorder),Positive,Confirmed,No laterality
transection of rectum {p sporadic blau syndrome} acute timorian filariasis,726078000 | Sporadic Blau syndrome (disorder),Positive,Confirmed,No laterality
mycoplasmal postpartum fever {p coercive sexual sadism} oral paracoccidioidomycosis,724743008 | Coercive sexual sadism (disorder),Positive,Confirmed,No laterality
"closed fracture calcaneus, extra-articular {p sclerodermiform reaction} glandular fever pharyngitis",238930007 | Sclerodermiform reaction (disorder),Positive,Confirmed,No laterality
glycogen synthase deficiency {p intraoperative hemorrhage} infection caused by histrichis,213261000 | Intraoperative hemorrhage (disorder),Positive,Confirmed,No laterality
"truncal arteriovenous fistula {p aortic stenosis, non-rheumatic} citrate poisoning","194984004 | Aortic stenosis, non-rheumatic (disorder)",Positive,Confirmed,No laterality
trifascicular block {p alcohol withdrawal-induced convulsion} dipipanone overdose,308742005 | Alcohol withdrawal-induced convulsion (disorder),Positive,Confirmed,No laterality
cystadenocarcinoma of pancreas {p congenital anomaly of choroid} oxitropium adverse reaction,95490000 | Congenital anomaly of choroid (disorder),Positive,Confirmed,No laterality
nutritional amblyopia {p esophageal hematoma} cardiomyopathy caused by drug,262790002 | Esophageal hematoma (disorder),Positive,Confirmed,No laterality
neoplasm of frontal lobe {p axonal neuropathy} trachyonychia,60703000 | Axonal neuropathy (disorder),Positive,Confirmed,No laterality
retinal vascular occlusion {p famotidine adverse reaction} congenital connective tissue disorder,292108000 | Famotidine adverse reaction (disorder),Positive,Confirmed,No laterality
acetylcholine overdose {p drug-induced immune thrombocytopenia} 4q21 microdeletion syndrome,19307009 | Drug-induced immune thrombocytopenia (disorder),Positive,Confirmed,No laterality
cytochrome p450 enzyme deficiency {p thermal injury to conjunctiva} haplopappus heterophyllus poisoning,231867009 | Thermal injury to conjunctiva (disorder),Positive,Confirmed,No laterality
loculation syndrome {p crocodile shagreen of cornea} cervical pregnancy,231926003 | Crocodile shagreen of cornea (disorder),Positive,Confirmed,No laterality
vitamin deficiency related neuropathy {p injury of great toe} congenital obstructive azoospermia,282777004 | Injury of great toe (disorder),Positive,Confirmed,No laterality
enchondromatosis {p postprocedural aortic valve regurgitation} adult chronic idiopathic neutropenia,703222005 | Postprocedural aortic valve regurgitation (disorder),Positive,Confirmed,No laterality
rupture of thoracic duct {p hereditary erythrokeratolysis} accidental carbenicillin overdose,254216006 | Hereditary erythrokeratolysis (disorder),Positive,Confirmed,No laterality
neurofibroma of neck {p dental calculus} genetic steroid-resistant nephrotic syndrome,17552000 | Dental calculus (disorder),Positive,Confirmed,No laterality
diagnosis {p superficial injury of heel},283047007 | Superficial injury of heel (disorder),Positive,Confirmed,No laterality
idiopathic membranous glomerulonephritis {p injury of kidney} anterior cerebral artery syndrome,40095003 | Injury of kidney (disorder),Positive,Confirmed,No laterality
acquired central hypothyroidism {p dermatosis caused by parasite} sphingolipidosis,402139000 | Dermatosis caused by parasite (disorder),Positive,Confirmed,No laterality
"peppermint oil adverse reaction {p diffuse otitis externa} open fracture metatarsal, multiple",34723002 | Diffuse otitis externa (disorder),Positive,Confirmed,No laterality
pyridoxine toxicity {p mosaic xo/xx} allergic migraine,205708001 | Mosaic XO/XX (disorder),Positive,Confirmed,No laterality
acquired thrombophilia {p intentional zopiclone overdose} congenital anomaly of tibia,296018006 | Intentional zopiclone overdose (disorder),Positive,Confirmed,No laterality
celiprolol adverse reaction {p injury of thoracic spine} anti-androgens adverse reaction,262523007 | Injury of thoracic spine (disorder),Positive,Confirmed,No laterality
impression {p giant cell myocarditis},60812006 | Giant cell myocarditis (disorder),Positive,Confirmed,No laterality
non-infective neonatal diarrhea {p disorder of biliary tract} nitritoid reaction,105997008 | Disorder of biliary tract (disorder),Positive,Confirmed,No laterality
bicuspid cardiac valve {p ulcer of rectum} localization-related epilepsy,54609002 | Ulcer of rectum (disorder),Positive,Confirmed,No laterality
neoplasm of digestive system {p idiopathic generalized epilepsy} primary progressive cerebellar degeneration,36803009 | Idiopathic generalized epilepsy (disorder),Positive,Confirmed,No laterality
acute occlusion of artery {p congenital hourglass bladder} accidental cefotaxime poisoning,205024005 | Congenital hourglass bladder (disorder),Positive,Confirmed,No laterality
fundus coloboma {p kynureninase deficiency} infection caused by anoplocephala,72945002 | Kynureninase deficiency (disorder),Positive,Confirmed,No laterality
"congenital absence of thymus {p disorder of ileum} erythema multiforme, dermal type",312895004 | Disorder of ileum (disorder),Positive,Confirmed,No laterality
infectious neuroretinitis {p accidental alfentanil poisoning} cobalt cardiomyopathy,290198001 | Accidental alfentanil poisoning (disorder),Positive,Confirmed,No laterality
dermographic prurigo {p venlafaxine adverse reaction} accidental loxapine poisoning,292301002 | Venlafaxine adverse reaction (disorder),Positive,Confirmed,No laterality
keratopathy medicamentosa {p deficiency of thioethanolamine acetyltransferase} urinary complication,124260009 | Deficiency of thioethanolamine acetyltransferase (disorder),Positive,Confirmed,No laterality
metastasis involving oral cavity {p köbner psoriasis} contracture of adductor pollicis,238609000 | Köbner psoriasis (disorder),Positive,Confirmed,No laterality
bergeron's chorea {p protoplasmic astrocytoma of brain} infection caused by actinomycetales,1156415003 | Protoplasmic astrocytoma of brain (disorder),Positive,Confirmed,No laterality
problems {p benzoyl peroxide adverse reaction},292661007 | Benzoyl peroxide adverse reaction (disorder),Positive,Confirmed,No laterality
mosaic trisomy 14 syndrome {p phencyclidine dependence in remission} pseudoophthalmoplegia,425841004 | Phencyclidine dependence in remission (disorder),Positive,Confirmed,No laterality
romano-ward syndrome {p traumatic arthropathy of shoulder} vasodilator adverse reaction,201941004 | Traumatic arthropathy of shoulder (disorder),Positive,Confirmed,No laterality
imp {p paspalum species poisoning},79103001 | Paspalum species poisoning (disorder),Positive,Confirmed,No laterality
problem list {p burn of tongue},30715007 | Burn of tongue (disorder),Positive,Confirmed,No laterality
cervical plexopathy {p gonad postablative failure} gomphrena celosiodes poisoning,286918006 | Gonad postablative failure (disorder),Positive,Confirmed,No laterality
oculofaciocardiodental syndrome {p sacral arthritis} idiopathic atrophic hypothyroidism,429555005 | Sacral arthritis (disorder),Positive,Confirmed,No laterality
embryofetopathy caused by indomethacin {p forearm sprain} idiopathic gingival fibromatosis,262990008 | Forearm sprain (disorder),Positive,Confirmed,No laterality
diagnosis {p congenital obstruction of urethra},48980001 | Congenital obstruction of urethra (disorder),Positive,Confirmed,No laterality
problem list {p malignant tumor of myocardium},363437005 | Malignant tumor of myocardium (disorder),Positive,Confirmed,No laterality
"chronic mental disorder {p nevus comedonicus} abrasion, buttock",35962006 | Nevus comedonicus (disorder),Positive,Confirmed,No laterality
thyrotoxic crisis {p erionite pneumoconiosis} intentional acetylcholine poisoning,233750003 | Erionite pneumoconiosis (disorder),Positive,Confirmed,No laterality
pericardial effusion {p infective aortitis} accidental ergot alkaloid poisoning,312383007 | Infective aortitis (disorder),Positive,Confirmed,No laterality
impression {p neapolitan sandfly fever},240519004 | Neapolitan sandfly fever (disorder),Positive,Confirmed,No laterality
deficiency of glycine hydroxymethyltransferase {p acne of external origin} dermatitis gangrenosa infantum,402641003 | Acne of external origin (disorder),Positive,Confirmed,No laterality
kaposi's sarcoma - endemic {p acute toxic tracheobronchitis} ebullism,233799004 | Acute toxic tracheobronchitis (disorder),Positive,Confirmed,No laterality
injury of peroneal artery {p total intestinal aganglionosis} senile cardiac amyloidosis,204745000 | Total intestinal aganglionosis (disorder),Positive,Confirmed,No laterality
injury of finger {p segmental arterial mediolysis} open wound of foot,724444003 | Segmental arterial mediolysis (disorder),Positive,Confirmed,No laterality
pseudoprimary hyperaldosteronism {p disorder of back} overdose of crack cocaine,33308003 | Disorder of back (disorder),Positive,Confirmed,No laterality
enthesopathy of pelvic region {p fordyce angiokeratoma of scrotum} secondary neurosyphilis,735082004 | Fordyce angiokeratoma of scrotum (disorder),Positive,Confirmed,No laterality
crushing injury of back {p infectious lymphocytosis} pancytopenia with pancreatitis,42852008 | Infectious lymphocytosis (disorder),Positive,Confirmed,No laterality
eruption cyst of jaw {p clonorchiasis with biliary cirrhosis} ring dermoid of cornea,37688005 | Clonorchiasis with biliary cirrhosis (disorder),Positive,Confirmed,No laterality
primary dysthymia {p phenothrin adverse reaction} intentional orciprenaline poisoning,293093008 | Phenothrin adverse reaction (disorder),Positive,Confirmed,No laterality
potassium disorder {p narcotic withdrawal epilepsy} occupational erosion of teeth,230443000 | Narcotic withdrawal epilepsy (disorder),Positive,Confirmed,No laterality
"type ii paratrigeminal syndrome {p oto-palato-digital syndrome, type ii} atypical parkinsonism","42432003 | Oto-palato-digital syndrome, type II (disorder)",Positive,Confirmed,No laterality
"foreign body in vagina {p encephalitis, myelitis and encephalomyelitis} ganglion of yaws","267576008 | Encephalitis, myelitis and encephalomyelitis (disorder)",Positive,Confirmed,No laterality
benign neoplasm of maxilla {p traumatic rupture of stomach} intentional nabumetone poisoning,285800001 | Traumatic rupture of stomach (disorder),Positive,Confirmed,No laterality
subacute necrotic myelopathy {p episodic phencyclidine abuse} procainamide-induced pericarditis,145841000119107 | Episodic phencyclidine abuse (disorder),Positive,Confirmed,No laterality
problem list {p complication of neonatal circumcision},428864001 | Complication of neonatal circumcision (disorder),Positive,Confirmed,No laterality
secondary esotropia {p endometrioid carcinoma of prostate} inflammatory bowel disease,278060005 | Endometrioid carcinoma of prostate (disorder),Positive,Confirmed,No laterality
steroid purpura {p foreign body pneumonia} de lange syndrome,65141002 | Foreign body pneumonia (disorder),Positive,Confirmed,No laterality
infectious granuloma {p compulsive exhibitionism} onycholysis caused by chemical,56034001 | Compulsive exhibitionism (disorder),Positive,Confirmed,No laterality
dysfibrinogenemia {p injury of femoral artery} dermatosis caused by algae,733282009 | Injury of femoral artery (disorder),Positive,Confirmed,No laterality
"perforation of pharynx {p schizoaffective disorder, bipolar type} tendoperiostitis","38368003 | Schizoaffective disorder, bipolar type (disorder)",Positive,Confirmed,No laterality
delayed perforation of cecum {p eruptive xanthoma} etoposide overdose,238952003 | Eruptive xanthoma (disorder),Positive,Confirmed,No laterality
chronic visceral pain {p pure mitochondrial myopathy} congenital hydrocephalus,732245008 | Pure mitochondrial myopathy (disorder),Positive,Confirmed,No laterality
rhinosinusitis {p macrotia} pregnancy-induced hypertension,69056000 | Macrotia (disorder),Positive,Confirmed,No laterality
lymphangioma circumscriptum {p acute chemical bronchitis} dichorionic diamniotic triplet pregnancy,266403005 | Acute chemical bronchitis (disorder),Positive,Confirmed,No laterality
neonatal obstruction of intestine {p renal hepatic pancreatic dysplasia} diastolic hypertension,763891005 | Renal hepatic pancreatic dysplasia (disorder),Positive,Confirmed,No laterality
central serous chorioretinopathy {p subcutaneous sarcoidosis} acute bacterial sialadenitis,80941006 | Subcutaneous sarcoidosis (disorder),Positive,Confirmed,No laterality
post rubella vaccination encephalitis {p euthyroid thyroiditis} alphanaphthylthiourea toxicity,36641000119106 | Euthyroid thyroiditis (disorder),Positive,Confirmed,No laterality
early-onset neonatal sepsis {p prurigo simplex} polysomatizing disorder,55608001 | Prurigo simplex (disorder),Positive,Confirmed,No laterality
decapitation {p ulcer of nose} abscess iliopsoas non-tuberculous,80497001 | Ulcer of nose (disorder),Positive,Confirmed,No laterality
cytophagic histiocytic panniculitis {p 5q14.3 microdeletion syndrome} relaxation of diaphragm,719661007 | 5q14.3 microdeletion syndrome (disorder),Positive,Confirmed,No laterality
