text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
{p idiopathic acute pancreatitis} recovered,235943006 | Idiopathic acute pancreatitis (disorder),Historic,Confirmed,No laterality
{p poisoning caused by sulfamethoxazole} last 7 month,46759008 | Poisoning caused by sulfamethoxazole (disorder),Historic,Confirmed,No laterality
no pmh {p thromboembolic disorder},371039008 | Thromboembolic disorder (disorder),Historic,Negated,No laterality
previous history {p apo a-i marburg variant},238098000 | Apo A-I Marburg variant (disorder),Historic,Confirmed,No laterality
past medical history of {p gram positive sepsis},194394004 | Gram positive sepsis (disorder),Historic,Confirmed,No laterality
{p stricture of ileum} until 47 y o,95539004 | Stricture of ileum (disorder),Historic,Confirmed,No laterality
{p paraparesis} until aged 57,1845001 | Paraparesis (disorder),Historic,Confirmed,No laterality
{p inflammatory disorder of cartilage} while aged 4,363173007 | Inflammatory disorder of cartilage (disorder),Historic,Confirmed,No laterality
{p acute infective otitis externa} recovered,267665002 | Acute infective otitis externa (disorder),Historic,Confirmed,No laterality
{p accidental puncture of artery} prev,781126009 | Accidental puncture of artery (disorder),Historic,Confirmed,No laterality
{p acute pharyngeal candidiasis} recovered,232404007 | Acute pharyngeal candidiasis (disorder),Historic,Confirmed,No laterality
{p generalized pustular psoriasis} recovered,238612002 | Generalized pustular psoriasis (disorder),Historic,Confirmed,No laterality
{p medullary thyroid carcinoma} few yr ago,255032005 | Medullary thyroid carcinoma (disorder),Historic,Confirmed,No laterality
{p fistula from renal pelvis} few years previously,236485008 | Fistula from renal pelvis (disorder),Historic,Confirmed,No laterality
{p hypoplasia of optic disc} while age 61,373650004 | Hypoplasia of optic disc (disorder),Historic,Confirmed,No laterality
freq {p acute staphylococcal pharyngitis},195660001 | Acute staphylococcal pharyngitis (disorder),Historic,Confirmed,No laterality
{p pseudoaneurysm of arteriovenous fistula} when 24 yr o,364041000000106 | Pseudoaneurysm of arteriovenous fistula (disorder),Historic,Confirmed,No laterality
{p docusate adverse reaction} from 14 yr o,292145006 | Docusate adverse reaction (disorder),Historic,Confirmed,No laterality
{p fructose-biphosphatase deficiency} last 1 mth,28183005 | Fructose-biphosphatase deficiency (disorder),Historic,Confirmed,No laterality
no ph of {p aneurysm of femoral artery},91445000 | Aneurysm of femoral artery (disorder),Historic,Negated,No laterality
3 previous {p transitory neonatal hypoparathyroidism},31615009 | Transitory neonatal hypoparathyroidism (disorder),Historic,Confirmed,No laterality
recurrent {p tendinitis of right knee},1076621000119101 | Tendinitis of right knee (disorder),Historic,Confirmed,Right
pers history of {p gangrene of scrotum},19603004 | Gangrene of scrotum (disorder),Historic,Confirmed,No laterality
personal hist of {p senile arteriosclerosis},361132001 | Senile arteriosclerosis (disorder),Historic,Confirmed,No laterality
{p acute follicular conjunctivitis} recovered,41308008 | Acute follicular conjunctivitis (disorder),Historic,Confirmed,No laterality
{p endometriosis of pleura} prev,233651009 | Endometriosis of pleura (disorder),Historic,Confirmed,No laterality
2 prev {p acute bronchiolitis with obstruction},718004 | Acute bronchiolitis with obstruction (disorder),Historic,Confirmed,No laterality
{p kaposi sarcoma of toe} prev,16699241000119100 | Kaposi sarcoma of toe (disorder),Historic,Confirmed,No laterality
{p acute pure sensory neuropathy} recovered,783244002 | Acute pure sensory neuropathy (disorder),Historic,Confirmed,No laterality
pers hist of {p ambulatory plague},186287003 | Ambulatory plague (disorder),Historic,Confirmed,No laterality
{p gradenigo's syndrome} at age 17,37936001 | Gradenigo's syndrome (disorder),Historic,Confirmed,No laterality
no previous hist {p epilepsy telangiectasia syndrome},733032006 | Epilepsy telangiectasia syndrome (disorder),Historic,Negated,No laterality
{p laceration of breast} when 10 y old,283376000 | Laceration of breast (disorder),Historic,Confirmed,No laterality
never had {p arthritis of right elbow},1074701000119105 | Arthritis of right elbow (disorder),Historic,Negated,Right
no ph of {p spindle shaped torus palatinus},699219002 | Spindle shaped torus palatinus (disorder),Historic,Negated,No laterality
several {p acute tracheitis},26650005 | Acute tracheitis (disorder),Historic,Confirmed,No laterality
no ph of {p acquired pelvic obliquity},423261004 | Acquired pelvic obliquity (disorder),Historic,Negated,No laterality
{p lichen simplex chronicus} when age 17,53891004 | Lichen simplex chronicus (disorder),Historic,Confirmed,No laterality
{p coxsackie myocarditis} few yr back,37217002 | Coxsackie myocarditis (disorder),Historic,Confirmed,No laterality
3 previous {p acute infectious disease},63171007 | Acute infectious disease (disorder),Historic,Confirmed,No laterality
{p secondary syphilis} last 4 month,240557004 | Secondary syphilis (disorder),Historic,Confirmed,No laterality
{p animal bite of forearm} a few years previously,283807001 | Animal bite of forearm (disorder),Historic,Confirmed,No laterality
recurrent {p acute disorder of ear},127344002 | Acute disorder of ear (disorder),Historic,Confirmed,No laterality
{p metal pneumoconiosis} in the past,233751004 | Metal pneumoconiosis (disorder),Historic,Confirmed,No laterality
no hx {p porokeratosis},400080004 | Porokeratosis (disorder),Historic,Negated,No laterality
2 prev {p acute osteomyelitis of hip},287052003 | Acute osteomyelitis of hip (disorder),Historic,Confirmed,No laterality
no ph of {p cocaine-induced anxiety disorder},51493001 | Cocaine-induced anxiety disorder (disorder),Historic,Negated,No laterality
{p chylopericardium} upto 70 yr old,233890005 | Chylopericardium (disorder),Historic,Confirmed,No laterality
{p intravenous leiomyomatosis} few yrs previously,254883003 | Intravenous leiomyomatosis (disorder),Historic,Confirmed,No laterality
{p lipoma of stomach} in the past,695751021000132104 | Lipoma of stomach (disorder),Historic,Confirmed,No laterality
prev {p polyarticular acute primary gout},1153331004 | Polyarticular acute primary gout (disorder),Historic,Confirmed,No laterality
3 prev {p acute gout},770924008 | Acute gout (disorder),Historic,Confirmed,No laterality
past medical hist {p bursitis of pelvic region},239992008 | Bursitis of pelvic region (disorder),Historic,Confirmed,No laterality
{p stab wound of face} while aged 43,283449001 | Stab wound of face (disorder),Historic,Confirmed,No laterality
previously {p acute eczematoid otitis externa},54272002 | Acute eczematoid otitis externa (disorder),Historic,Confirmed,No laterality
{p chronic ischemic enteritis} in the past,73235004 | Chronic ischemic enteritis (disorder),Historic,Confirmed,No laterality
{p addison's disease} previously,363732003 | Addison's disease (disorder),Historic,Confirmed,No laterality
no pmh {p organic personality disorder},36217008 | Organic personality disorder (disorder),Historic,Negated,No laterality
no prev history {p cyst of lung},275504005 | Cyst of lung (disorder),Historic,Negated,No laterality
{p discoid lateral meniscus} last 3 month,202099003 | Discoid lateral meniscus (disorder),Historic,Confirmed,No laterality
{p acute bronchiolitis with bronchospasm} recovered,15199004 | Acute bronchiolitis with bronchospasm (disorder),Historic,Confirmed,No laterality
{p acute systolic heart failure} recovered,443254009 | Acute systolic heart failure (disorder),Historic,Confirmed,No laterality
{p acute secondary syphilitic meningitis} recovered,186863009 | Acute secondary syphilitic meningitis (disorder),Historic,Confirmed,No laterality
1 previous {p acute edema blisters},403177004 | Acute edema blisters (disorder),Historic,Confirmed,No laterality
not had {p cowperitis},44741008 | Cowperitis (disorder),Historic,Negated,No laterality
{p malignant neoplasm of eyelid} prev,231829006 | Malignant neoplasm of eyelid (disorder),Historic,Confirmed,No laterality
{p secondary congenital megacolon} from 50 y old,197140007 | Secondary congenital megacolon (disorder),Historic,Confirmed,No laterality
past medical hx {p massive ovarian edema},704190008 | Massive ovarian edema (disorder),Historic,Confirmed,No laterality
{p postoperative wound cellulitis} at 50 y of age,781192001 | Postoperative wound cellulitis (disorder),Historic,Confirmed,No laterality
{p self inflicted injury} last 1 months,276853009 | Self inflicted injury (disorder),Historic,Confirmed,No laterality
{p blount disease} while aged 5,880067009 | Blount disease (disorder),Historic,Confirmed,No laterality
freq {p thunderstorm asthma},829976001 | Thunderstorm asthma (disorder),Historic,Confirmed,No laterality
{p hypertriglyceridemia} in the past,302870006 | Hypertriglyceridemia (disorder),Historic,Confirmed,No laterality
{p oral estradiol adverse reaction} until 45 yr old,293245007 | Oral estradiol adverse reaction (disorder),Historic,Confirmed,No laterality
previous hx of {p myopathy in myasthenia gravis},230687001 | Myopathy in myasthenia gravis (disorder),Historic,Confirmed,No laterality
no previous hx of {p multiple intraepidermal squamous carcinomata},403888008 | Multiple intraepidermal squamous carcinomata (disorder),Historic,Negated,No laterality
no ph of {p straddling right atrioventricular valve},253463003 | Straddling right atrioventricular valve (disorder),Historic,Negated,No laterality
{p thyroid region sprain} prev,209793009 | Thyroid region sprain (disorder),Historic,Confirmed,No laterality
{p acquired coxa valga} last 11 month,16979000 | Acquired coxa valga (disorder),Historic,Confirmed,No laterality
recurrent {p acute alcoholic liver disease},9953008 | Acute alcoholic liver disease (disorder),Historic,Confirmed,No laterality
previous {p cow's milk protein-induced anaphylaxis},241936009 | Cow's milk protein-induced anaphylaxis (disorder),Historic,Confirmed,No laterality
{p brassica napus poisoning} upto age 21,26431002 | Brassica napus poisoning (disorder),Historic,Confirmed,No laterality
{p developmental language disorder} at 13 yr of age,280032002 | Developmental language disorder (disorder),Historic,Confirmed,No laterality
past medical history of {p cole-carpenter dysplasia},389199001 | Cole-Carpenter dysplasia (disorder),Historic,Confirmed,No laterality
{p degloving injury scrotum} until age 44,210432004 | Degloving injury scrotum (disorder),Historic,Confirmed,No laterality
{p creosote poisoning} in the past,85871000 | Creosote poisoning (disorder),Historic,Confirmed,No laterality
no pers hist of {p postoperative wound infection-superficial},213287000 | Postoperative wound infection-superficial (disorder),Historic,Negated,No laterality
{p secondary paroxysmal cold hemoglobinuria} prev,50253007 | Secondary paroxysmal cold hemoglobinuria (disorder),Historic,Confirmed,No laterality
{p koro} prev,65179007 | Koro (disorder),Historic,Confirmed,No laterality
2 prev {p healthcare associated pertussis},408682005 | Healthcare associated pertussis (disorder),Historic,Confirmed,No laterality
4 prev {p acute gonococcal urethritis},29864006 | Acute gonococcal urethritis (disorder),Historic,Confirmed,No laterality
{p chlormethiazole adverse reaction} last 1 month,292370002 | Chlormethiazole adverse reaction (disorder),Historic,Confirmed,No laterality
{p family loganiaceae poisoning} few yrs back,123914008 | Family loganiaceae poisoning (disorder),Historic,Confirmed,No laterality
no pmh of {p atrophic nonunion of fracture},203500008 | Atrophic nonunion of fracture (disorder),Historic,Negated,No laterality
1 prev {p acute pulmonary african histoplasmosis},240741002 | Acute pulmonary African histoplasmosis (disorder),Historic,Confirmed,No laterality
prev hx of {p accidental cephaloridine poisoning},291636006 | Accidental cephaloridine poisoning (disorder),Historic,Confirmed,No laterality
{p spontaneous dislocation of lens} when 16 years old,231979008 | Spontaneous dislocation of lens (disorder),Historic,Confirmed,No laterality
previous hx of {p thyroid-associated dermopathy},237825005 | Thyroid-associated dermopathy (disorder),Historic,Confirmed,No laterality
{p autosomal systemic lupus erythematosus} some time prev,773333003 | Autosomal systemic lupus erythematosus (disorder),Historic,Confirmed,No laterality
past hist of {p congenital transverse mandibular hyperplasia},109519006 | Congenital transverse mandibular hyperplasia (disorder),Historic,Confirmed,No laterality
{p congenital cubitus varus} prev,20834007 | Congenital cubitus varus (disorder),Historic,Confirmed,No laterality
{p corneal subepithelial haze} upto 62 yrs o,413921009 | Corneal subepithelial haze (disorder),Historic,Confirmed,No laterality
{p subluxation of costovertebral joint} at age 33,263034006 | Subluxation of costovertebral joint (disorder),Historic,Confirmed,No laterality
personal hist {p hypertrophic oral lichen planus},238664008 | Hypertrophic oral lichen planus (disorder),Historic,Confirmed,No laterality
no pmh {p chondrocalcinosis of right ankle},1074181000119103 | Chondrocalcinosis of right ankle (disorder),Historic,Negated,Right
4 previous {p acute disseminated encephalomyelitis},83942000 | Acute disseminated encephalomyelitis (disorder),Historic,Confirmed,No laterality
{p silent micro-hemorrhage of brain} when aged 5,723857007 | Silent micro-hemorrhage of brain (disorder),Historic,Confirmed,No laterality
no past hx of {p harmful use of analgesic},1094121000000103 | Harmful use of analgesic (disorder),Historic,Negated,No laterality
2 previous {p acute insomnia},762348004 | Acute insomnia (disorder),Historic,Confirmed,No laterality
past hist of {p mitozantrone poisoning},290656000 | Mitozantrone poisoning (disorder),Historic,Confirmed,No laterality
had {p acute lymphangitis of chin},41789000 | Acute lymphangitis of chin (disorder),Historic,Confirmed,No laterality
{p pheochromocytoma} in the past,302835009 | Pheochromocytoma (disorder),Historic,Confirmed,No laterality
{p rutland ciliary disorientation syndrome} when 24 yrs of age,233667003 | Rutland ciliary disorientation syndrome (disorder),Historic,Confirmed,No laterality
{p mitral cusp prolapse} at 59 years old,250989005 | Mitral cusp prolapse (disorder),Historic,Confirmed,No laterality
{p moderate persistent asthma} prev,427295004 | Moderate persistent asthma (disorder),Historic,Confirmed,No laterality
not had {p contusion of cranial nerve},262957008 | Contusion of cranial nerve (disorder),Historic,Negated,No laterality
previously {p acute upper respiratory infection},54398005 | Acute upper respiratory infection (disorder),Historic,Confirmed,No laterality
personal hx of {p intraosseous lipoma},699538007 | Intraosseous lipoma (disorder),Historic,Confirmed,No laterality
1 prev {p transient synovitis},202924004 | Transient synovitis (disorder),Historic,Confirmed,No laterality
no past hist of {p esthiomene},272262003 | Esthiomene (disorder),Historic,Negated,No laterality
no pmh {p neutropaenic enterocolitis},240358005 | Neutropaenic enterocolitis (disorder),Historic,Negated,No laterality
{p inhalational anesthetic overdose} upto aged 18,295524003 | Inhalational anesthetic overdose (disorder),Historic,Confirmed,No laterality
{p injury of rectum} last 2 mths,125635006 | Injury of rectum (disorder),Historic,Confirmed,No laterality
several {p acute transudative otitis media},35183001 | Acute transudative otitis media (disorder),Historic,Confirmed,No laterality
pers hist of {p stomach dysfunction following gastrostomy},5221000119100 | Stomach dysfunction following gastrostomy (disorder),Historic,Confirmed,No laterality
{p lye causing toxic effect} a few years prev,212836002 | Lye causing toxic effect (disorder),Historic,Confirmed,No laterality
2 previous {p curling's ulcer},39755000 | Curling's ulcer (disorder),Historic,Confirmed,No laterality
no ph of {p benzylpenicillin adverse reaction},292961009 | Benzylpenicillin adverse reaction (disorder),Historic,Negated,No laterality
{p neoplasm of lower gum} when 9 years o,126794008 | Neoplasm of lower gum (disorder),Historic,Confirmed,No laterality
2 prev {p acute gonococcal seminal vesiculitis},65049003 | Acute gonococcal seminal vesiculitis (disorder),Historic,Confirmed,No laterality
pers history {p mandibular actinomycosis},240440000 | Mandibular actinomycosis (disorder),Historic,Confirmed,No laterality
{p hereditary diffuse crescentic glomerulonephritis} recovered,367521000119108 | Hereditary diffuse crescentic glomerulonephritis (disorder),Historic,Confirmed,No laterality
{p schistosoma mansoni infection} while aged 31,750009 | Schistosoma mansoni infection (disorder),Historic,Confirmed,No laterality
{p generalized convulsive epilepsy} last 3 months,65120008 | Generalized convulsive epilepsy (disorder),Historic,Confirmed,No laterality
no pmh {p vasculitis of mesenteric artery},721664001 | Vasculitis of mesenteric artery (disorder),Historic,Negated,No laterality
{p bursitis of finger} previously,426845002 | Bursitis of finger (disorder),Historic,Confirmed,No laterality
several {p acute osteomyelitis},409780002 | Acute osteomyelitis (disorder),Historic,Confirmed,No laterality
{p kynureninase deficiency} until 69 yrs old,72945002 | Kynureninase deficiency (disorder),Historic,Confirmed,No laterality
{p acute infectious nonbacterial gastroenteritis} previously,359613008 | Acute infectious nonbacterial gastroenteritis (disorder),Historic,Confirmed,No laterality
not had {p pellet wound of calf},283587007 | Pellet wound of calf (disorder),Historic,Negated,No laterality
{p rhabdomyomatous neoplasm} while aged 42,402877008 | Rhabdomyomatous neoplasm (disorder),Historic,Confirmed,No laterality
personal hist {p spinocerebellar ataxia type 19},719251009 | Spinocerebellar ataxia type 19 (disorder),Historic,Confirmed,No laterality
{p episodic flashbacks} while 41 years of age,416714005 | Episodic flashbacks (disorder),Historic,Confirmed,No laterality
4 previous {p acute myocardial infarction},57054005 | Acute myocardial infarction (disorder),Historic,Confirmed,No laterality
{p acute hyperglycemia} recovered,237623001 | Acute hyperglycemia (disorder),Historic,Confirmed,No laterality
{p intentional nefazodone poisoning} until 24 years of age,290899007 | Intentional nefazodone poisoning (disorder),Historic,Confirmed,No laterality
{p open wound of scalp} prev,210323002 | Open wound of scalp (disorder),Historic,Confirmed,No laterality
{p muscular rheumatism} until aged 32,203102006 | Muscular rheumatism (disorder),Historic,Confirmed,No laterality
{p ankle joint ankylosis} in the past,202318002 | Ankle joint ankylosis (disorder),Historic,Confirmed,No laterality
no personal hist {p congenital arteriovenous malformation},234141001 | Congenital arteriovenous malformation (disorder),Historic,Negated,No laterality
"prev {p acute paralytic poliomyelitis, vaccine-associated}","186478009 | Acute paralytic poliomyelitis, vaccine-associated (disorder)",Historic,Confirmed,No laterality
several {p acute viral sialadenitis},235122006 | Acute viral sialadenitis (disorder),Historic,Confirmed,No laterality
"1 prev {p drug-induced dyskinesia, acute onset}","93433003 | Drug-induced dyskinesia, acute onset (disorder)",Historic,Confirmed,No laterality
not had {p latamoxef poisoning},291576006 | Latamoxef poisoning (disorder),Historic,Negated,No laterality
{p intestinal lymphangiectasis} from 25 yr of age,197260007 | Intestinal lymphangiectasis (disorder),Historic,Confirmed,No laterality
{p paroxysmal tachycardia} recovered,12026006 | Paroxysmal tachycardia (disorder),Historic,Confirmed,No laterality
{p urhidrosis} few yrs prev,1981004 | Urhidrosis (disorder),Historic,Confirmed,No laterality
{p clomipramine adverse reaction} some time previously,292288007 | Clomipramine adverse reaction (disorder),Historic,Confirmed,No laterality
3 previous {p acute infection of pinna},56663002 | Acute infection of pinna (disorder),Historic,Confirmed,No laterality
{p guillain-barré syndrome} recovered,40956001 | Guillain-Barré syndrome (disorder),Historic,Confirmed,No laterality
{p sulfacetamide adverse reaction} when 66 years of age,293046001 | Sulfacetamide adverse reaction (disorder),Historic,Confirmed,No laterality
{p typhus group rickettsial disease} last 10 mth,240613006 | Typhus group rickettsial disease (disorder),Historic,Confirmed,No laterality
no personal hx {p superficial frostbite of neck},212917008 | Superficial frostbite of neck (disorder),Historic,Negated,No laterality
{p pigmented scar} until 55 yr of age,239174004 | Pigmented scar (disorder),Historic,Confirmed,No laterality
{p aplasia of patella} last 5 mth,737219008 | Aplasia of patella (disorder),Historic,Confirmed,No laterality
{p oxyphenbutazone adverse reaction} prev,292085003 | Oxyphenbutazone adverse reaction (disorder),Historic,Confirmed,No laterality
{p breast infection} until aged 47,198108005 | Breast infection (disorder),Historic,Confirmed,No laterality
{p third degree uterine prolapse} while 9 y of age,63871009 | Third degree uterine prolapse (disorder),Historic,Confirmed,No laterality
several {p post-renal renal failure},301814009 | Post-renal renal failure (disorder),Historic,Confirmed,No laterality
previous hx of {p malignant hypertensive renal disease},65443008 | Malignant hypertensive renal disease (disorder),Historic,Confirmed,No laterality
{p acrofacial dysostosis rodriguez type} last 6 month,720430002 | Acrofacial dysostosis Rodriguez type (disorder),Historic,Confirmed,No laterality
{p strain of achilles tendon} from 10 years old,22817005 | Strain of Achilles tendon (disorder),Historic,Confirmed,No laterality
{p octoxinol adverse reaction} while aged 55,292707001 | Octoxinol adverse reaction (disorder),Historic,Confirmed,No laterality
previously {p acute insomnia},762348004 | Acute insomnia (disorder),Historic,Confirmed,No laterality
1 prev {p acute disease of eye},127343008 | Acute disease of eye (disorder),Historic,Confirmed,No laterality
{p setaria lutescens poisoning} few yr back,73612008 | Setaria lutescens poisoning (disorder),Historic,Confirmed,No laterality
{p elective abortion} upto age 21,18391007 | Elective abortion (disorder),Historic,Confirmed,No laterality
{p heparin adverse reaction} prev,293334006 | Heparin adverse reaction (disorder),Historic,Confirmed,No laterality
2 prev {p aspirin exacerbated respiratory disease},10692681000119108 | Aspirin exacerbated respiratory disease (disorder),Historic,Confirmed,No laterality
prev {p acute uterine inflammatory disease},198180000 | Acute uterine inflammatory disease (disorder),Historic,Confirmed,No laterality
no pmh of {p zalcitabine adverse reaction},292833004 | Zalcitabine adverse reaction (disorder),Historic,Negated,No laterality
"{p renal glucosuria, type o} some time previously","39734002 | Renal glucosuria, type O (disorder)",Historic,Confirmed,No laterality
{p acute pneumothorax} recovered,84437006 | Acute pneumothorax (disorder),Historic,Confirmed,No laterality
{p fulminant amebic colitis} recovered,235748008 | Fulminant amebic colitis (disorder),Historic,Confirmed,No laterality
{p solitary arterial trunk} last 6 mth,253305008 | Solitary arterial trunk (disorder),Historic,Confirmed,No laterality
no hist of {p ataxia-telangiectasia-like disorder},700058006 | Ataxia-telangiectasia-like disorder (disorder),Historic,Negated,No laterality
{p acute sarcoid polymyositis} recovered,234529004 | Acute sarcoid polymyositis (disorder),Historic,Confirmed,No laterality
{p acute widespread myocardial infarction} recovered,233835003 | Acute widespread myocardial infarction (disorder),Historic,Confirmed,No laterality
no pers history {p congenital myogenic ptosis},314508003 | Congenital myogenic ptosis (disorder),Historic,Negated,No laterality
{p congenital bent humerus} while aged 22,92982000 | Congenital bent humerus (disorder),Historic,Confirmed,No laterality
frequent {p acute lymphangitis of hip},60777000 | Acute lymphangitis of hip (disorder),Historic,Confirmed,No laterality
no past hist {p nepuyo virus disease},74342009 | Nepuyo virus disease (disorder),Historic,Negated,No laterality
prev hx of {p unicuspid pulmonary valve},253598002 | Unicuspid pulmonary valve (disorder),Historic,Confirmed,No laterality
{p acute heart disease} recovered,127337006 | Acute heart disease (disorder),Historic,Confirmed,No laterality
{p acute infantile eczema} previously,11011007 | Acute infantile eczema (disorder),Historic,Confirmed,No laterality
no past hist of {p acute pure sensory neuropathy},783244002 | Acute pure sensory neuropathy (disorder),Historic,Negated,No laterality
{p pneumonia caused by pseudomonas} prev,41381004 | Pneumonia caused by Pseudomonas (disorder),Historic,Confirmed,No laterality
{p deficiency of 3-hydroxyisobutyrate dehydrogenase} previously,124119008 | Deficiency of 3-hydroxyisobutyrate dehydrogenase (disorder),Historic,Confirmed,No laterality
{p acute necrosis of pancreas} recovered,15528006 | Acute necrosis of pancreas (disorder),Historic,Confirmed,No laterality
previous hist {p uveal prolapse},416297003 | Uveal prolapse (disorder),Historic,Confirmed,No laterality
frequent {p acute culture positive cystitis},236702008 | Acute culture positive cystitis (disorder),Historic,Confirmed,No laterality
{p poisoning caused by metformin} when 8 years old,241747006 | Poisoning caused by metformin (disorder),Historic,Confirmed,No laterality
no past hist {p anemia caused by lead},36919001 | Anemia caused by lead (disorder),Historic,Negated,No laterality
{p x-linked hyper-immunoglobulin m syndrome} last 1 month,403835002 | X-linked hyper-immunoglobulin M syndrome (disorder),Historic,Confirmed,No laterality
{p secondary dysthymia late onset} prev,36170009 | Secondary dysthymia late onset (disorder),Historic,Confirmed,No laterality
"no pmh of {p closed injury, musculocutaneous nerve}","212275000 | Closed injury, musculocutaneous nerve (disorder)",Historic,Negated,No laterality
{p infection caused by gnathostoma} few years prev,44086001 | Infection caused by Gnathostoma (disorder),Historic,Confirmed,No laterality
{p acute cutaneous lupus erythematosus} recovered,838359008 | Acute cutaneous lupus erythematosus (disorder),Historic,Confirmed,No laterality
{p congenital thrombocytopenia} some time previously,737221003 | Congenital thrombocytopenia (disorder),Historic,Confirmed,No laterality
4 prev {p acute osteomyelitis},409780002 | Acute osteomyelitis (disorder),Historic,Confirmed,No laterality
{p mayaro fever} at age 29,9164007 | Mayaro fever (disorder),Historic,Confirmed,No laterality
pers hx {p accidental promazine overdose},296234000 | Accidental promazine overdose (disorder),Historic,Confirmed,No laterality
no pers history of {p nuclear cataract},53889007 | Nuclear cataract (disorder),Historic,Negated,No laterality
2 prev {p acute skin disorder},127334004 | Acute skin disorder (disorder),Historic,Confirmed,No laterality
{p vinblastine poisoning} at age 46,290761007 | Vinblastine poisoning (disorder),Historic,Confirmed,No laterality
{p congenital hourglass stomach} upto age 15,62058003 | Congenital hourglass stomach (disorder),Historic,Confirmed,No laterality
4 previous {p pulmonary renal syndrome},236432001 | Pulmonary renal syndrome (disorder),Historic,Confirmed,No laterality
{p bone marrow hyperplasia} last 6 months,10138007 | Bone marrow hyperplasia (disorder),Historic,Confirmed,No laterality
{p contusion of esophagus} in the past,262791003 | Contusion of esophagus (disorder),Historic,Confirmed,No laterality
{p sunburn of third degree} recovered,200835003 | Sunburn of third degree (disorder),Historic,Confirmed,No laterality
{p phytolacca species poisoning} when age 14,60622002 | Phytolacca species poisoning (disorder),Historic,Confirmed,No laterality
previous {p sudden cardiac death},95281009 | Sudden cardiac death (disorder),Historic,Confirmed,No laterality
no personal hist of {p traumatic ulceration of tongue},12779007 | Traumatic ulceration of tongue (disorder),Historic,Negated,No laterality
3 prev {p crescentic glomerulonephritis},236398000 | Crescentic glomerulonephritis (disorder),Historic,Confirmed,No laterality
no pmh of {p cystic duct stump syndrome},129587006 | Cystic duct stump syndrome (disorder),Historic,Negated,No laterality
{p aluminum bone disease} at 26 y of age,236547007 | Aluminum bone disease (disorder),Historic,Confirmed,No laterality
{p deformity of chest wall} at aged 33,448488004 | Deformity of chest wall (disorder),Historic,Confirmed,No laterality
1 previous {p acute drug-induced renal failure},236429004 | Acute drug-induced renal failure (disorder),Historic,Confirmed,No laterality
{p boil of scrotum} a few years prev,12864009 | Boil of scrotum (disorder),Historic,Confirmed,No laterality
{p reactive arthropathy of hip} few yr previously,201567003 | Reactive arthropathy of hip (disorder),Historic,Confirmed,No laterality
{p acute necrotizing pancreatitis} recovered,7881005 | Acute necrotizing pancreatitis (disorder),Historic,Confirmed,No laterality
{p acute bloody pericarditis} recovered,176401009 | Acute bloody pericarditis (disorder),Historic,Confirmed,No laterality
1 prev {p acute mucopurulent conjunctivitis},267642007 | Acute mucopurulent conjunctivitis (disorder),Historic,Confirmed,No laterality
{p central pontine myelinolysis} until 2 yr old,6807001 | Central pontine myelinolysis (disorder),Historic,Confirmed,No laterality
past medical hist {p hypomania},231496004 | Hypomania (disorder),Historic,Confirmed,No laterality
{p factitial panniculitis} few years back,238884009 | Factitial panniculitis (disorder),Historic,Confirmed,No laterality
{p severe aortic valve regurgitation} while aged 3,838546001 | Severe aortic valve regurgitation (disorder),Historic,Confirmed,No laterality
{p intentional ferrous sulfate poisoning} last 5 mths,291913004 | Intentional ferrous sulfate poisoning (disorder),Historic,Confirmed,No laterality
{p superficial injury of anus} last 10 mths,448071000 | Superficial injury of anus (disorder),Historic,Confirmed,No laterality
{p accidental procarbazine overdose} from age 19,295748005 | Accidental procarbazine overdose (disorder),Historic,Confirmed,No laterality
{p ganglion of wrist} until 27 yrs old,202942009 | Ganglion of wrist (disorder),Historic,Confirmed,No laterality
{p familial acute necrotizing encephalopathy} from age 18,723359002 | Familial acute necrotizing encephalopathy (disorder),Historic,Confirmed,No laterality
no prev history {p brachydactyly type a6},715722003 | Brachydactyly type A6 (disorder),Historic,Negated,No laterality
{p sea-urchin granuloma} few yrs back,402380000 | Sea-urchin granuloma (disorder),Historic,Confirmed,No laterality
never had {p mild postnatal psychosis},237351003 | Mild postnatal psychosis (disorder),Historic,Negated,No laterality
{p joint capsule rupture} last 11 months,263001009 | Joint capsule rupture (disorder),Historic,Confirmed,No laterality
{p pitt hopkins-like syndrome} upto age 25,773699009 | Pitt Hopkins-like syndrome (disorder),Historic,Confirmed,No laterality
previously {p acute retinal necrosis},231986000 | Acute retinal necrosis (disorder),Historic,Confirmed,No laterality
4 prev {p acute gonococcal prostatitis},111806005 | Acute gonococcal prostatitis (disorder),Historic,Confirmed,No laterality
prev {p acute radiation nephritis},236524006 | Acute radiation nephritis (disorder),Historic,Confirmed,No laterality
{p varicocele} upto 3 y o,51070004 | Varicocele (disorder),Historic,Confirmed,No laterality
{p epidemic gastroenteritis} recovered,707222009 | Epidemic gastroenteritis (disorder),Historic,Confirmed,No laterality
"{p folate deficiency anemia, drug-induced} at age 34","191148006 | Folate deficiency anemia, drug-induced (disorder)",Historic,Confirmed,No laterality
{p syringoencephalomyelia} prev,6607004 | Syringoencephalomyelia (disorder),Historic,Confirmed,No laterality
3 previous {p acute calcific periarthritis},11023001 | Acute calcific periarthritis (disorder),Historic,Confirmed,No laterality
{p acute osteomyelitis of femur} recovered,203170004 | Acute osteomyelitis of femur (disorder),Historic,Confirmed,No laterality
