text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
worried about {p epidermal burn of eyelid},287132002 | Epidermal burn of eyelid (disorder),Irrelevant,Confirmed,No laterality
brother had {p open dislocation of vertebra},88743001 | Open dislocation of vertebra (disorder),Irrelevant,Confirmed,No laterality
spouse feels {p herpes zoster conjunctivitis},410509003 | Herpes zoster conjunctivitis (disorder),Irrelevant,Confirmed,No laterality
family hist {p oral lichenoid reaction},235050008 | Oral lichenoid reaction (disorder),Irrelevant,Confirmed,No laterality
risk of {p kimura's disease},399894006 | Kimura's disease (disorder),Irrelevant,Confirmed,No laterality
mother has {p crush injury clavicular region},283857009 | Crush injury clavicular region (disorder),Irrelevant,Confirmed,No laterality
concerned about {p carbuncle of thigh},65208005 | Carbuncle of thigh (disorder),Irrelevant,Confirmed,No laterality
fhx {p rotated penis},253850004 | Rotated penis (disorder),Irrelevant,Confirmed,No laterality
friend feels {p periostitis of forearm},23640001 | Periostitis of forearm (disorder),Irrelevant,Confirmed,No laterality
uncle feels {p mammary duct ectasia},22049009 | Mammary duct ectasia (disorder),Irrelevant,Confirmed,No laterality
aunt suffers from {p myotonia fluctuans},715788001 | Myotonia fluctuans (disorder),Irrelevant,Confirmed,No laterality
husbands has {p monocytic leukemoid reaction},29789008 | Monocytic leukemoid reaction (disorder),Irrelevant,Confirmed,No laterality
family had {p aplasia of parathyroid gland},702614000 | Aplasia of parathyroid gland (disorder),Irrelevant,Confirmed,No laterality
fear of {p subacute neuronopathic gaucher's disease},5963005 | Subacute neuronopathic Gaucher's disease (disorder),Irrelevant,Confirmed,No laterality
brothers {p tuberculosis of colon},301836007 | Tuberculosis of colon (disorder),Irrelevant,Confirmed,No laterality
dept of {p partial androgen insensitivity syndrome},122811000119101 | Partial androgen insensitivity syndrome (disorder),Irrelevant,Confirmed,No laterality
uncle feels {p accidental vinblastine poisoning},290762000 | Accidental vinblastine poisoning (disorder),Irrelevant,Confirmed,No laterality
father {p arthrofibrosis of left elbow},16097601000119102 | Arthrofibrosis of left elbow (disorder),Irrelevant,Confirmed,Left
grandparent {p mucopurulent conjunctivitis},243462001 | Mucopurulent conjunctivitis (disorder),Irrelevant,Confirmed,No laterality
partner feels {p arteriovenous malformation of liver},84150000 | Arteriovenous malformation of liver (disorder),Irrelevant,Confirmed,No laterality
family member has {p anterior tibial compartment syndrome},12694001 | Anterior tibial compartment syndrome (disorder),Irrelevant,Confirmed,No laterality
discussion about {p barotraumatic eustachian tube dysfunction},232259009 | Barotraumatic Eustachian tube dysfunction (disorder),Irrelevant,Confirmed,No laterality
sister feels {p postoperative mechanical intestinal obstruction},235822009 | Postoperative mechanical intestinal obstruction (disorder),Irrelevant,Confirmed,No laterality
worried about {p ectactic vein},234128000 | Ectactic vein (disorder),Irrelevant,Confirmed,No laterality
family history of {p choline deficiency},238113006 | Choline deficiency (disorder),Irrelevant,Confirmed,No laterality
grandmother feels {p ganglioneuroblastoma},116381000119105 | Ganglioneuroblastoma (disorder),Irrelevant,Confirmed,No laterality
wife has {p menstrual migraine},23186000 | Menstrual migraine (disorder),Irrelevant,Confirmed,No laterality
risk of {p gastrointestinal mucormycosis},187101004 | Gastrointestinal mucormycosis (disorder),Irrelevant,Confirmed,No laterality
fhx {p atrial arrhythmia},17366009 | Atrial arrhythmia (disorder),Irrelevant,Confirmed,No laterality
brother feels {p secondary pulmonary hypertension},88223008 | Secondary pulmonary hypertension (disorder),Irrelevant,Confirmed,No laterality
wife has {p intentional fluspirilene overdose},296202009 | Intentional fluspirilene overdose (disorder),Irrelevant,Confirmed,No laterality
fear of {p diphenylbutylpiperidine overdose},296195005 | Diphenylbutylpiperidine overdose (disorder),Irrelevant,Confirmed,No laterality
discussed {p hemorrhage of jejunum},712509002 | Hemorrhage of jejunum (disorder),Irrelevant,Confirmed,No laterality
family member feels {p malignant tumor of myocardium},363437005 | Malignant tumor of myocardium (disorder),Irrelevant,Confirmed,No laterality
husband had {p labile diastolic hypertension},65518004 | Labile diastolic hypertension (disorder),Irrelevant,Confirmed,No laterality
fear of {p combined immunodeficiency disease},442459007 | Combined immunodeficiency disease (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p visceral epilepsy},2198002 | Visceral epilepsy (disorder),Irrelevant,Confirmed,No laterality
family history of {p accidental amphotericin b poisoning},291429000 | Accidental amphotericin B poisoning (disorder),Irrelevant,Confirmed,No laterality
grandfather feels {p perirenal pseudocyst},370488005 | Perirenal pseudocyst (disorder),Irrelevant,Confirmed,No laterality
daughter {p salmon poisoning disease},111842002 | Salmon poisoning disease (disorder),Irrelevant,Confirmed,No laterality
daughter {p glaucoma with intraocular hemorrhage},232087009 | Glaucoma with intraocular hemorrhage (disorder),Irrelevant,Confirmed,No laterality
sister has {p anterolateral muscle band},263944006 | Anterolateral muscle band (disorder),Irrelevant,Confirmed,No laterality
partner has {p open volar barton's fracture},208342009 | Open volar Barton's fracture (disorder),Irrelevant,Confirmed,No laterality
concerned about {p mucopolysaccharidosis type ii},70737009 | Mucopolysaccharidosis type II (disorder),Irrelevant,Confirmed,No laterality
{p xerostomia} risk assessment,87715008 | Xerostomia (disorder),Irrelevant,Confirmed,No laterality
grandparent has {p arylcyclohexylamine-induced organic mental disorder},310202009 | Arylcyclohexylamine-induced organic mental disorder (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p lyme keratitis},410474007 | Lyme keratitis (disorder),Irrelevant,Confirmed,No laterality
father {p fibromyositis},24693007 | Fibromyositis (disorder),Irrelevant,Confirmed,No laterality
concerned about {p autosomal recessive centronuclear myopathy},240081004 | Autosomal recessive centronuclear myopathy (disorder),Irrelevant,Confirmed,No laterality
friend feels {p laceration of trunk},283375001 | Laceration of trunk (disorder),Irrelevant,Confirmed,No laterality
discussed {p benign neoplasm of trunk},92454000 | Benign neoplasm of trunk (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p spinal paraplegia},84455002 | Spinal paraplegia (disorder),Irrelevant,Confirmed,No laterality
family feels {p sepsis syndrome},238150007 | Sepsis syndrome (disorder),Irrelevant,Confirmed,No laterality
wifes has {p hypoxia},389086002 | Hypoxia (disorder),Irrelevant,Confirmed,No laterality
sibling {p twin-to-twin blood transfer},13404009 | Twin-to-twin blood transfer (disorder),Irrelevant,Confirmed,No laterality
worried about {p lymphocyte function antigen-1 defect},191018006 | Lymphocyte function antigen-1 defect (disorder),Irrelevant,Confirmed,No laterality
spouse {p neoplasm of patella},126587007 | Neoplasm of patella (disorder),Irrelevant,Confirmed,No laterality
fear of {p hereditary diffuse crescentic glomerulonephritis},367521000119108 | Hereditary diffuse crescentic glomerulonephritis (disorder),Irrelevant,Confirmed,No laterality
spouse feels {p mild pulmonary hypertension},840306007 | Mild pulmonary hypertension (disorder),Irrelevant,Confirmed,No laterality
aunt had {p drug-induced corneal epithlelial deposit},418541005 | Drug-induced corneal epithlelial deposit (disorder),Irrelevant,Confirmed,No laterality
risk of {p right ventricular hypertension},461321006 | Right ventricular hypertension (disorder),Irrelevant,Confirmed,No laterality
fhx {p urophilia},62792007 | Urophilia (disorder),Irrelevant,Confirmed,No laterality
worried {p staphylococcal intertrigo},238410003 | Staphylococcal intertrigo (disorder),Irrelevant,Confirmed,No laterality
{p pseudopapilledema} risk score,57138009 | Pseudopapilledema (disorder),Irrelevant,Confirmed,No laterality
{p irreducible inguinal hernia} precautions,196809009 | Irreducible inguinal hernia (disorder),Irrelevant,Confirmed,No laterality
spouse feels {p drug-induced acute pulmonary edema},233706004 | Drug-induced acute pulmonary edema (disorder),Irrelevant,Confirmed,No laterality
{p diffuse intraventricular block} precautions,82226007 | Diffuse intraventricular block (disorder),Irrelevant,Confirmed,No laterality
father had {p cataract glaucoma syndrome},718851007 | Cataract glaucoma syndrome (disorder),Irrelevant,Confirmed,Bilateral
mum feels {p intentional anthraquinone laxative overdose},295458008 | Intentional anthraquinone laxative overdose (disorder),Irrelevant,Confirmed,No laterality
spouse has {p alveolar capillary block},196124003 | Alveolar capillary block (disorder),Irrelevant,Confirmed,No laterality
department of {p non-pyogenic venous sinus thrombosis},195229008 | Non-pyogenic venous sinus thrombosis (disorder),Irrelevant,Confirmed,No laterality
ddx {p calculus of hepatic duct},59049008 | Calculus of hepatic duct (disorder),Irrelevant,Confirmed,No laterality
son had {p acute retention of urine},236648008 | Acute retention of urine (disorder),Irrelevant,Confirmed,No laterality
relative {p nairoviral encephalitis},407472000 | Nairoviral encephalitis (disorder),Irrelevant,Confirmed,No laterality
wifes had {p irregular alveolar process},38285004 | Irregular alveolar process (disorder),Irrelevant,Confirmed,No laterality
sister suffers from {p intermittent tropia},74025007 | Intermittent tropia (disorder),Irrelevant,Confirmed,No laterality
mum has {p disorder of hair growth},267808001 | Disorder of hair growth (disorder),Irrelevant,Confirmed,No laterality
{p portulacca species poisoning} precautions,83174008 | Portulacca species poisoning (disorder),Irrelevant,Confirmed,No laterality
mum has {p thrombosis of iliac vein},762256003 | Thrombosis of iliac vein (disorder),Irrelevant,Confirmed,No laterality
concerned about {p illegal abortion with uremia},54155004 | Illegal abortion with uremia (disorder),Irrelevant,Confirmed,No laterality
{p poisoning caused by probenecid} risk assessment,4526003 | Poisoning caused by probenecid (disorder),Irrelevant,Confirmed,No laterality
worried about {p accidental paclitaxel overdose},295760006 | Accidental paclitaxel overdose (disorder),Irrelevant,Confirmed,No laterality
uncle suffers from {p traumatic petechiae},262530001 | Traumatic petechiae (disorder),Irrelevant,Confirmed,No laterality
{p orbital hemorrhage} precautions,31056006 | Orbital hemorrhage (disorder),Irrelevant,Confirmed,No laterality
{p wound abscess} risk assessment,238382001 | Wound abscess (disorder),Irrelevant,Confirmed,No laterality
{p effusion of subtalar joint} precautions,202384006 | Effusion of subtalar joint (disorder),Irrelevant,Confirmed,No laterality
grandparent {p bullous cystitis},22557000 | Bullous cystitis (disorder),Irrelevant,Confirmed,No laterality
husbands suffers from {p constrictive pericarditis},85598007 | Constrictive pericarditis (disorder),Irrelevant,Confirmed,No laterality
husbands feels {p intentional cefuroxime poisoning},291587003 | Intentional cefuroxime poisoning (disorder),Irrelevant,Confirmed,No laterality
brother has {p denuded skin},418242004 | Denuded skin (disorder),Irrelevant,Confirmed,No laterality
aunt suffers from {p poisoning caused by diiodohydroxyquin},51862005 | Poisoning caused by diiodohydroxyquin (disorder),Irrelevant,Confirmed,No laterality
dept of {p dry eczema},135841008 | Dry eczema (disorder),Irrelevant,Confirmed,No laterality
{p vigabatrin adverse reaction} risk score,292326006 | Vigabatrin adverse reaction (disorder),Irrelevant,Confirmed,No laterality
wife has {p cheilognathoschisis},77414002 | Cheilognathoschisis (disorder),Irrelevant,Confirmed,No laterality
concerned about {p sialectasia},90377008 | Sialectasia (disorder),Irrelevant,Confirmed,No laterality
{p traumatic injury of forearm} risk assessment,812821000000102 | Traumatic injury of forearm (disorder),Irrelevant,Confirmed,No laterality
fhx {p perimenopausal disorder},266607004 | Perimenopausal disorder (disorder),Irrelevant,Confirmed,No laterality
father suffers from {p undersensing cardiac pacemaker},234221002 | Undersensing cardiac pacemaker (disorder),Irrelevant,Confirmed,No laterality
mother had {p subluxation of radial head},417109008 | Subluxation of radial head (disorder),Irrelevant,Confirmed,No laterality
family member suffers from {p peripheral focal choroiditis},699755009 | Peripheral focal choroiditis (disorder),Irrelevant,Confirmed,No laterality
wife feels {p congenital calculus of kidney},48061001 | Congenital calculus of kidney (disorder),Irrelevant,Confirmed,No laterality
family hist {p thyrotoxicosis on thyroxine therapy},237509009 | Thyrotoxicosis on thyroxine therapy (disorder),Irrelevant,Confirmed,No laterality
family history of {p snapping right hip},15724521000119109 | Snapping right hip (disorder),Irrelevant,Confirmed,Right
friend had {p infectious enteritis},55184003 | Infectious enteritis (disorder),Irrelevant,Confirmed,No laterality
grandmother has {p neck webbing},11731003 | Neck webbing (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p laceration of knee},283386004 | Laceration of knee (disorder),Irrelevant,Confirmed,No laterality
relation {p congenital bent pubis},92986002 | Congenital bent pubis (disorder),Irrelevant,Confirmed,No laterality
fhx {p cut of elbow},283413002 | Cut of elbow (disorder),Irrelevant,Confirmed,No laterality
brothers feels {p cholesteatoma pearl},232276008 | Cholesteatoma pearl (disorder),Irrelevant,Confirmed,No laterality
discussed {p persistent idiopathic facial pain},785723001 | Persistent idiopathic facial pain (disorder),Irrelevant,Confirmed,No laterality
uncle feels {p familial chondromalacia patellae},726628003 | Familial chondromalacia patellae (disorder),Irrelevant,Confirmed,No laterality
friend had {p nortriptyline overdose},295877002 | Nortriptyline overdose (disorder),Irrelevant,Confirmed,No laterality
cousin has {p lymphedema of limb},439500002 | Lymphedema of limb (disorder),Irrelevant,Confirmed,No laterality
relation has {p neuroendocrine carcinoma of anus},870355006 | Neuroendocrine carcinoma of anus (disorder),Irrelevant,Confirmed,No laterality
department of {p superficial injury of heel},283047007 | Superficial injury of heel (disorder),Irrelevant,Confirmed,No laterality
{p benign tumor of eyelid} risk score,231824001 | Benign tumor of eyelid (disorder),Irrelevant,Confirmed,No laterality
aunt suffers from {p myocardial degeneration},64077000 | Myocardial degeneration (disorder),Irrelevant,Confirmed,No laterality
partner suffers from {p neurocutaneous melanosis},1141661004 | Neurocutaneous melanosis (disorder),Irrelevant,Confirmed,No laterality
family hist {p complicated hereditary spastic paraplegia},230261006 | Complicated hereditary spastic paraplegia (disorder),Irrelevant,Confirmed,No laterality
worried about {p laceration of airway},398217003 | Laceration of airway (disorder),Irrelevant,Confirmed,No laterality
concerned about {p double inlet right ventricle},253282005 | Double inlet right ventricle (disorder),Irrelevant,Confirmed,No laterality
risk of {p ulcerative sarcoidosis},402370004 | Ulcerative sarcoidosis (disorder),Irrelevant,Confirmed,No laterality
husband has {p congenital inguinal hernia},429200006 | Congenital inguinal hernia (disorder),Irrelevant,Confirmed,No laterality
friend {p nutritional stunting in infancy},762499005 | Nutritional stunting in infancy (disorder),Irrelevant,Confirmed,No laterality
wifes suffers from {p bacterial overgrowth syndrome},66379009 | Bacterial overgrowth syndrome (disorder),Irrelevant,Confirmed,No laterality
wife feels {p meningocele},171131006 | Meningocele (disorder),Irrelevant,Confirmed,No laterality
cousin {p septic myocarditis - pneumococcal},194956009 | Septic myocarditis - pneumococcal (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p accidental nizatidine poisoning},290362003 | Accidental nizatidine poisoning (disorder),Irrelevant,Confirmed,No laterality
fear of {p disorder of digestive organ},76712006 | Disorder of digestive organ (disorder),Irrelevant,Confirmed,No laterality
fhx {p rosacea keratitis},95244005 | Rosacea keratitis (disorder),Irrelevant,Confirmed,No laterality
fhx {p benzodiazepine dependence},231473004 | Benzodiazepine dependence (disorder),Irrelevant,Confirmed,No laterality
spouse {p cardiovascular decompression injury},241998008 | Cardiovascular decompression injury (disorder),Irrelevant,Confirmed,No laterality
relative suffers from {p aggressive systemic infantile myofibromatosis},403411000 | Aggressive systemic infantile myofibromatosis (disorder),Irrelevant,Confirmed,No laterality
"family had {p hypertyrosinemia, richner-hanhart type}","4887000 | Hypertyrosinemia, Richner-Hanhart type (disorder)",Irrelevant,Confirmed,No laterality
grandfather has {p closed fracture of ankle},42188001 | Closed fracture of ankle (disorder),Irrelevant,Confirmed,No laterality
uncle has {p deficiency of carboxy-lyase},124638000 | Deficiency of carboxy-lyase (disorder),Irrelevant,Confirmed,No laterality
family hist {p secondary ciliary dyskinesia},233669000 | Secondary ciliary dyskinesia (disorder),Irrelevant,Confirmed,No laterality
father suffers from {p neurofibroma of subcutaneous tissue},425327002 | Neurofibroma of subcutaneous tissue (disorder),Irrelevant,Confirmed,No laterality
family member has {p gingival food impaction},7920008 | Gingival food impaction (disorder),Irrelevant,Confirmed,No laterality
father has {p cushing phenomenon},608826000 | Cushing phenomenon (disorder),Irrelevant,Confirmed,No laterality
grandparent had {p enterobiasis},266162007 | Enterobiasis (disorder),Irrelevant,Confirmed,No laterality
mum had {p hwa-byung},81812009 | Hwa-byung (disorder),Irrelevant,Confirmed,No laterality
mum feels {p alveolitis of maxilla},62385000 | Alveolitis of maxilla (disorder),Irrelevant,Confirmed,No laterality
ddx {p urethral atrophy},52620003 | Urethral atrophy (disorder),Irrelevant,Confirmed,No laterality
worried about {p solitary arterial trunk},253305008 | Solitary arterial trunk (disorder),Irrelevant,Confirmed,No laterality
concerned about {p vertical alveolar bone loss},109710007 | Vertical alveolar bone loss (disorder),Irrelevant,Confirmed,No laterality
concerned about {p nifedipine adverse reaction},292454003 | Nifedipine adverse reaction (disorder),Irrelevant,Confirmed,No laterality
explained about {p female hematocele},53709002 | Female hematocele (disorder),Irrelevant,Confirmed,No laterality
fear of {p developmental delay in feeding},426881004 | Developmental delay in feeding (disorder),Irrelevant,Confirmed,No laterality
husbands {p injury of optic tract},230519001 | Injury of optic tract (disorder),Irrelevant,Confirmed,No laterality
friend suffers from {p congenital bent humerus},92982000 | Congenital bent humerus (disorder),Irrelevant,Confirmed,No laterality
husband had {p acroosteolysis},27201004 | Acroosteolysis (disorder),Irrelevant,Confirmed,No laterality
family had {p foreign body in ileum},211636003 | Foreign body in ileum (disorder),Irrelevant,Confirmed,No laterality
concerned about {p haemophilus influenzae pneumonia},70036007 | Haemophilus influenzae pneumonia (disorder),Irrelevant,Confirmed,No laterality
brothers feels {p chronic atrial flutter},425615007 | Chronic atrial flutter (disorder),Irrelevant,Confirmed,No laterality
grandparent feels {p penile gangrene},403469006 | Penile gangrene (disorder),Irrelevant,Confirmed,No laterality
wifes had {p accidental chlorprothixene poisoning},291207002 | Accidental chlorprothixene poisoning (disorder),Irrelevant,Confirmed,No laterality
fhx {p psychasthenic neurosis},191746002 | Psychasthenic neurosis (disorder),Irrelevant,Confirmed,No laterality
risk of {p congenital hydronephrosis},16297002 | Congenital hydronephrosis (disorder),Irrelevant,Confirmed,No laterality
worried about {p histoplasma duboisii with pericarditis},187050007 | Histoplasma duboisii with pericarditis (disorder),Irrelevant,Confirmed,No laterality
ddx {p halo nevus},398028009 | Halo nevus (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p fissure of right nipple},15953421000119101 | Fissure of right nipple (disorder),Irrelevant,Confirmed,Right
ddx {p goldenhar syndrome},205418005 | Goldenhar syndrome (disorder),Irrelevant,Confirmed,No laterality
concerned about {p infection of infraorbital space},699858001 | Infection of infraorbital space (disorder),Irrelevant,Confirmed,No laterality
family member suffers from {p accidental sulpiride overdose},296158005 | Accidental sulpiride overdose (disorder),Irrelevant,Confirmed,No laterality
uncle {p wasting disease},288517002 | Wasting disease (disorder),Irrelevant,Confirmed,No laterality
fear of {p chromosomal disorder},409709004 | Chromosomal disorder (disorder),Irrelevant,Confirmed,No laterality
discussed {p cynanchum species poisoning},26116000 | Cynanchum species poisoning (disorder),Irrelevant,Confirmed,No laterality
{p nicotine dependence in remission} risk score,836439001 | Nicotine dependence in remission (disorder),Irrelevant,Confirmed,No laterality
mum suffers from {p insect bite of heel},283343004 | Insect bite of heel (disorder),Irrelevant,Confirmed,No laterality
fhx {p bicipital tenosynovitis},41137001 | Bicipital tenosynovitis (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p lichen myxedematosus},111197009 | Lichen myxedematosus (disorder),Irrelevant,Confirmed,No laterality
discussed {p infection of pelvis},203230004 | Infection of pelvis (disorder),Irrelevant,Confirmed,No laterality
father has {p complete bilateral cleft palate},24194000 | Complete bilateral cleft palate (disorder),Irrelevant,Confirmed,Bilateral
husbands {p male subcoronal hypospadias},699051006 | Male subcoronal hypospadias (disorder),Irrelevant,Confirmed,No laterality
uncle has {p progressive supranuclear palsy},192976002 | Progressive supranuclear palsy (disorder),Irrelevant,Confirmed,No laterality
discussed {p mafenide adverse reaction},293043009 | Mafenide adverse reaction (disorder),Irrelevant,Confirmed,No laterality
risk of {p neutropaenic enterocolitis},240358005 | Neutropaenic enterocolitis (disorder),Irrelevant,Confirmed,No laterality
concerned about {p pellet wound of head},283547002 | Pellet wound of head (disorder),Irrelevant,Confirmed,No laterality
relation has {p postcholecystectomy bile peritonitis},438495005 | Postcholecystectomy bile peritonitis (disorder),Irrelevant,Confirmed,No laterality
son feels {p polycystic hydatid},240817009 | Polycystic hydatid (disorder),Irrelevant,Confirmed,No laterality
spouse feels {p supernumerary deciduous mandibular tooth},449875001 | Supernumerary deciduous mandibular tooth (disorder),Irrelevant,Confirmed,No laterality
sibling had {p chlorate poisoning},55805001 | Chlorate poisoning (disorder),Irrelevant,Confirmed,No laterality
spouse had {p primary angiosarcoma of face},682311000119102 | Primary angiosarcoma of face (disorder),Irrelevant,Confirmed,No laterality
{p biotin deficiency} risk assessment,413652008 | Biotin deficiency (disorder),Irrelevant,Confirmed,No laterality
family member suffers from {p odontomicronychial ectodermal dysplasia},403764002 | Odontomicronychial ectodermal dysplasia (disorder),Irrelevant,Confirmed,No laterality
{p postoperative shock} risk score,58581001 | Postoperative shock (disorder),Irrelevant,Confirmed,No laterality
family history of {p cough suppressant adverse reaction},292605001 | Cough suppressant adverse reaction (disorder),Irrelevant,Confirmed,No laterality
sister had {p barrett's esophagus},302914006 | Barrett's esophagus (disorder),Irrelevant,Confirmed,No laterality
discussed {p neoplasm of abdominal esophagus},126820003 | Neoplasm of abdominal esophagus (disorder),Irrelevant,Confirmed,No laterality
partner suffers from {p non-uremic calcific arteriolopathy},870350001 | Non-uremic calcific arteriolopathy (disorder),Irrelevant,Confirmed,No laterality
son suffers from {p notomelus},29328001 | Notomelus (disorder),Irrelevant,Confirmed,No laterality
wifes has {p synovitis/tenosynovitis - hand},288213002 | Synovitis/tenosynovitis - hand (disorder),Irrelevant,Confirmed,No laterality
father has {p partialism},77332003 | Partialism (disorder),Irrelevant,Confirmed,No laterality
uncle has {p subacute massive pulmonary embolism},233937007 | Subacute massive pulmonary embolism (disorder),Irrelevant,Confirmed,No laterality
worried {p acute disease of bone},127336002 | Acute disease of bone (disorder),Irrelevant,Confirmed,No laterality
grandparent had {p fibroid polyp of cervix},254892000 | Fibroid polyp of cervix (disorder),Irrelevant,Confirmed,No laterality
brother had {p application site irritation},95366000 | Application site irritation (disorder),Irrelevant,Confirmed,No laterality
grandparent suffers from {p hypertrophy of masseter muscle},699649006 | Hypertrophy of masseter muscle (disorder),Irrelevant,Confirmed,No laterality
friend feels {p amitriptyline adverse reaction},292287002 | Amitriptyline adverse reaction (disorder),Irrelevant,Confirmed,No laterality
spouse has {p palisaded histiocytoma of skin},404005003 | Palisaded histiocytoma of skin (disorder),Irrelevant,Confirmed,No laterality
father suffers from {p deficiency of bisphosphoglycerate mutase},124678007 | Deficiency of bisphosphoglycerate mutase (disorder),Irrelevant,Confirmed,No laterality
brother had {p congenital deaf mutism},698615007 | Congenital deaf mutism (disorder),Irrelevant,Confirmed,No laterality
{p cefuroxime poisoning} precautions,291585006 | Cefuroxime poisoning (disorder),Irrelevant,Confirmed,No laterality
son suffers from {p syphilitic acoustic neuritis},19206003 | Syphilitic acoustic neuritis (disorder),Irrelevant,Confirmed,No laterality
uncle feels {p neuropathy due to infection},230595006 | Neuropathy due to infection (disorder),Irrelevant,Confirmed,No laterality
grandfather feels {p localized moderate acute periodontitis},715859008 | Localized moderate acute periodontitis (disorder),Irrelevant,Confirmed,No laterality
relation suffers from {p burn of back},72998004 | Burn of back (disorder),Irrelevant,Confirmed,No laterality
husbands suffers from {p trisomy 8},205649008 | Trisomy 8 (disorder),Irrelevant,Confirmed,No laterality
risk of {p recurrent dislocation of hand},10464008 | Recurrent dislocation of hand (disorder),Irrelevant,Confirmed,No laterality
ddx {p thyroglobulin proteolysis defect},43449002 | Thyroglobulin proteolysis defect (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p primary bone lymphoma},766935007 | Primary bone lymphoma (disorder),Irrelevant,Confirmed,No laterality
dad {p tendinitis},34840004 | Tendinitis (disorder),Irrelevant,Confirmed,No laterality
explained about {p cut of ear region},283403005 | Cut of ear region (disorder),Irrelevant,Confirmed,No laterality
risk of {p inherited aminoaciduria},698953004 | Inherited aminoaciduria (disorder),Irrelevant,Confirmed,No laterality
family hist {p spontaneous intracranial hypotension},16476681000119105 | Spontaneous intracranial hypotension (disorder),Irrelevant,Confirmed,No laterality
family member feels {p accidental isoniazid overdose},296796001 | Accidental isoniazid overdose (disorder),Irrelevant,Confirmed,No laterality
fear of {p gastric anastomotic stricture},236106002 | Gastric anastomotic stricture (disorder),Irrelevant,Confirmed,No laterality
wife has {p testosterone patch adverse reaction},293242005 | Testosterone patch adverse reaction (disorder),Irrelevant,Confirmed,No laterality
fhx {p acquired hypertrichosis lanuginosa},201160005 | Acquired hypertrichosis lanuginosa (disorder),Irrelevant,Confirmed,No laterality
concerned about {p undiagnosed breech},237235009 | Undiagnosed breech (disorder),Irrelevant,Confirmed,No laterality
grandparent {p adenolymphoma},422470007 | Adenolymphoma (disorder),Irrelevant,Confirmed,No laterality
{p family rosaceae poisoning} precautions,123936006 | Family rosaceae poisoning (disorder),Irrelevant,Confirmed,No laterality
grandparent had {p infection of bone graft},213126000 | Infection of bone graft (disorder),Irrelevant,Confirmed,No laterality
partner feels {p abscess of digit},55399009 | Abscess of digit (disorder),Irrelevant,Confirmed,No laterality
worried {p 4q partial trisomy syndrome},88894000 | 4q partial trisomy syndrome (disorder),Irrelevant,Confirmed,No laterality
sisters had {p subglottic edema},52379009 | Subglottic edema (disorder),Irrelevant,Confirmed,No laterality
{p traumatic arthropathy} risk score,58188004 | Traumatic arthropathy (disorder),Irrelevant,Confirmed,No laterality
risk of {p eclampsia in labor},237283007 | Eclampsia in labor (disorder),Irrelevant,Confirmed,No laterality
brother had {p burn of left thumb},12102831000119104 | Burn of left thumb (disorder),Irrelevant,Confirmed,Left
{p early adult emancipation disorder} precautions,192052007 | Early adult emancipation disorder (disorder),Irrelevant,Confirmed,No laterality
wifes had {p chondrodermatitis nodularis},402699002 | Chondrodermatitis nodularis (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p congenital bilateral perisylvian syndrome},438583008 | Congenital bilateral perisylvian syndrome (disorder),Irrelevant,Confirmed,No laterality
{p accidental citalopram overdose} precautions,295932000 | Accidental citalopram overdose (disorder),Irrelevant,Confirmed,No laterality
friend feels {p intentional cimetidine poisoning},290355007 | Intentional cimetidine poisoning (disorder),Irrelevant,Confirmed,No laterality
{p fistula of appendix} risk assessment,37369009 | Fistula of appendix (disorder),Irrelevant,Confirmed,No laterality
discussion about {p deficiency of xanthine oxidase},124147007 | Deficiency of xanthine oxidase (disorder),Irrelevant,Confirmed,No laterality
wife had {p orunga virus disease},4733001 | Orunga virus disease (disorder),Irrelevant,Confirmed,No laterality
"differentialexplain {p complete tear, jaw ligament}","209645008 | Complete tear, jaw ligament (disorder)",Irrelevant,Confirmed,No laterality
son {p trachomatous pannus},55555001 | Trachomatous pannus (disorder),Irrelevant,Confirmed,No laterality
grandmother suffers from {p 4-quinolones adverse reaction},292945007 | 4-quinolones adverse reaction (disorder),Irrelevant,Confirmed,No laterality
mum feels {p neuromyopathy},255522009 | Neuromyopathy (disorder),Irrelevant,Confirmed,No laterality
father had {p acute tubular necrosis},35455006 | Acute tubular necrosis (disorder),Irrelevant,Confirmed,No laterality
fear of {p porokeratosis},400080004 | Porokeratosis (disorder),Irrelevant,Confirmed,No laterality
family member has {p choroidal leiomyoma},419977003 | Choroidal leiomyoma (disorder),Irrelevant,Confirmed,No laterality
brother had {p injury of thoracic trachea},210100006 | Injury of thoracic trachea (disorder),Irrelevant,Confirmed,No laterality
relation suffers from {p partial occipital lobe epilepsy},20121000119105 | Partial occipital lobe epilepsy (disorder),Irrelevant,Confirmed,No laterality
family {p injury of toenail},735674000 | Injury of toenail (disorder),Irrelevant,Confirmed,No laterality
