text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
no {p burn of left ear},12065591000119100 | Burn of left ear (disorder),Present,Negated,Left
{p brachyolmia} negative,254088006 | Brachyolmia (disorder),Present,Negated,No laterality
absence of {p epigastric hernia with gangrene},196880006 | Epigastric hernia with gangrene (disorder),Present,Negated,No laterality
no evidence of {p isocyanate induced asthma},404808000 | Isocyanate induced asthma (disorder),Present,Negated,No laterality
absent {p deficiency of a-ase},361086006 | Deficiency of A-ase (disorder),Present,Negated,No laterality
{p acute alcoholic myopathy} none,838386008 | Acute alcoholic myopathy (disorder),Present,Negated,No laterality
absent {p lithium citrate adverse reaction},292278006 | Lithium citrate adverse reaction (disorder),Present,Negated,No laterality
{p candida pyelonephritis} negative,236378005 | Candida pyelonephritis (disorder),Present,Negated,No laterality
"denied {p open crush injury, knee}","211599004 | Open crush injury, knee (disorder)",Present,Negated,No laterality
{p cord beside head} no,237306003 | Cord beside head (disorder),Present,Negated,No laterality
{p oxalate nephropathy} neg,69718008 | Oxalate nephropathy (disorder),Present,Negated,No laterality
{p abscess of shoulder} absent,17354003 | Abscess of shoulder (disorder),Present,Negated,No laterality
{p secondary iris atrophy} not detected,231949001 | Secondary iris atrophy (disorder),Present,Negated,No laterality
not {p injury of lower leg},125602001 | Injury of lower leg (disorder),Present,Negated,No laterality
{p papilloma of bronchus} none,254623003 | Papilloma of bronchus (disorder),Present,Negated,No laterality
{p sarcoid arthritis} none,361198004 | Sarcoid arthritis (disorder),Present,Negated,No laterality
{p divergent microtropia} ruled out,246744000 | Divergent microtropia (disorder),Present,Negated,No laterality
{p intentional netilmicin poisoning} not detected,291490007 | Intentional netilmicin poisoning (disorder),Present,Negated,No laterality
{p mechanical hemolytic anemia} excluded,191217008 | Mechanical hemolytic anemia (disorder),Present,Negated,No laterality
{p diphenylpyraline overdose} negative,296421003 | Diphenylpyraline overdose (disorder),Present,Negated,No laterality
{p encrusted cystitis} absent,783184003 | Encrusted cystitis (disorder),Present,Negated,No laterality
{p uremic stomatitis} negative,109774008 | Uremic stomatitis (disorder),Present,Negated,No laterality
{p obliterative cholangitis} none,197439004 | Obliterative cholangitis (disorder),Present,Negated,No laterality
{p secondary nonischemic congestive cardiomyopathy} not detected,699668009 | Secondary nonischemic congestive cardiomyopathy (disorder),Present,Negated,No laterality
absent {p abuse of herbal medicine},280984005 | Abuse of herbal medicine (disorder),Present,Negated,No laterality
{p vitiligo of pinta} absent,56347002 | Vitiligo of pinta (disorder),Present,Negated,No laterality
no {p familial cardiomyopathy},35728003 | Familial cardiomyopathy (disorder),Present,Negated,No laterality
{p alopecia hereditaria} ruled out,201144006 | Alopecia hereditaria (disorder),Present,Negated,No laterality
negative {p secondary eczematous condition},402586007 | Secondary eczematous condition (disorder),Present,Negated,No laterality
{p complete trisomy 10 syndrome} neg,77807009 | Complete trisomy 10 syndrome (disorder),Present,Negated,No laterality
no {p acquired generalized lipodystrophy},86907008 | Acquired generalized lipodystrophy (disorder),Present,Negated,No laterality
{p rupture of fallopian tube} negative,32587001 | Rupture of fallopian tube (disorder),Present,Negated,No laterality
{p homonymous diplopia} none,251755005 | Homonymous diplopia (disorder),Present,Negated,No laterality
{p reactive arthropathy of hip} no,201567003 | Reactive arthropathy of hip (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p contusion of bronchus},282723003 | Contusion of bronchus (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p accidental ceftazidime overdose},296714002 | Accidental ceftazidime overdose (disorder),Present,Negated,No laterality
denies {p injection site anesthesia},95398006 | Injection site anesthesia (disorder),Present,Negated,No laterality
{p achromic nevus} ruled out,403541001 | Achromic nevus (disorder),Present,Negated,No laterality
no evidence of {p irreducible left femoral hernia},764808002 | Irreducible left femoral hernia (disorder),Present,Negated,Left
{p congenital transverse mandibular hyperplasia} absent,109519006 | Congenital transverse mandibular hyperplasia (disorder),Present,Negated,No laterality
{p uremic gastritis} none,235659008 | Uremic gastritis (disorder),Present,Negated,No laterality
no {p 13q partial monosomy syndrome},29257000 | 13q partial monosomy syndrome (disorder),Present,Negated,No laterality
{p root caries} excluded,234975001 | Root caries (disorder),Present,Negated,No laterality
{p ganglion of hip} none,767185006 | Ganglion of hip (disorder),Present,Negated,No laterality
no {p twin placenta},60574005 | Twin placenta (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p congenital heart disease},13213009 | Congenital heart disease (disorder),Present,Negated,No laterality
not {p infectious neonatal hepatitis},111892001 | Infectious neonatal hepatitis (disorder),Present,Negated,No laterality
lack of {p harmful use of steroids},1094131000000101 | Harmful use of steroids (disorder),Present,Negated,No laterality
no {p beau's lines},44087005 | Beau's lines (disorder),Present,Negated,No laterality
neg {p mesenteroaxial gastric volvulus},35865007 | Mesenteroaxial gastric volvulus (disorder),Present,Negated,No laterality
{p leakage from pyloroplasty} negative,446431009 | Leakage from pyloroplasty (disorder),Present,Negated,No laterality
no evidence of {p recurrent femoral hernia},773661002 | Recurrent femoral hernia (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p intestinal autonomic neuropathy},45299002 | Intestinal autonomic neuropathy (disorder),Present,Negated,No laterality
{p hemorrhagic complication of pregnancy} excluded,106004004 | Hemorrhagic complication of pregnancy (disorder),Present,Negated,No laterality
{p open subluxation c6/c7} none,209159002 | Open subluxation C6/C7 (disorder),Present,Negated,No laterality
absence of {p closed dislocation c4/c5},269119005 | Closed dislocation C4/C5 (disorder),Present,Negated,No laterality
absent {p perinatal thrombocytopenia},273986001 | Perinatal thrombocytopenia (disorder),Present,Negated,No laterality
{p deficiency of acetyl-coa hydrolase} none,360733009 | Deficiency of acetyl-CoA hydrolase (disorder),Present,Negated,No laterality
{p klippel-feil sequence} none,5601008 | Klippel-Feil sequence (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p chronic osteomyelitis},40970001 | Chronic osteomyelitis (disorder),Present,Negated,No laterality
absence of {p postartificial menopausal syndrome},31351009 | Postartificial menopausal syndrome (disorder),Present,Negated,No laterality
{p fracture blister} not present,282013001 | Fracture blister (disorder),Present,Negated,No laterality
{p intentional lormetazepam overdose} none,296068003 | Intentional lormetazepam overdose (disorder),Present,Negated,No laterality
{p flaccid tetraplegia} absent,192964002 | Flaccid tetraplegia (disorder),Present,Negated,No laterality
{p acute esotropia} not detected,413437007 | Acute esotropia (disorder),Present,Negated,No laterality
free from {p frontal encephalocele},253103006 | Frontal encephalocele (disorder),Present,Negated,No laterality
{p acute phlegmonous laryngitis} none,195683003 | Acute phlegmonous laryngitis (disorder),Present,Negated,No laterality
{p hepatitis c genotype 3} no,824871000000104 | Hepatitis C genotype 3 (disorder),Present,Negated,No laterality
no {p cord beside head},237306003 | Cord beside head (disorder),Present,Negated,No laterality
absent {p deficiency of lyase},124592006 | Deficiency of lyase (disorder),Present,Negated,No laterality
denies {p lung consolidation},95436008 | Lung consolidation (disorder),Present,Negated,No laterality
no evidence of {p neoplasm of mandible},126551000 | Neoplasm of mandible (disorder),Present,Negated,No laterality
no {p congenital misalignment of sternebra},93381009 | Congenital misalignment of sternebra (disorder),Present,Negated,No laterality
{p systemic fibrinogenolysis} neg,10153004 | Systemic fibrinogenolysis (disorder),Present,Negated,No laterality
no {p neoplasm of cecum},126839008 | Neoplasm of cecum (disorder),Present,Negated,No laterality
absence of {p open fracture of tooth},11315361000119100 | Open fracture of tooth (disorder),Present,Negated,No laterality
{p shoulder girdle dystocia} excluded,89700002 | Shoulder girdle dystocia (disorder),Present,Negated,No laterality
{p antibiotic-associated diarrhea} negative,301469002 | Antibiotic-associated diarrhea (disorder),Present,Negated,No laterality
absence of {p collar of stokes},24187003 | Collar of Stokes (disorder),Present,Negated,No laterality
unlikely {p burn erythema of tongue},110234002 | Burn erythema of tongue (disorder),Present,Negated,No laterality
{p renal agenesis and dysgenesis} neg,204938007 | Renal agenesis and dysgenesis (disorder),Present,Negated,No laterality
denied {p duodenitis caused by cytomegalovirus},840504006 | Duodenitis caused by Cytomegalovirus (disorder),Present,Negated,No laterality
{p convergence palsy} not detected,194132009 | Convergence palsy (disorder),Present,Negated,No laterality
free from {p 5-hydroxytryptamine-3-receptor antagonist poisoning},290424002 | 5-Hydroxytryptamine-3-receptor antagonist poisoning (disorder),Present,Negated,No laterality
{p contusion} neg,125667009 | Contusion (disorder),Present,Negated,No laterality
{p anal spasm} no,17440005 | Anal spasm (disorder),Present,Negated,No laterality
no {p autoimmune cholangitis},713654004 | Autoimmune cholangitis (disorder),Present,Negated,No laterality
free from {p tryptophan malabsorption syndrome},59531002 | Tryptophan malabsorption syndrome (disorder),Present,Negated,No laterality
without mention of {p cellulitis of digit},19240003 | Cellulitis of digit (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p saponaria officinalis poisoning},47877004 | Saponaria officinalis poisoning (disorder),Present,Negated,No laterality
{p alpha-2-antitrypsin deficiency} not detected,312857009 | Alpha-2-antitrypsin deficiency (disorder),Present,Negated,No laterality
absent {p gonadotroph adenoma},254960002 | Gonadotroph adenoma (disorder),Present,Negated,No laterality
{p bilateral parasagittal parieto-occipital polymicrogyria} none,890288008 | Bilateral parasagittal parieto-occipital polymicrogyria (disorder),Present,Negated,No laterality
{p hypokalemic acidosis} neg,237851007 | Hypokalemic acidosis (disorder),Present,Negated,No laterality
no {p thrombocytosis},6631009 | Thrombocytosis (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p disease caused by neisseria},409790005 | Disease caused by Neisseria (disorder),Present,Negated,No laterality
{p stab wound of ankle} excluded,283488004 | Stab wound of ankle (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p generalized non-convulsive absence epilepsy},698760002 | Generalized non-convulsive absence epilepsy (disorder),Present,Negated,No laterality
{p dactinomycin overdose} excluded,295659005 | Dactinomycin overdose (disorder),Present,Negated,No laterality
negative {p cardiocranial syndrome pfeiffer type},720606005 | Cardiocranial syndrome Pfeiffer type (disorder),Present,Negated,No laterality
{p acute lymphangitis of toe} negative,128282005 | Acute lymphangitis of toe (disorder),Present,Negated,No laterality
no evidence of {p thiazide diuretic adverse reaction},293454008 | Thiazide diuretic adverse reaction (disorder),Present,Negated,No laterality
{p osteoarthritis deformans} absent,254779008 | Osteoarthritis deformans (disorder),Present,Negated,No laterality
lack of {p malignant melanoma of iris},255012009 | Malignant melanoma of iris (disorder),Present,Negated,No laterality
unlikely {p obstruction of eustachian tube},48145001 | Obstruction of Eustachian tube (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p disorder of ear},25906001 | Disorder of ear (disorder),Present,Negated,No laterality
not {p deficiency of allantoinase},124517001 | Deficiency of allantoinase (disorder),Present,Negated,No laterality
{p accidental vincristine overdose} excluded,295792007 | Accidental vincristine overdose (disorder),Present,Negated,No laterality
{p eosinophilic spongiosis (prebullous pemphigoid)} excluded,402436004 | Eosinophilic spongiosis (prebullous pemphigoid) (disorder),Present,Negated,No laterality
{p cinchocaine overdose} neg,295554008 | Cinchocaine overdose (disorder),Present,Negated,No laterality
"absent {p miliaria rubra, infantile}","402822004 | Miliaria rubra, infantile (disorder)",Present,Negated,No laterality
unlikely {p giant right atrium},253351009 | Giant right atrium (disorder),Present,Negated,No laterality
{p xanthoma of bone} negative,765481009 | Xanthoma of bone (disorder),Present,Negated,No laterality
{p congestive splenomegaly} no,19058002 | Congestive splenomegaly (disorder),Present,Negated,No laterality
no {p gonorrhea with local complication},240572000 | Gonorrhea with local complication (disorder),Present,Negated,No laterality
{p inadequate peritoneal dialysis} not detected,702634004 | Inadequate peritoneal dialysis (disorder),Present,Negated,No laterality
{p stress fracture of fibula} not present,442538002 | Stress fracture of fibula (disorder),Present,Negated,No laterality
not {p dyschondrosteosis and nephritis syndrome},722433005 | Dyschondrosteosis and nephritis syndrome (disorder),Present,Negated,No laterality
{p cutaneous anthrax} negative,84980006 | Cutaneous anthrax (disorder),Present,Negated,No laterality
no {p 7q partial monosomy},81304006 | 7q partial monosomy (disorder),Present,Negated,No laterality
{p positive dysphotopsia} excluded,418175004 | Positive dysphotopsia (disorder),Present,Negated,No laterality
didnt {p bipartite right ventricle},448162007 | Bipartite right ventricle (disorder),Present,Negated,No laterality
{p abdominal cavity injury} absent,284005003 | Abdominal cavity injury (disorder),Present,Negated,No laterality
without {p disseminated herpes simplex},13710008 | Disseminated herpes simplex (disorder),Present,Negated,No laterality
{p prolapsed lumbar intervertebral disc} neg,202708005 | Prolapsed lumbar intervertebral disc (disorder),Present,Negated,No laterality
without mention of {p distal trisomy 9q},764520001 | Distal trisomy 9q (disorder),Present,Negated,No laterality
{p bimalleolar fracture of ankle} absent,263244000 | Bimalleolar fracture of ankle (disorder),Present,Negated,No laterality
negative {p fibroadenoma of breast},254845004 | Fibroadenoma of breast (disorder),Present,Negated,No laterality
never {p lactulose adverse reaction},292139003 | Lactulose adverse reaction (disorder),Present,Negated,No laterality
no evidence of {p fetal skeletal dysplasia},1110661000000101 | Fetal skeletal dysplasia (disorder),Present,Negated,No laterality
{p arteriovenous fistula aneurysm} negative,302946006 | Arteriovenous fistula aneurysm (disorder),Present,Negated,No laterality
unlikely {p gnathodiaphyseal dysplasia syndrome},715568002 | Gnathodiaphyseal dysplasia syndrome (disorder),Present,Negated,No laterality
neg {p intentional doxepin overdose},295862005 | Intentional doxepin overdose (disorder),Present,Negated,No laterality
{p irreducible right inguinal hernia} no,767687004 | Irreducible right inguinal hernia (disorder),Present,Negated,Right
without {p open fracture of ilium},60214001 | Open fracture of ilium (disorder),Present,Negated,No laterality
{p postpill amenorrhea} no,39931000 | Postpill amenorrhea (disorder),Present,Negated,No laterality
denies {p idiopathic hypotension},195506001 | Idiopathic hypotension (disorder),Present,Negated,No laterality
{p sucking chest wound} no,127315004 | Sucking chest wound (disorder),Present,Negated,No laterality
{p hereditary elliptocytosis} negative,191169008 | Hereditary elliptocytosis (disorder),Present,Negated,No laterality
no evidence of {p chronic miliary tuberculosis},62494007 | Chronic miliary tuberculosis (disorder),Present,Negated,No laterality
didnt {p environmental sleep disorder},429276004 | Environmental sleep disorder (disorder),Present,Negated,No laterality
{p choanal atresia} not detected,204508009 | Choanal atresia (disorder),Present,Negated,No laterality
{p hamartoma of intestine} ruled out,254594009 | Hamartoma of intestine (disorder),Present,Negated,No laterality
{p sinusitis} absent,36971009 | Sinusitis (disorder),Present,Negated,No laterality
{p nervous diarrhea} none,11003002 | Nervous diarrhea (disorder),Present,Negated,No laterality
didnt {p sequestrum of maxilla},109698007 | Sequestrum of maxilla (disorder),Present,Negated,No laterality
denied {p excess interdialytic weight gain},234177008 | Excess interdialytic weight gain (disorder),Present,Negated,No laterality
{p sarcoma of fibula} not detected,448221005 | Sarcoma of fibula (disorder),Present,Negated,No laterality
{p ulcerating cutaneous leishmaniasis} no,75656006 | Ulcerating cutaneous leishmaniasis (disorder),Present,Negated,No laterality
lack of {p extensor carpi radialis tenosynovitis},239976003 | Extensor carpi radialis tenosynovitis (disorder),Present,Negated,No laterality
{p traumatic intracranial subdural hematoma} none,262952002 | Traumatic intracranial subdural hematoma (disorder),Present,Negated,No laterality
no evidence of {p buserelin adverse reaction},293279008 | Buserelin adverse reaction (disorder),Present,Negated,No laterality
without {p arthrofibrosis of left knee},16098281000119107 | Arthrofibrosis of left knee (disorder),Present,Negated,Left
without mention of {p intraspinal granuloma},292921000119109 | Intraspinal granuloma (disorder),Present,Negated,No laterality
no {p citrin deficiency},429735007 | Citrin deficiency (disorder),Present,Negated,No laterality
without {p kapur toriello syndrome},722031003 | Kapur Toriello syndrome (disorder),Present,Negated,No laterality
{p melanocytic nevus of neck} not detected,109281000 | Melanocytic nevus of neck (disorder),Present,Negated,No laterality
no evidence of {p deficiency of phosphatase},361090008 | Deficiency of phosphatase (disorder),Present,Negated,No laterality
no {p symblepharon of right eye},331891000119108 | Symblepharon of right eye (disorder),Present,Negated,Right
free from {p burn of upper arm},14261008 | Burn of upper arm (disorder),Present,Negated,No laterality
{p syndactyly type 7} neg,720633009 | Syndactyly type 7 (disorder),Present,Negated,No laterality
absent {p disorder of carbohydrate transport},54905006 | Disorder of carbohydrate transport (disorder),Present,Negated,No laterality
{p neoplasm of clavicle} none,126560008 | Neoplasm of clavicle (disorder),Present,Negated,No laterality
{p hydrocephalic disproportion - delivered} neg,199427001 | Hydrocephalic disproportion - delivered (disorder),Present,Negated,No laterality
absent {p lymphoedema following breast cancer},1035841000000108 | Lymphoedema following breast cancer (disorder),Present,Negated,No laterality
{p hyperhidrosis of axilla} absent,303089000 | Hyperhidrosis of axilla (disorder),Present,Negated,No laterality
not {p foreign body in tonsil},232424006 | Foreign body in tonsil (disorder),Present,Negated,No laterality
{p cleft lip retinopathy syndrome} none,732247000 | Cleft lip retinopathy syndrome (disorder),Present,Negated,No laterality
{p oral mucosal herpes} negative,235058001 | Oral mucosal herpes (disorder),Present,Negated,No laterality
{p alopecia of pregnancy} neg,201134009 | Alopecia of pregnancy (disorder),Present,Negated,No laterality
no evidence of {p intentional doxycycline poisoning},291649001 | Intentional doxycycline poisoning (disorder),Present,Negated,No laterality
no {p ventricular escape beat},75532003 | Ventricular escape beat (disorder),Present,Negated,No laterality
no evidence of {p postural orthostatic tachycardia syndrome},371073003 | Postural orthostatic tachycardia syndrome (disorder),Present,Negated,No laterality
{p iatrogenic ovarian failure} no,42245002 | Iatrogenic ovarian failure (disorder),Present,Negated,No laterality
{p deficiency of mannokinase} neg,124303006 | Deficiency of mannokinase (disorder),Present,Negated,No laterality
lack of {p lop ear deformity},738164003 | Lop ear deformity (disorder),Present,Negated,No laterality
absent {p vaginal vault hematoma},237102006 | Vaginal vault hematoma (disorder),Present,Negated,No laterality
absence of {p neonatal hypoglycemia},52767006 | Neonatal hypoglycemia (disorder),Present,Negated,No laterality
absent {p rectocele affecting pregnancy},26828006 | Rectocele affecting pregnancy (disorder),Present,Negated,No laterality
{p beclomethasone adverse reaction} absent,293156000 | Beclomethasone adverse reaction (disorder),Present,Negated,No laterality
{p pleuropulmonary blastoma type i} absent,707671008 | Pleuropulmonary blastoma type I (disorder),Present,Negated,No laterality
{p duodenitis caused by drug} not present,724526008 | Duodenitis caused by drug (disorder),Present,Negated,No laterality
{p accidental razoxane overdose} excluded,295752005 | Accidental razoxane overdose (disorder),Present,Negated,No laterality
absent {p chronic anterior uveitis},398155003 | Chronic anterior uveitis (disorder),Present,Negated,No laterality
{p partial thickness flap loss} absent,239198006 | Partial thickness flap loss (disorder),Present,Negated,No laterality
{p labial cyst} negative,282025003 | Labial cyst (disorder),Present,Negated,No laterality
{p erosive gastropathy} none,413216002 | Erosive gastropathy (disorder),Present,Negated,No laterality
{p hematoma of lower leg} ruled out,449704006 | Hematoma of lower leg (disorder),Present,Negated,No laterality
{p anogenital hidradenitis suppurativa} not detected,402827005 | Anogenital hidradenitis suppurativa (disorder),Present,Negated,No laterality
{p myopathy with tubular aggregates} no,240087000 | Myopathy with tubular aggregates (disorder),Present,Negated,No laterality
{p sebaceous epithelioma} negative,254706002 | Sebaceous epithelioma (disorder),Present,Negated,No laterality
absence of {p carnitine nutritional deficiency},238112001 | Carnitine nutritional deficiency (disorder),Present,Negated,No laterality
absent {p acute infective polyarthritis},23950002 | Acute infective polyarthritis (disorder),Present,Negated,No laterality
{p inguinal lymphadenopathy} none,127199000 | Inguinal lymphadenopathy (disorder),Present,Negated,No laterality
without mention of {p acute endometritis},67667007 | Acute endometritis (disorder),Present,Negated,No laterality
without mention of {p open wound of testis},210431006 | Open wound of testis (disorder),Present,Negated,No laterality
without mention of {p ciprofloxacin resistant tuberculosis},413852006 | Ciprofloxacin resistant tuberculosis (disorder),Present,Negated,No laterality
{p viral hemorrhagic fever} not present,240523007 | Viral hemorrhagic fever (disorder),Present,Negated,No laterality
{p inactive central serous chorioretinopathy} negative,312924008 | Inactive central serous chorioretinopathy (disorder),Present,Negated,No laterality
{p contusion of genital organ} not detected,211495007 | Contusion of genital organ (disorder),Present,Negated,No laterality
{p abscess of elbow} negative,301711007 | Abscess of elbow (disorder),Present,Negated,No laterality
unlikely {p poisoning caused by diphenhydramine},85302003 | Poisoning caused by diphenhydramine (disorder),Present,Negated,No laterality
{p ankle joint ankylosis} none,202318002 | Ankle joint ankylosis (disorder),Present,Negated,No laterality
{p intellectual disability wolff type} excluded,763745005 | Intellectual disability Wolff type (disorder),Present,Negated,No laterality
no evidence of {p superficial corrosion of ear},284200001 | Superficial corrosion of ear (disorder),Present,Negated,No laterality
{p lysergic acid diethylamide dependence} no,231468005 | Lysergic acid diethylamide dependence (disorder),Present,Negated,No laterality
{p poisoning caused by indomethacin} none,52382004 | Poisoning caused by indomethacin (disorder),Present,Negated,No laterality
{p fetal virilism} none,95622006 | Fetal virilism (disorder),Present,Negated,No laterality
lack of {p infection caused by rhinosporidium},721801005 | Infection caused by Rhinosporidium (disorder),Present,Negated,No laterality
no evidence of {p acute localized suppurative glanders},240386002 | Acute localized suppurative glanders (disorder),Present,Negated,No laterality
{p periappendicitis} not detected,51509007 | Periappendicitis (disorder),Present,Negated,No laterality
without {p atrophic vaginitis},52441000 | Atrophic vaginitis (disorder),Present,Negated,No laterality
absence of {p muscle abscess of thigh},203027001 | Muscle abscess of thigh (disorder),Present,Negated,No laterality
no {p deficiency of l-gulonate dehydrogenase},124130006 | Deficiency of L-gulonate dehydrogenase (disorder),Present,Negated,No laterality
{p deficiency of ethanolamine-phosphate cytidylyltransferase} no,124355007 | Deficiency of ethanolamine-phosphate cytidylyltransferase (disorder),Present,Negated,No laterality
absence of {p poisoning caused by iron},445902007 | Poisoning caused by iron (disorder),Present,Negated,No laterality
{p constitutional eczema of foot} negative,238559002 | Constitutional eczema of foot (disorder),Present,Negated,No laterality
{p desferrioxamine adverse reaction} none,292745000 | Desferrioxamine adverse reaction (disorder),Present,Negated,No laterality
{p atrophy of vas deferens} not present,33000001 | Atrophy of vas deferens (disorder),Present,Negated,No laterality
absent {p thromboxane synthetase deficiency},234477002 | Thromboxane synthetase deficiency (disorder),Present,Negated,No laterality
{p disopyramide overdose} no,296982001 | Disopyramide overdose (disorder),Present,Negated,No laterality
no {p slipped distal radial epiphysis},240185006 | Slipped distal radial epiphysis (disorder),Present,Negated,No laterality
{p pulmonary arteriovenous malformation} none,303070000 | Pulmonary arteriovenous malformation (disorder),Present,Negated,No laterality
{p injury of duodenum} negative,125628003 | Injury of duodenum (disorder),Present,Negated,No laterality
absence of {p adhesions - spinal meninges},193072006 | Adhesions - spinal meninges (disorder),Present,Negated,No laterality
not {p hemorrhagic gastroenteritis},409506009 | Hemorrhagic gastroenteritis (disorder),Present,Negated,No laterality
absence of {p astragalus species poisoning},90143008 | Astragalus species poisoning (disorder),Present,Negated,No laterality
no evidence of {p jackson-weiss syndrome},709105005 | Jackson-Weiss syndrome (disorder),Present,Negated,No laterality
absent {p q fever encephalitis},409556004 | Q fever encephalitis (disorder),Present,Negated,No laterality
{p adenoviral encephalitis} ruled out,56529007 | Adenoviral encephalitis (disorder),Present,Negated,No laterality
absent {p neoplasm of labia majora},126923002 | Neoplasm of labia majora (disorder),Present,Negated,No laterality
free from {p supernumerary gallbladder},91844006 | Supernumerary gallbladder (disorder),Present,Negated,No laterality
{p senile dementia with paranoia} not present,191458003 | Senile dementia with paranoia (disorder),Present,Negated,No laterality
{p congenital retinal fold} ruled out,204181009 | Congenital retinal fold (disorder),Present,Negated,No laterality
no {p staphylococcal arthritis},111820003 | Staphylococcal arthritis (disorder),Present,Negated,No laterality
no {p pyogenic granuloma of lip},403961004 | Pyogenic granuloma of lip (disorder),Present,Negated,No laterality
{p neonatal hemorrhage of uterus} not present,762290007 | Neonatal hemorrhage of uterus (disorder),Present,Negated,No laterality
{p infection resistant to methicillin} negative,822301000000105 | Infection resistant to methicillin (disorder),Present,Negated,No laterality
{p malignant neoplasm of anorectum} not present,443488001 | Malignant neoplasm of anorectum (disorder),Present,Negated,No laterality
{p hepatic artery embolism} ruled out,80235008 | Hepatic artery embolism (disorder),Present,Negated,No laterality
{p infection caused by trichosomoides} absent,67493008 | Infection caused by Trichosomoides (disorder),Present,Negated,No laterality
{p linum usitatissium poisoning} absent,31311006 | Linum usitatissium poisoning (disorder),Present,Negated,No laterality
free from {p cerebral vein occlusion},62702001 | Cerebral vein occlusion (disorder),Present,Negated,No laterality
without {p progeroid syndrome petty type},770567006 | Progeroid syndrome Petty type (disorder),Present,Negated,No laterality
{p thrombosis of iliac artery} ruled out,82453008 | Thrombosis of iliac artery (disorder),Present,Negated,No laterality
absent {p invasive aspergillosis},721798004 | Invasive aspergillosis (disorder),Present,Negated,No laterality
{p burn of duodenum} excluded,282082002 | Burn of duodenum (disorder),Present,Negated,No laterality
{p levorphanol adverse reaction} absent,292067005 | Levorphanol adverse reaction (disorder),Present,Negated,No laterality
free from {p synchysis scintillans},49001006 | Synchysis scintillans (disorder),Present,Negated,No laterality
{p microscopic nephrocalcinosis} not present,236444003 | Microscopic nephrocalcinosis (disorder),Present,Negated,No laterality
no {p gastric anastomotic dehiscence},236100008 | Gastric anastomotic dehiscence (disorder),Present,Negated,No laterality
{p generalized slight chronic periodontitis} no,718060003 | Generalized slight chronic periodontitis (disorder),Present,Negated,No laterality
{p schilder's disease} absent,49692006 | Schilder's disease (disorder),Present,Negated,No laterality
absent {p flail of mitral leaflet},760041000000104 | Flail of mitral leaflet (disorder),Present,Negated,No laterality
{p hemorrhagic gastroenteritis} ruled out,409506009 | Hemorrhagic gastroenteritis (disorder),Present,Negated,No laterality
no evidence of {p fluorometholone adverse reaction},293147008 | Fluorometholone adverse reaction (disorder),Present,Negated,No laterality
{p anencephalus} neg,89369001 | Anencephalus (disorder),Present,Negated,No laterality
no {p acute pulmonary coccidioidomycosis},187027001 | Acute pulmonary coccidioidomycosis (disorder),Present,Negated,No laterality
no {p miscarriage with blood-clot embolism},55976003 | Miscarriage with blood-clot embolism (disorder),Present,Negated,No laterality
"{p open crush injury, axilla} none","211558005 | Open crush injury, axilla (disorder)",Present,Negated,No laterality
absent {p posthemorrhagic hydrocephalus},371116000 | Posthemorrhagic hydrocephalus (disorder),Present,Negated,No laterality
no {p exertional hypertension},429198000 | Exertional hypertension (disorder),Present,Negated,No laterality
no {p contact stomatitis},109775009 | Contact stomatitis (disorder),Present,Negated,No laterality
absence of {p dilatation of cardiac ventricle},6210001 | Dilatation of cardiac ventricle (disorder),Present,Negated,No laterality
{p riddoch phenomenon} excluded,404654006 | Riddoch phenomenon (disorder),Present,Negated,No laterality
absent {p prosthetic cardiac valve calcification},234188002 | Prosthetic cardiac valve calcification (disorder),Present,Negated,No laterality
{p athetosis with spastic paraplegia} ruled out,5822000 | Athetosis with spastic paraplegia (disorder),Present,Negated,No laterality
{p intentional propofol overdose} none,295514006 | Intentional propofol overdose (disorder),Present,Negated,No laterality
{p adenomyomatosis of gallbladder} none,721723003 | Adenomyomatosis of gallbladder (disorder),Present,Negated,No laterality
absence of {p acute chagas' disease},240653009 | Acute Chagas' disease (disorder),Present,Negated,No laterality
absent {p seropurulent blister},829989007 | Seropurulent blister (disorder),Present,Negated,No laterality
no {p ménière's disease},13445001 | Ménière's disease (disorder),Present,Negated,No laterality
without mention of {p goiter due to thyroiditis},106451000119106 | Goiter due to thyroiditis (disorder),Present,Negated,No laterality
{p stuporous depression} not present,79842004 | Stuporous depression (disorder),Present,Negated,No laterality
{p bromocriptine poisoning} none,290795006 | Bromocriptine poisoning (disorder),Present,Negated,No laterality
no evidence of {p hirsuties papillaris vulvae},238919009 | Hirsuties papillaris vulvae (disorder),Present,Negated,No laterality
{p accidental guanethidine overdose} not detected,297050009 | Accidental guanethidine overdose (disorder),Present,Negated,No laterality
{p postmenopausal androgenetic alopecia} none,403319002 | Postmenopausal androgenetic alopecia (disorder),Present,Negated,No laterality
