text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
quer {p deficiency of d-lactate dehydrogenase},124116001 | Deficiency of D-lactate dehydrogenase (disorder),Present,Suspected,No laterality
maybe {p dicobalt edetate adverse reaction},292747008 | Dicobalt edetate adverse reaction (disorder),Present,Suspected,No laterality
may {p infection caused by roseolovirus},721772005 | Infection caused by Roseolovirus (disorder),Present,Suspected,No laterality
may be {p subchronic paranoid schizophrenia},79866005 | Subchronic paranoid schizophrenia (disorder),Present,Suspected,No laterality
prob {p cyst of kidney},722223000 | Cyst of kidney (disorder),Present,Suspected,No laterality
query {p massive ovarian edema},704190008 | Massive ovarian edema (disorder),Present,Suspected,No laterality
exclude {p thrombophilia due to trauma},441945008 | Thrombophilia due to trauma (disorder),Present,Suspected,No laterality
suspicion of {p cascara overdose},295460005 | Cascara overdose (disorder),Present,Suspected,No laterality
probable {p congenital stenosis of nares},2828008 | Congenital stenosis of nares (disorder),Present,Suspected,No laterality
poss {p congenital keratoconus},63216003 | Congenital keratoconus (disorder),Present,Suspected,No laterality
possible {p probucol adverse reaction},293420007 | Probucol adverse reaction (disorder),Present,Suspected,No laterality
poss {p stress fracture of pelvis},430907000 | Stress fracture of pelvis (disorder),Present,Suspected,No laterality
probably {p interdigital corn},229814002 | Interdigital corn (disorder),Present,Suspected,No laterality
maybe {p chromosome 2q37 deletion syndrome},702357000 | Chromosome 2q37 deletion syndrome (disorder),Present,Suspected,No laterality
probably {p idiopathic posterior uveitis},773991005 | Idiopathic posterior uveitis (disorder),Present,Suspected,No laterality
susp {p sedative abuse},64386003 | Sedative abuse (disorder),Present,Suspected,No laterality
probably {p varicose veins of vulva},48868008 | Varicose veins of vulva (disorder),Present,Suspected,No laterality
could be {p calcification of lumbar disc},202755000 | Calcification of lumbar disc (disorder),Present,Suspected,No laterality
may be {p postductal hypoplasia of aorta},253680006 | Postductal hypoplasia of aorta (disorder),Present,Suspected,No laterality
probable {p dental caries class iii},699491001 | Dental caries class III (disorder),Present,Suspected,No laterality
prob {p lymphedema of scrotum},427930001 | Lymphedema of scrotum (disorder),Present,Suspected,No laterality
{p scarring alopecia} suspected,400088006 | Scarring alopecia (disorder),Present,Suspected,No laterality
exclude {p lupus erythematosus unguium mutilans},200942004 | Lupus erythematosus unguium mutilans (disorder),Present,Suspected,No laterality
{p nail wound of shoulder} suspected,283655004 | Nail wound of shoulder (disorder),Present,Suspected,No laterality
suspect {p cutaneous coccidioidomycosis},240727006 | Cutaneous coccidioidomycosis (disorder),Present,Suspected,No laterality
"prob {p pinta, primary lesion}","4669001 | Pinta, primary lesion (disorder)",Present,Suspected,No laterality
maybe {p thyroid pre-albumin binding abnormality},237548009 | Thyroid pre-albumin binding abnormality (disorder),Present,Suspected,No laterality
susp {p chloasma caloricum},201276006 | Chloasma caloricum (disorder),Present,Suspected,No laterality
suspected {p closed injury of urethra},210213008 | Closed injury of urethra (disorder),Present,Suspected,No laterality
exclude {p nail wound of heel},283681000 | Nail wound of heel (disorder),Present,Suspected,No laterality
susp {p endarteritis deformans},302728008 | Endarteritis deformans (disorder),Present,Suspected,No laterality
probably {p multi-core congenital myopathy},55133004 | Multi-core congenital myopathy (disorder),Present,Suspected,No laterality
query {p palsy of glossopharyngeal nerve},827050005 | Palsy of glossopharyngeal nerve (disorder),Present,Suspected,No laterality
prob {p zinc salt poisoning},212710001 | Zinc salt poisoning (disorder),Present,Suspected,No laterality
{p anaphylaxis caused by mollusk} suspected,427833000 | Anaphylaxis caused by mollusk (disorder),Present,Suspected,No laterality
sus {p accidental ketamine poisoning},290491001 | Accidental ketamine poisoning (disorder),Present,Suspected,No laterality
may be {p multiple drug hypersensitivity syndrome},735458004 | Multiple drug hypersensitivity syndrome (disorder),Present,Suspected,No laterality
probably {p disorder of strontium metabolism},123813003 | Disorder of strontium metabolism (disorder),Present,Suspected,No laterality
query {p pointed edge alveolar ridge},235016004 | Pointed edge alveolar ridge (disorder),Present,Suspected,No laterality
suspicious {p acrania},203923004 | Acrania (disorder),Present,Suspected,No laterality
suspected {p intentional phenolphthalein overdose},295480006 | Intentional phenolphthalein overdose (disorder),Present,Suspected,No laterality
suspected {p clostridial infection},56688005 | Clostridial infection (disorder),Present,Suspected,No laterality
poss {p epididymitis with abscess},72550000 | Epididymitis with abscess (disorder),Present,Suspected,No laterality
poss {p accidental ethacrynic acid overdose},297026007 | Accidental ethacrynic acid overdose (disorder),Present,Suspected,No laterality
prob {p acquired neutropenia},1156296001 | Acquired neutropenia (disorder),Present,Suspected,No laterality
suspicious {p hemorrhage of parathyroid},190460008 | Hemorrhage of parathyroid (disorder),Present,Suspected,No laterality
query {p monocarboxylate transporter 8 deficiency},702327009 | Monocarboxylate transporter 8 deficiency (disorder),Present,Suspected,No laterality
{p puncture wound of thumb} suspected,283521006 | Puncture wound of thumb (disorder),Present,Suspected,No laterality
sus {p intentional overdose of methylenedioxymethamphetamine},838521001 | Intentional overdose of methylenedioxymethamphetamine (disorder),Present,Suspected,No laterality
suspicion of {p primary rhabdomyosarcoma of pelvis},687881000119100 | Primary rhabdomyosarcoma of pelvis (disorder),Present,Suspected,No laterality
may be {p rupture of urethra},283926005 | Rupture of urethra (disorder),Present,Suspected,No laterality
possibly {p phenanthrene derivative poisoning},18768006 | Phenanthrene derivative poisoning (disorder),Present,Suspected,No laterality
? {p lupus erythematosus migrans},200939005 | Lupus erythematosus migrans (disorder),Present,Suspected,No laterality
query {p distal trisomy 7q},897511009 | Distal trisomy 7q (disorder),Present,Suspected,No laterality
sus {p fibropolycystic disease of liver},737202006 | Fibropolycystic disease of liver (disorder),Present,Suspected,No laterality
maybe {p triamcinolone adverse reaction},293174009 | Triamcinolone adverse reaction (disorder),Present,Suspected,No laterality
may be {p tuberculous adenitis},10893003 | Tuberculous adenitis (disorder),Present,Suspected,No laterality
suspicious {p arteriovenous shunt occlusion},280981002 | Arteriovenous shunt occlusion (disorder),Present,Suspected,No laterality
probably {p undifferentiated spondylitis},399096009 | Undifferentiated spondylitis (disorder),Present,Suspected,No laterality
pos {p sun-induced wrinkles},403197009 | Sun-induced wrinkles (disorder),Present,Suspected,No laterality
could have {p recurrent herpetic vulvovaginitis},402896007 | Recurrent herpetic vulvovaginitis (disorder),Present,Suspected,No laterality
susp {p generalized iris atrophy},371756009 | Generalized iris atrophy (disorder),Present,Suspected,No laterality
query {p intentional immunostimulant poisoning},290576001 | Intentional immunostimulant poisoning (disorder),Present,Suspected,No laterality
maybe {p paroxysmal choreoathetosis},49949003 | Paroxysmal choreoathetosis (disorder),Present,Suspected,No laterality
may be {p infection caused by austrobilharzia},77456003 | Infection caused by Austrobilharzia (disorder),Present,Suspected,No laterality
maybe {p primary sarcoma of thorax},688081000119108 | Primary sarcoma of thorax (disorder),Present,Suspected,No laterality
sus {p acute overdose},1149225002 | Acute overdose (disorder),Present,Suspected,No laterality
suspect {p congenital absence of nose},111317000 | Congenital absence of nose (disorder),Present,Suspected,No laterality
{p calcinosis} suspected,6595006 | Calcinosis (disorder),Present,Suspected,No laterality
? {p idiopathic benign cutaneous mucinosis},238948003 | Idiopathic benign cutaneous mucinosis (disorder),Present,Suspected,No laterality
probable {p cholecystojejunal fistula},307295007 | Cholecystojejunal fistula (disorder),Present,Suspected,No laterality
may {p accidental trifluperidol overdose},296184004 | Accidental trifluperidol overdose (disorder),Present,Suspected,No laterality
sus {p autosomal recessive infantile hypercalcemia},771445001 | Autosomal recessive infantile hypercalcemia (disorder),Present,Suspected,No laterality
pos {p traumatic membranous urethral stricture},367971000119102 | Traumatic membranous urethral stricture (disorder),Present,Suspected,No laterality
poss {p cholangiocarcinoma of biliary tract},312104005 | Cholangiocarcinoma of biliary tract (disorder),Present,Suspected,No laterality
{p cyst of conjunctiva} suspected,193901000 | Cyst of conjunctiva (disorder),Present,Suspected,No laterality
probably {p dream enactment behavior},711565008 | Dream enactment behavior (disorder),Present,Suspected,No laterality
may {p portal triaditis},17349007 | Portal triaditis (disorder),Present,Suspected,No laterality
susp {p laceration of left cornea},10900391000119101 | Laceration of left cornea (disorder),Present,Suspected,Left
{p brachymesophalangia} suspected,205317004 | Brachymesophalangia (disorder),Present,Suspected,No laterality
probably {p post-splenectomy disorder},234511009 | Post-splenectomy disorder (disorder),Present,Suspected,No laterality
susp {p preductal coarctation of aorta},13867009 | Preductal coarctation of aorta (disorder),Present,Suspected,No laterality
maybe {p rotation injury},699534009 | Rotation injury (disorder),Present,Suspected,No laterality
may be {p inferior lumbar hernia},236045005 | Inferior lumbar hernia (disorder),Present,Suspected,No laterality
query {p obstructive emphysema},16846004 | Obstructive emphysema (disorder),Present,Suspected,No laterality
may {p poisoning caused by pectin},76636002 | Poisoning caused by pectin (disorder),Present,Suspected,No laterality
suspicion of {p histoplasma capsulatum with retinitis},187039009 | Histoplasma capsulatum with retinitis (disorder),Present,Suspected,No laterality
probably {p chloasma hepaticum},201277002 | Chloasma hepaticum (disorder),Present,Suspected,No laterality
pos {p nutritional myopathy},44253006 | Nutritional myopathy (disorder),Present,Suspected,No laterality
could have {p carboplatin adverse reaction},292237009 | Carboplatin adverse reaction (disorder),Present,Suspected,No laterality
exclude {p neoplasm of omentum},126871001 | Neoplasm of omentum (disorder),Present,Suspected,No laterality
suspicion of {p hypoparathyroidism - x-linked},237655001 | Hypoparathyroidism - X-linked (disorder),Present,Suspected,No laterality
likely {p cannabis dependence in remission},191839003 | Cannabis dependence in remission (disorder),Present,Suspected,No laterality
may {p disease caused by babesiidae},105652001 | Disease caused by Babesiidae (disorder),Present,Suspected,No laterality
exclude {p neoplasm of abdominal esophagus},126820003 | Neoplasm of abdominal esophagus (disorder),Present,Suspected,No laterality
pos {p anaphylactic urticaria},373674001 | Anaphylactic urticaria (disorder),Present,Suspected,No laterality
maybe {p congenital malformation syndrome},400038003 | Congenital malformation syndrome (disorder),Present,Suspected,No laterality
suspect {p ulcerative mucositis of vagina},427786008 | Ulcerative mucositis of vagina (disorder),Present,Suspected,No laterality
{p burn of uterus} suspected,22388002 | Burn of uterus (disorder),Present,Suspected,No laterality
maybe {p spondylosis of thoracolumbar spine},321341000119107 | Spondylosis of thoracolumbar spine (disorder),Present,Suspected,No laterality
sus {p neurogenic ossifying arthropathy},39510005 | Neurogenic ossifying arthropathy (disorder),Present,Suspected,No laterality
could be {p pseudopapilledema of right eye},332851000119107 | Pseudopapilledema of right eye (disorder),Present,Suspected,Right
"possible {p degloving injury, axilla}","210526006 | Degloving injury, axilla (disorder)",Present,Suspected,No laterality
suspicion of {p cutaneous monosymptomatic delusional psychosis},238972008 | Cutaneous monosymptomatic delusional psychosis (disorder),Present,Suspected,No laterality
may be {p caregiver stress syndrome},300979000 | Caregiver stress syndrome (disorder),Present,Suspected,No laterality
could have {p autoimmune cholangitis},713654004 | Autoimmune cholangitis (disorder),Present,Suspected,No laterality
? {p persistent ostium secundum},204318003 | Persistent ostium secundum (disorder),Present,Suspected,No laterality
suspicious {p puncture wound of genitalia},283529008 | Puncture wound of genitalia (disorder),Present,Suspected,No laterality
could be {p hyperoxia},238158000 | Hyperoxia (disorder),Present,Suspected,No laterality
suspected {p ocular histoplasmosis syndrome},416770009 | Ocular histoplasmosis syndrome (disorder),Present,Suspected,No laterality
could be {p intermittent monocular esotropia},194101008 | Intermittent monocular esotropia (disorder),Present,Suspected,No laterality
probable {p asymmetrical arthritis},250127009 | Asymmetrical arthritis (disorder),Present,Suspected,No laterality
pos {p wound abscess},238382001 | Wound abscess (disorder),Present,Suspected,No laterality
may {p deficiency of n-methyl-l-amino-acid oxidase},124182008 | Deficiency of N-methyl-L-amino-acid oxidase (disorder),Present,Suspected,No laterality
poss {p deprivation of water},212971003 | Deprivation of water (disorder),Present,Suspected,No laterality
prob {p hodgkin's disease in remission},426071002 | Hodgkin's disease in remission (disorder),Present,Suspected,No laterality
probably {p hyperdicarboxylicaminoaciduria and hyperprolinemia},37982009 | Hyperdicarboxylicaminoaciduria AND hyperprolinemia (disorder),Present,Suspected,No laterality
{p juvenile osteochondritis - leg/foot} suspected,287062005 | Juvenile osteochondritis - leg/foot (disorder),Present,Suspected,No laterality
poss {p malignant neoplasm of midbrain},188297001 | Malignant neoplasm of midbrain (disorder),Present,Suspected,No laterality
possibly {p intentional psilocybin overdose},296311007 | Intentional psilocybin overdose (disorder),Present,Suspected,No laterality
likely {p acquired hallux valgus},65358001 | Acquired hallux valgus (disorder),Present,Suspected,No laterality
? {p arthropathy due to hemochromatosis},838361004 | Arthropathy due to hemochromatosis (disorder),Present,Suspected,No laterality
may {p gestational proteinuria},34165000 | Gestational proteinuria (disorder),Present,Suspected,No laterality
maybe {p psoriatic onycholysis},238607003 | Psoriatic onycholysis (disorder),Present,Suspected,No laterality
probably {p cryptogenic cirrhosis},89580002 | Cryptogenic cirrhosis (disorder),Present,Suspected,No laterality
sus {p catarrhal conjunctivitis},68898005 | Catarrhal conjunctivitis (disorder),Present,Suspected,No laterality
pos {p neuropathy associated with dysproteinemias},230585004 | Neuropathy associated with dysproteinemias (disorder),Present,Suspected,No laterality
prob {p hemangioma of umbilical cord},721544001 | Hemangioma of umbilical cord (disorder),Present,Suspected,No laterality
sus {p non-infective non-allergic rhinitis},232345000 | Non-infective non-allergic rhinitis (disorder),Present,Suspected,No laterality
suspicion of {p diaphragmatic cyst},35893006 | Diaphragmatic cyst (disorder),Present,Suspected,No laterality
query {p iridodonesis},118166004 | Iridodonesis (disorder),Present,Suspected,No laterality
possibly {p congenital anomaly of myocardium},204394002 | Congenital anomaly of myocardium (disorder),Present,Suspected,No laterality
suspected {p persistent embryonic hypoglossal artery},253197001 | Persistent embryonic hypoglossal artery (disorder),Present,Suspected,No laterality
sus {p cocaine abuse},78267003 | Cocaine abuse (disorder),Present,Suspected,No laterality
could have {p mixed arteriovenous leg ulcer},238792006 | Mixed arteriovenous leg ulcer (disorder),Present,Suspected,No laterality
probably {p intentional oxymetholone poisoning},291847002 | Intentional oxymetholone poisoning (disorder),Present,Suspected,No laterality
probably {p moderate bone marrow hyperplasia},123726009 | Moderate bone marrow hyperplasia (disorder),Present,Suspected,No laterality
prob {p lens particle glaucoma},404648005 | Lens particle glaucoma (disorder),Present,Suspected,No laterality
pos {p amyloidosis of spleen},234510005 | Amyloidosis of spleen (disorder),Present,Suspected,No laterality
probable {p nail wound of forearm},283659005 | Nail wound of forearm (disorder),Present,Suspected,No laterality
possible {p open fracture of pubis},71220005 | Open fracture of pubis (disorder),Present,Suspected,No laterality
may {p adenoma of pancreas},208061000119101 | Adenoma of pancreas (disorder),Present,Suspected,No laterality
could have {p wood splinter in wrist},283288001 | Wood splinter in wrist (disorder),Present,Suspected,No laterality
susp {p panniculitis of neck},202770004 | Panniculitis of neck (disorder),Present,Suspected,No laterality
pos {p chronic cor pulmonale},79955004 | Chronic cor pulmonale (disorder),Present,Suspected,No laterality
pos {p his bundle tachycardia},233901002 | His bundle tachycardia (disorder),Present,Suspected,No laterality
possibly {p tympanic atelectasis},232258001 | Tympanic atelectasis (disorder),Present,Suspected,No laterality
quer {p spinocerebellar ataxia},129609000 | Spinocerebellar ataxia (disorder),Present,Suspected,No laterality
probably {p persistent prosthetic joint pain},240271006 | Persistent prosthetic joint pain (disorder),Present,Suspected,No laterality
may be {p intentional vitamin k overdose},296959003 | Intentional vitamin K overdose (disorder),Present,Suspected,No laterality
? {p episodic cluster headache},230472004 | Episodic cluster headache (disorder),Present,Suspected,No laterality
? {p malignant neoplasm of navicular},187972006 | Malignant neoplasm of navicular (disorder),Present,Suspected,No laterality
suspect {p disorder of urethra},4985009 | Disorder of urethra (disorder),Present,Suspected,No laterality
suspect {p chronic proliferative enteritis},22207007 | Chronic proliferative enteritis (disorder),Present,Suspected,No laterality
suspect {p deficiency of hydrolyase},124646004 | Deficiency of hydrolyase (disorder),Present,Suspected,No laterality
pos {p tuberculous disseminated chorioretinitis},48225000 | Tuberculous disseminated chorioretinitis (disorder),Present,Suspected,No laterality
could have {p intentional iproniazid overdose},295896003 | Intentional iproniazid overdose (disorder),Present,Suspected,No laterality
{p reniform pelvis} suspected,6573007 | Reniform pelvis (disorder),Present,Suspected,No laterality
? {p maternally inherited leigh syndrome},717052002 | Maternally inherited Leigh syndrome (disorder),Present,Suspected,No laterality
{p injury whilst playing darts} suspected,1067521000000100 | Injury whilst playing darts (disorder),Present,Suspected,No laterality
pos {p climacteric arthritis of spine},429298008 | Climacteric arthritis of spine (disorder),Present,Suspected,No laterality
quer {p disorder of vitamin d},386068004 | Disorder of vitamin D (disorder),Present,Suspected,No laterality
exclude {p chronic ulcerative stomatitis},707268007 | Chronic ulcerative stomatitis (disorder),Present,Suspected,No laterality
quer {p diplegia},6481005 | Diplegia (disorder),Present,Suspected,No laterality
probable {p chronic pulmonary congestion},63841001 | Chronic pulmonary congestion (disorder),Present,Suspected,No laterality
exclude {p onychia of finger},36857002 | Onychia of finger (disorder),Present,Suspected,No laterality
? {p podoconiosis},890181005 | Podoconiosis (disorder),Present,Suspected,No laterality
may be {p synovial osteochondromatosis of elbow},202578009 | Synovial osteochondromatosis of elbow (disorder),Present,Suspected,No laterality
may be {p crohn's disease of skin},399946006 | Crohn's disease of skin (disorder),Present,Suspected,No laterality
could be {p otitis externa},3135009 | Otitis externa (disorder),Present,Suspected,No laterality
probable {p multiple epiphyseal dysplasia},59708000 | Multiple epiphyseal dysplasia (disorder),Present,Suspected,No laterality
may be {p gammopathy},111001004 | Gammopathy (disorder),Present,Suspected,No laterality
poss {p intentional overdose of isoprenaline},296386007 | Intentional overdose of isoprenaline (disorder),Present,Suspected,No laterality
likely {p distal trisomy 2p},764518004 | Distal trisomy 2p (disorder),Present,Suspected,No laterality
sus {p deficiency of alanine aminotransferase},124285000 | Deficiency of alanine aminotransferase (disorder),Present,Suspected,No laterality
query {p sepsis caused by erysipelothrix},447684006 | Sepsis caused by Erysipelothrix (disorder),Present,Suspected,No laterality
poss {p deficiency of hypoxanthine phosphoribosyltransferase},124275001 | Deficiency of hypoxanthine phosphoribosyltransferase (disorder),Present,Suspected,No laterality
susp {p intentional vindesine poisoning},290771009 | Intentional vindesine poisoning (disorder),Present,Suspected,No laterality
suspected {p pararectal lymphadenopathy},127187007 | Pararectal lymphadenopathy (disorder),Present,Suspected,No laterality
quer {p moebius syndrome},766987006 | Moebius syndrome (disorder),Present,Suspected,No laterality
susp {p gemfibrozil adverse reaction},293419001 | Gemfibrozil adverse reaction (disorder),Present,Suspected,No laterality
{p red flag sepsis} suspected,957431000000102 | Red flag sepsis (disorder),Present,Suspected,No laterality
exclude {p curry jones syndrome},720819006 | Curry Jones syndrome (disorder),Present,Suspected,No laterality
may be {p punch drunk syndrome},230283005 | Punch drunk syndrome (disorder),Present,Suspected,No laterality
quer {p xanthium species poisoning},37244007 | Xanthium species poisoning (disorder),Present,Suspected,No laterality
sus {p senile scleral plaque},419207008 | Senile scleral plaque (disorder),Present,Suspected,No laterality
may {p fungal infection of cerebrum},442536003 | Fungal infection of cerebrum (disorder),Present,Suspected,No laterality
exclude {p hypercalcemia due to tuberculosis},698729002 | Hypercalcemia due to tuberculosis (disorder),Present,Suspected,No laterality
exclude {p idiopathic hypersomnia},3731000119107 | Idiopathic hypersomnia (disorder),Present,Suspected,No laterality
could have {p hypophosphatasia rickets},190860000 | Hypophosphatasia rickets (disorder),Present,Suspected,No laterality
may {p muscle phosphoglycerate mutase deficiency},61772003 | Muscle phosphoglycerate mutase deficiency (disorder),Present,Suspected,No laterality
"probably {p volume depletion, extrarenal loss}","44759006 | Volume depletion, extrarenal loss (disorder)",Present,Suspected,No laterality
possible {p macrocomedone (acne)},403358007 | Macrocomedone (acne) (disorder),Present,Suspected,No laterality
may {p viral wheeze},276191000000107 | Viral wheeze (disorder),Present,Suspected,No laterality
probably {p chlormethiazole adverse reaction},292370002 | Chlormethiazole adverse reaction (disorder),Present,Suspected,No laterality
poss {p conidiobolomycosis},240783007 | Conidiobolomycosis (disorder),Present,Suspected,No laterality
sus {p bilateral pneumonia},407671000 | Bilateral pneumonia (disorder),Present,Suspected,Bilateral
suspicion of {p familial fibrous mediastinitis},233737004 | Familial fibrous mediastinitis (disorder),Present,Suspected,No laterality
sus {p chlorprothixene overdose},427590008 | Chlorprothixene overdose (disorder),Present,Suspected,No laterality
suspicion of {p hemorrhagic esophagitis},60698006 | Hemorrhagic esophagitis (disorder),Present,Suspected,No laterality
prob {p post-herpetic polyneuropathy},76462000 | Post-herpetic polyneuropathy (disorder),Present,Suspected,No laterality
pos {p syphilitic alopecia},59307008 | Syphilitic alopecia (disorder),Present,Suspected,No laterality
pos {p idiopathic hypoparathyroidism},237654002 | Idiopathic hypoparathyroidism (disorder),Present,Suspected,No laterality
suspected {p vestibular stenosis},232365007 | Vestibular stenosis (disorder),Present,Suspected,No laterality
exclude {p total failure replanted thumb},213183005 | Total failure replanted thumb (disorder),Present,Suspected,No laterality
exclude {p cerebellar stroke syndrome},195213000 | Cerebellar stroke syndrome (disorder),Present,Suspected,No laterality
? {p vincent's laryngitis},232427004 | Vincent's laryngitis (disorder),Present,Suspected,No laterality
sus {p accidental clobazam overdose},296091004 | Accidental clobazam overdose (disorder),Present,Suspected,No laterality
quer {p single tooth macrodontia},697952006 | Single tooth macrodontia (disorder),Present,Suspected,No laterality
sus {p suppurative labyrinthitis},24817009 | Suppurative labyrinthitis (disorder),Present,Suspected,No laterality
could have {p sulfonylurea adverse reaction},293191008 | Sulfonylurea adverse reaction (disorder),Present,Suspected,No laterality
exclude {p infective myositis of pelvis},203015004 | Infective myositis of pelvis (disorder),Present,Suspected,No laterality
sus {p open division elbow ligament},209661005 | Open division elbow ligament (disorder),Present,Suspected,No laterality
prob {p disease caused by birnavirus},88110005 | Disease caused by Birnavirus (disorder),Present,Suspected,No laterality
likely {p multiple bony abnormalities},271774001 | Multiple bony abnormalities (disorder),Present,Suspected,No laterality
pos {p hydralazine overdose},297079002 | Hydralazine overdose (disorder),Present,Suspected,No laterality
quer {p anomaly of chromosome x},111312006 | Anomaly of chromosome X (disorder),Present,Suspected,No laterality
probably {p acute non-psychotic brain syndrome},85821003 | Acute non-psychotic brain syndrome (disorder),Present,Suspected,No laterality
likely {p rotational deformity of finger},203557003 | Rotational deformity of finger (disorder),Present,Suspected,No laterality
could be {p application site irritation},95366000 | Application site irritation (disorder),Present,Suspected,No laterality
suspect {p combined melanocytic nevus},402552003 | Combined melanocytic nevus (disorder),Present,Suspected,No laterality
? {p deficiency of phosphorylase phosphatase},124442007 | Deficiency of phosphorylase phosphatase (disorder),Present,Suspected,No laterality
"probably {p abrasion of shoulder, infected}","211197008 | Abrasion of shoulder, infected (disorder)",Present,Suspected,No laterality
quer {p barbiturate withdrawal},425339005 | Barbiturate withdrawal (disorder),Present,Suspected,No laterality
? {p chronic lymphangitis},78973009 | Chronic lymphangitis (disorder),Present,Suspected,No laterality
suspect {p accidental venlafaxine overdose},295915004 | Accidental venlafaxine overdose (disorder),Present,Suspected,No laterality
exclude {p congenital esophageal ring},253760004 | Congenital esophageal ring (disorder),Present,Suspected,No laterality
maybe {p accidental zuclopenthixol decanoate overdose},296263002 | Accidental zuclopenthixol decanoate overdose (disorder),Present,Suspected,No laterality
? {p closed fracture of ischium},36417005 | Closed fracture of ischium (disorder),Present,Suspected,No laterality
sus {p congenital hammer toe},85280007 | Congenital hammer toe (disorder),Present,Suspected,No laterality
susp {p lesion of ulnar nerve},367475009 | Lesion of ulnar nerve (disorder),Present,Suspected,No laterality
suspect {p placental site nodule},417364008 | Placental site nodule (disorder),Present,Suspected,No laterality
quer {p gastrointestinal sequelae of disorders},363067009 | Gastrointestinal sequelae of disorders (disorder),Present,Suspected,No laterality
probable {p anorectal disorder},426867001 | Anorectal disorder (disorder),Present,Suspected,No laterality
susp {p human immunodeficiency virus-associated periodontitis},235009000 | Human immunodeficiency virus-associated periodontitis (disorder),Present,Suspected,No laterality
poss {p ectopic hyperinsulinism},37703005 | Ectopic hyperinsulinism (disorder),Present,Suspected,No laterality
maybe {p neural reflex-induced ileus},235835000 | Neural reflex-induced ileus (disorder),Present,Suspected,No laterality
suspicious {p primary cutaneous sporotrichoid nodule},240758007 | Primary cutaneous sporotrichoid nodule (disorder),Present,Suspected,No laterality
quer {p postpericardiotomy pericarditis},58600007 | Postpericardiotomy pericarditis (disorder),Present,Suspected,No laterality
maybe {p tetrasomy 15q},1010613009 | Tetrasomy 15q (disorder),Present,Suspected,No laterality
maybe {p congenital malposition of spleen},93351001 | Congenital malposition of spleen (disorder),Present,Suspected,No laterality
suspicious {p congenital malposition of trachea},93363006 | Congenital malposition of trachea (disorder),Present,Suspected,No laterality
? {p stenosis of retinal artery},3506008 | Stenosis of retinal artery (disorder),Present,Suspected,No laterality
suspicion of {p occlusion of cystic duct},197418006 | Occlusion of cystic duct (disorder),Present,Suspected,No laterality
maybe {p gonococcal meningitis},151004 | Gonococcal meningitis (disorder),Present,Suspected,No laterality
suspect {p virilizing ovarian tumor},237795006 | Virilizing ovarian tumor (disorder),Present,Suspected,No laterality
may be {p benign arteriolar nephrosclerosis},62240004 | Benign arteriolar nephrosclerosis (disorder),Present,Suspected,No laterality
exclude {p buprenorphine overdose},295166005 | Buprenorphine overdose (disorder),Present,Suspected,No laterality
suspicious {p disseminated pseudallescheriosis},240777009 | Disseminated pseudallescheriosis (disorder),Present,Suspected,No laterality
probable {p intermittent gestational proteinuria},1142097006 | Intermittent gestational proteinuria (disorder),Present,Suspected,No laterality
{p acemetacin poisoning} suspected,290226002 | Acemetacin poisoning (disorder),Present,Suspected,No laterality
"exclude {p dystrophia unguium, total}","123710008 | Dystrophia unguium, total (disorder)",Present,Suspected,No laterality
susp {p intramural hemorrhage of duodenum},717882009 | Intramural hemorrhage of duodenum (disorder),Present,Suspected,No laterality
likely {p oculocutaneous melanocytic nevus},254817005 | Oculocutaneous melanocytic nevus (disorder),Present,Suspected,No laterality
{p intentional chloroquine poisoning} suspected,291445003 | Intentional chloroquine poisoning (disorder),Present,Suspected,No laterality
"suspicion of {p bowen's disease, atrophic}","403881002 | Bowen's disease, atrophic (disorder)",Present,Suspected,No laterality
probably {p loosening of musculoskeletal implant},473115007 | Loosening of musculoskeletal implant (disorder),Present,Suspected,No laterality
could be {p enthesitis of upper limb},957921000000106 | Enthesitis of upper limb (disorder),Present,Suspected,No laterality
suspect {p whooping cough-like syndrome},271567008 | Whooping cough-like syndrome (disorder),Present,Suspected,No laterality
suspicious {p family iridaceae poisoning},123917001 | Family iridaceae poisoning (disorder),Present,Suspected,No laterality
suspect {p eczema of nipple},237463009 | Eczema of nipple (disorder),Present,Suspected,No laterality
could have {p cutaneous syndrome with ichthyosis},239057002 | Cutaneous syndrome with ichthyosis (disorder),Present,Suspected,No laterality
susp {p manzanilla fever},5497006 | Manzanilla fever (disorder),Present,Suspected,No laterality
{p vascular graft calcification} suspected,234199000 | Vascular graft calcification (disorder),Present,Suspected,No laterality
poss {p preexcited atrial fibrillation},762247006 | Preexcited atrial fibrillation (disorder),Present,Suspected,No laterality
suspected {p torsion of colon},53886000 | Torsion of colon (disorder),Present,Suspected,No laterality
suspicious {p traumatic cyclodialysis},231957003 | Traumatic cyclodialysis (disorder),Present,Suspected,No laterality
possibly {p heavy-metal-induced tubulointerstitial nephritis},440018001 | Heavy-metal-induced tubulointerstitial nephritis (disorder),Present,Suspected,No laterality
pos {p secondary orotic aciduria},20155007 | Secondary orotic aciduria (disorder),Present,Suspected,No laterality
sus {p accidental flurbiprofen poisoning},290256006 | Accidental flurbiprofen poisoning (disorder),Present,Suspected,No laterality
maybe {p neonatal enamel hypoplasia},196279002 | Neonatal enamel hypoplasia (disorder),Present,Suspected,No laterality
